payment_id,loan_id,instalment_number,due_date,scheduled_amount,paid_amount,was_late
LP0000013085,LN00000826,10,2021-09-17,2428.04,2377.99,0
LP0000013086,LN00000826,11,2021-10-17,2428.04,2365.45,0
LP0000013087,LN00000826,12,2021-11-17,2428.04,2792.24,0
LP0000013088,LN00000826,13,2021-12-17,2428.04,2286.01,0
LP0000013089,LN00000826,14,2022-01-17,2428.04,2518.21,0
LP0000013090,LN00000826,15,2022-02-17,2428.04,2256.93,0
LP0000013091,LN00000826,16,2022-03-17,2428.04,2521.02,0
LP0000013092,LN00000826,17,2022-04-17,2428.04,2493.05,0
LP0000013093,LN00000826,18,2022-05-17,2428.04,2208.33,0
LP0000013094,LN00000827,1,2024-07-25,8834.05,8213.97,0
LP0000013095,LN00000827,2,2024-08-25,8834.05,10159.15,0
LP0000013096,LN00000827,3,2024-09-25,8834.05,9219.11,0
LP0000013097,LN00000827,4,2024-10-25,8834.05,8378.17,0
LP0000013098,LN00000827,5,2024-11-25,8834.05,9209.95,0
LP0000013099,LN00000827,6,2024-12-25,8834.05,8600.6,0
LP0000013100,LN00000827,7,2025-01-25,8834.05,8143.35,0
LP0000013101,LN00000827,8,2025-02-25,8834.05,8553.97,0
LP0000013102,LN00000827,9,2025-03-25,8834.05,9641.99,0
LP0000013103,LN00000827,10,2025-04-25,8834.05,6821.12,0
LP0000013104,LN00000827,11,2025-05-25,8834.05,8148.5,0
LP0000013105,LN00000827,12,2025-06-25,8834.05,8466.49,0
LP0000013106,LN00000827,13,2025-07-25,8834.05,9464.85,0
LP0000013107,LN00000827,14,2025-08-25,8834.05,9096.1,0
LP0000013108,LN00000827,15,2025-09-25,8834.05,9729.7,0
LP0000013109,LN00000827,16,2025-10-25,8834.05,8144.8,0
LP0000013110,LN00000827,17,2025-11-25,8834.05,9345.12,0
LP0000013111,LN00000827,18,2025-12-25,8834.05,9123.48,0
LP0000013112,LN00000828,1,2021-02-16,51162.09,52264.54,0
LP0000013113,LN00000828,2,2021-03-16,51162.09,48409.39,0
LP0000013114,LN00000828,3,2021-04-16,51162.09,51504.77,0
LP0000013115,LN00000828,4,2021-05-16,51162.09,48093.11,0
LP0000013116,LN00000828,5,2021-06-16,51162.09,46391.27,0
LP0000013117,LN00000828,6,2021-07-16,51162.09,50253.12,0
LP0000013118,LN00000828,7,2021-08-16,51162.09,54557.5,0
LP0000013119,LN00000828,8,2021-09-16,51162.09,51784.1,0
LP0000013120,LN00000828,9,2021-10-16,51162.09,45123.09,0
LP0000013121,LN00000828,10,2021-11-16,51162.09,58229.1,0
LP0000013122,LN00000828,11,2021-12-16,51162.09,57350.85,0
LP0000013123,LN00000828,12,2022-01-16,51162.09,52929.55,0
LP0000013124,LN00000828,13,2022-02-16,51162.09,54881.55,0
LP0000013125,LN00000828,14,2022-03-16,51162.09,50540.03,0
LP0000013126,LN00000828,15,2022-04-16,51162.09,50952.78,0
LP0000013127,LN00000828,16,2022-05-16,51162.09,51172.55,0
LP0000013128,LN00000828,17,2022-06-16,51162.09,54112.55,0
LP0000013129,LN00000828,18,2022-07-16,51162.09,51700.92,0
LP0000013130,LN00000829,1,2025-06-13,10464.08,10575.6,0
LP0000013131,LN00000829,2,2025-07-13,10464.08,10752.36,0
LP0000013132,LN00000829,3,2025-08-13,10464.08,10002.35,0
LP0000013133,LN00000829,4,2025-09-13,10464.08,10064.76,0
LP0000013134,LN00000829,5,2025-10-13,10464.08,10072.85,0
LP0000013135,LN00000829,6,2025-11-13,10464.08,10056.63,0
LP0000013136,LN00000829,7,2025-12-13,10464.08,10392.76,0
LP0000013137,LN00000829,8,2026-01-13,10464.08,10579.18,0
LP0000013138,LN00000829,9,2026-02-13,10464.08,11370.2,0
LP0000013139,LN00000829,10,2026-03-13,10464.08,10108.74,0
LP0000013140,LN00000829,11,2026-04-13,10464.08,10611.06,0
LP0000013141,LN00000829,12,2026-05-13,10464.08,9408.13,0
LP0000013142,LN00000829,13,2026-06-13,10464.08,10977.81,0
LP0000013143,LN00000829,14,2026-07-13,10464.08,9336.75,0
LP0000013144,LN00000829,15,2026-08-13,10464.08,11889.87,0
LP0000013145,LN00000830,1,2021-07-07,132403.95,122563.94,0
LP0000013146,LN00000830,2,2021-08-07,132403.95,149601.24,0
LP0000013147,LN00000830,3,2021-09-07,132403.95,152264.55,0
LP0000013148,LN00000830,4,2021-10-07,132403.95,125134.07,0
LP0000013149,LN00000830,5,2021-11-07,132403.95,128290.92,0
LP0000013150,LN00000830,6,2021-12-07,132403.95,148840.26,0
LP0000013151,LN00000830,7,2022-01-07,132403.95,133541.4,0
LP0000013152,LN00000830,8,2022-02-07,132403.95,152264.55,0
LP0000013153,LN00000830,9,2022-03-07,132403.95,130079.33,0
LP0000013154,LN00000830,10,2022-04-07,132403.95,129665.26,0
LP0000013155,LN00000830,11,2022-05-07,132403.95,118620.99,0
LP0000013156,LN00000830,12,2022-06-07,132403.95,124927.35,0
LP0000013157,LN00000830,13,2022-07-07,132403.95,120391.24,0
LP0000013158,LN00000830,14,2022-08-07,132403.95,134202.37,0
LP0000013159,LN00000830,15,2022-09-07,132403.95,149113.19,0
LP0000013160,LN00000830,16,2022-10-07,132403.95,131879.91,0
LP0000013161,LN00000830,17,2022-11-07,132403.95,128758.72,0
LP0000013162,LN00000830,18,2022-12-07,132403.95,135052.8,0
LP0000013163,LN00000831,1,2022-03-01,3292.83,3786.75,0
LP0000013164,LN00000831,2,2022-04-01,3292.83,3123.39,0
LP0000013165,LN00000831,3,2022-05-01,3292.83,3598.1,0
LP0000013166,LN00000831,4,2022-06-01,3292.83,3095.17,0
LP0000013167,LN00000831,5,2022-07-01,3292.83,3279.38,0
LP0000013168,LN00000831,6,2022-08-01,3292.83,3156.02,0
LP0000013169,LN00000831,7,2022-09-01,3292.83,2631.09,0
LP0000013170,LN00000831,8,2022-10-01,3292.83,3212.47,0
LP0000013171,LN00000831,9,2022-11-01,3292.83,3121.22,0
LP0000013172,LN00000831,10,2022-12-01,3292.83,3014.46,0
LP0000013173,LN00000831,11,2023-01-01,3292.83,3384.44,0
LP0000013174,LN00000831,12,2023-02-01,3292.83,3270.62,0
LP0000013175,LN00000831,13,2023-03-01,3292.83,3625.14,0
LP0000013176,LN00000831,14,2023-04-01,3292.83,2872.98,0
LP0000013177,LN00000831,15,2023-05-01,3292.83,3541.51,0
LP0000013178,LN00000831,16,2023-06-01,3292.83,3015.72,0
LP0000013179,LN00000831,17,2023-07-01,3292.83,2786.76,0
LP0000013180,LN00000831,18,2023-08-01,3292.83,3228.62,0
LP0000013181,LN00000832,1,2024-06-25,12589.08,12743.57,1
LP0000013182,LN00000832,2,2024-07-25,12589.08,13142.68,0
LP0000013183,LN00000832,3,2024-08-25,12589.08,12520.74,1
LP0000013184,LN00000832,4,2024-09-25,12589.08,10976.27,0
LP0000013185,LN00000832,5,2024-10-25,12589.08,10675.13,0
LP0000013186,LN00000832,6,2024-11-25,12589.08,11493.83,0
LP0000013187,LN00000832,7,2024-12-25,12589.08,11454.51,0
LP0000013188,LN00000832,8,2025-01-25,12589.08,12363.07,0
LP0000013189,LN00000832,9,2025-02-25,12589.08,10702.64,0
LP0000013190,LN00000832,10,2025-03-25,12589.08,12494.33,0
LP0000013191,LN00000832,11,2025-04-25,12589.08,13197.37,0
LP0000013192,LN00000832,12,2025-05-25,12589.08,11477.16,0
LP0000013193,LN00000832,13,2025-06-25,12589.08,9283.43,0
LP0000013194,LN00000832,14,2025-07-25,12589.08,12729.57,0
LP0000013195,LN00000832,15,2025-08-25,12589.08,10238.33,0
LP0000013196,LN00000832,16,2025-09-25,12589.08,11101.37,0
LP0000013197,LN00000832,17,2025-10-25,12589.08,9867.99,0
LP0000013198,LN00000832,18,2025-11-25,12589.08,11089.26,0
LP0000013199,LN00000833,1,2025-03-23,6795.45,6104.68,0
LP0000013200,LN00000833,2,2025-04-23,6795.45,6096.81,0
LP0000013201,LN00000833,3,2025-05-23,6795.45,6016.94,0
LP0000013202,LN00000833,4,2025-06-23,6795.45,7814.77,0
LP0000013203,LN00000833,5,2025-07-23,6795.45,7194.42,0
LP0000013204,LN00000833,6,2025-08-23,6795.45,6869.3,0
LP0000013205,LN00000833,7,2025-09-23,6795.45,7141.54,0
LP0000013206,LN00000833,8,2025-10-23,6795.45,7720.22,0
LP0000013207,LN00000833,9,2025-11-23,6795.45,6898.4,0
LP0000013208,LN00000833,10,2025-12-23,6795.45,6127.48,0
LP0000013209,LN00000833,11,2026-01-23,6795.45,6016.47,0
LP0000013210,LN00000833,12,2026-02-23,6795.45,6580.93,0
LP0000013211,LN00000833,13,2026-03-23,6795.45,7017.28,0
LP0000013212,LN00000833,14,2026-04-23,6795.45,6384.71,0
LP0000013213,LN00000833,15,2026-05-23,6795.45,7193.15,0
LP0000013214,LN00000833,16,2026-06-23,6795.45,6606.5,0
LP0000013215,LN00000833,17,2026-07-23,6795.45,6570.11,0
LP0000013216,LN00000833,18,2026-08-23,6795.45,6409.58,0
LP0000013217,LN00000834,1,2021-01-11,19941.09,22932.26,0
LP0000013218,LN00000834,2,2021-02-11,19941.09,18323.49,0
LP0000013219,LN00000834,3,2021-03-11,19941.09,21439.57,0
LP0000013220,LN00000834,4,2021-04-11,19941.09,19905.05,0
LP0000013221,LN00000834,5,2021-05-11,19941.09,22932.26,0
LP0000013222,LN00000834,6,2021-06-11,19941.09,18683.58,0
LP0000013223,LN00000834,7,2021-07-11,19941.09,18220.7,0
LP0000013224,LN00000834,8,2021-08-11,19941.09,19766.26,0
LP0000013225,LN00000834,9,2021-09-11,19941.09,20934.55,0
LP0000013226,LN00000834,10,2021-10-11,19941.09,20621.76,0
LP0000013227,LN00000834,11,2021-11-11,19941.09,17524.12,0
LP0000013228,LN00000834,12,2021-12-11,19941.09,20750.71,0
LP0000013229,LN00000834,13,2022-01-11,19941.09,21789.04,0
LP0000013230,LN00000834,14,2022-02-11,19941.09,20203.1,0
LP0000013231,LN00000834,15,2022-03-11,19941.09,22795.25,0
LP0000013232,LN00000834,16,2022-04-11,19941.09,18666.24,0
LP0000013233,LN00000834,17,2022-05-11,19941.09,19826.63,0
LP0000013234,LN00000834,18,2022-06-11,19941.09,22068.93,0
LP0000013235,LN00000835,1,2020-10-28,882.38,780.22,0
LP0000013236,LN00000835,2,2020-11-28,882.38,1014.74,0
LP0000013237,LN00000835,3,2020-12-28,882.38,796.17,0
LP0000013238,LN00000835,4,2021-01-28,882.38,976.7,0
LP0000013239,LN00000835,5,2021-02-28,882.38,915.43,0
LP0000013240,LN00000835,6,2021-03-28,882.38,842.9,0
LP0000013241,LN00000835,7,2021-04-28,882.38,887.09,0
LP0000013242,LN00000835,8,2021-05-28,882.38,807.88,0
LP0000013243,LN00000835,9,2021-06-28,882.38,874.43,0
LP0000013244,LN00000835,10,2021-07-28,882.38,963.31,0
LP0000013245,LN00000835,11,2021-08-28,882.38,1003.77,0
LP0000013246,LN00000835,12,2021-09-28,882.38,926.26,0
LP0000013247,LN00000835,13,2021-10-28,882.38,949.7,0
LP0000013248,LN00000835,14,2021-11-28,882.38,857.68,0
LP0000013249,LN00000835,15,2021-12-28,882.38,739.83,0
LP0000013250,LN00000835,16,2022-01-28,882.38,783.68,0
LP0000013251,LN00000835,17,2022-02-28,882.38,923.67,0
LP0000013252,LN00000835,18,2022-03-28,882.38,1012.8,0
LP0000013253,LN00000836,1,2020-10-09,1595.13,1546.45,0
LP0000013254,LN00000836,2,2020-11-09,1595.13,1522.88,0
LP0000013255,LN00000836,3,2020-12-09,1595.13,1475.84,0
LP0000013256,LN00000836,4,2021-01-09,1595.13,1678.47,0
LP0000013257,LN00000836,5,2021-02-09,1595.13,1563.4,0
LP0000013258,LN00000836,6,2021-03-09,1595.13,1624.51,0
LP0000013259,LN00000836,7,2021-04-09,1595.13,1604.56,0
LP0000013260,LN00000836,8,2021-05-09,1595.13,1629.27,0
LP0000013261,LN00000836,9,2021-06-09,1595.13,1480.64,0
LP0000013262,LN00000836,10,2021-07-09,1595.13,1506.51,0
LP0000013263,LN00000836,11,2021-08-09,1595.13,1655.28,0
LP0000013264,LN00000836,12,2021-09-09,1595.13,1521.83,0
LP0000013265,LN00000836,13,2021-10-09,1595.13,1450.31,0
LP0000013266,LN00000836,14,2021-11-09,1595.13,1509.75,0
LP0000013267,LN00000836,15,2021-12-09,1595.13,1405.85,0
LP0000013268,LN00000836,16,2022-01-09,1595.13,1552.78,0
LP0000013269,LN00000836,17,2022-02-09,1595.13,1652.78,0
LP0000013270,LN00000836,18,2022-03-09,1595.13,1678.13,0
LP0000013271,LN00000837,1,2024-07-19,3087.28,2984.46,0
LP0000013272,LN00000837,2,2024-08-19,3087.28,2873.12,0
LP0000013273,LN00000837,3,2024-09-19,3087.28,3152.37,0
LP0000013274,LN00000837,4,2024-10-19,3087.28,3184.07,0
LP0000013275,LN00000837,5,2024-11-19,3087.28,3260.02,0
LP0000013276,LN00000837,6,2024-12-19,3087.28,3193.07,0
LP0000013277,LN00000837,7,2025-01-19,3087.28,3035.52,0
LP0000013278,LN00000837,8,2025-02-19,3087.28,3192.41,0
LP0000013279,LN00000837,9,2025-03-19,3087.28,3184.58,0
LP0000013280,LN00000837,10,2025-04-19,3087.28,2654.66,0
LP0000013281,LN00000837,11,2025-05-19,3087.28,3266.94,0
LP0000013282,LN00000837,12,2025-06-19,3087.28,3266.71,0
LP0000013283,LN00000837,13,2025-07-19,3087.28,3161.74,0
LP0000013284,LN00000837,14,2025-08-19,3087.28,3003.4,0
LP0000013285,LN00000837,15,2025-09-19,3087.28,3139.21,0
LP0000013286,LN00000837,16,2025-10-19,3087.28,2772.95,0
LP0000013287,LN00000837,17,2025-11-19,3087.28,2748.5,0
LP0000013288,LN00000837,18,2025-12-19,3087.28,3161.55,0
LP0000013289,LN00000838,1,2023-12-30,20338.21,20600.75,0
LP0000013290,LN00000838,2,2024-01-30,20338.21,21138.69,0
LP0000013291,LN00000838,3,2024-02-29,20338.21,20751.54,0
LP0000013292,LN00000838,4,2024-03-30,20338.21,19511.54,0
LP0000013293,LN00000838,5,2024-04-30,20338.21,16590.26,0
LP0000013294,LN00000838,6,2024-05-30,20338.21,23388.95,0
LP0000013295,LN00000838,7,2024-06-30,20338.21,19317.47,0
LP0000013296,LN00000838,8,2024-07-30,20338.21,21362.16,0
LP0000013297,LN00000838,9,2024-08-30,20338.21,20999.44,0
LP0000013298,LN00000838,10,2024-09-30,20338.21,17974.8,0
LP0000013299,LN00000838,11,2024-10-30,20338.21,19851.86,0
LP0000013300,LN00000838,12,2024-11-30,20338.21,22181.67,0
LP0000013301,LN00000838,13,2024-12-30,20338.21,22189.69,0
LP0000013302,LN00000838,14,2025-01-30,20338.21,21819.15,0
LP0000013303,LN00000838,15,2025-02-28,20338.21,19392.71,0
LP0000013304,LN00000838,16,2025-03-30,20338.21,20061.44,0
LP0000013305,LN00000838,17,2025-04-30,20338.21,18894.51,0
LP0000013306,LN00000838,18,2025-05-30,20338.21,19896.79,0
LP0000013307,LN00000839,1,2022-06-20,5256.59,5273.57,0
LP0000013308,LN00000839,2,2022-07-20,5256.59,5091.75,0
LP0000013309,LN00000839,3,2022-08-20,5256.59,5268.29,0
LP0000013310,LN00000839,4,2022-09-20,5256.59,5072.26,0
LP0000013311,LN00000839,5,2022-10-20,5256.59,5627.99,0
LP0000013312,LN00000839,6,2022-11-20,5256.59,5094.68,0
LP0000013313,LN00000839,7,2022-12-20,5256.59,4790.22,0
LP0000013314,LN00000839,8,2023-01-20,5256.59,5532.25,0
LP0000013315,LN00000839,9,2023-02-20,5256.59,4819.89,0
LP0000013316,LN00000839,10,2023-03-20,5256.59,4504.05,0
LP0000013317,LN00000839,11,2023-04-20,5256.59,4565.24,0
LP0000013318,LN00000839,12,2023-05-20,5256.59,5244.19,0
LP0000013319,LN00000839,13,2023-06-20,5256.59,5237.1,0
LP0000013320,LN00000839,14,2023-07-20,5256.59,5012.49,0
LP0000013321,LN00000839,15,2023-08-20,5256.59,4667.31,0
LP0000013322,LN00000839,16,2023-09-20,5256.59,5228.91,0
LP0000013323,LN00000839,17,2023-10-20,5256.59,4585.84,0
LP0000013324,LN00000839,18,2023-11-20,5256.59,5216.68,0
LP0000013325,LN00000840,1,2024-02-27,2434.35,2357.84,0
LP0000013326,LN00000840,2,2024-03-27,2434.35,2748.62,0
LP0000013327,LN00000840,3,2024-04-27,2434.35,2393.4,0
LP0000013328,LN00000840,4,2024-05-27,2434.35,2410.36,0
LP0000013329,LN00000840,5,2024-06-27,2434.35,2160.48,0
LP0000013330,LN00000840,6,2024-07-27,2434.35,2179.79,0
LP0000013331,LN00000840,7,2024-08-27,2434.35,2619.15,0
LP0000013332,LN00000840,8,2024-09-27,2434.35,2691.61,0
LP0000013333,LN00000840,9,2024-10-27,2434.35,2666.25,0
LP0000013334,LN00000840,10,2024-11-27,2434.35,2188.01,0
LP0000013335,LN00000840,11,2024-12-27,2434.35,2385.6,0
LP0000013336,LN00000840,12,2025-01-27,2434.35,2386.64,0
LP0000013337,LN00000840,13,2025-02-27,2434.35,2366.16,0
LP0000013338,LN00000840,14,2025-03-27,2434.35,2180.63,0
LP0000013339,LN00000840,15,2025-04-27,2434.35,2591.51,0
LP0000013340,LN00000840,16,2025-05-27,2434.35,2534.93,0
LP0000013341,LN00000840,17,2025-06-27,2434.35,2450.17,0
LP0000013342,LN00000840,18,2025-07-27,2434.35,2425.33,0
LP0000013343,LN00000841,1,2022-03-03,3055.96,3107.88,0
LP0000013344,LN00000841,2,2022-04-03,3055.96,3251.89,0
LP0000013345,LN00000841,3,2022-05-03,3055.96,3092.1,0
LP0000013346,LN00000841,4,2022-06-03,3055.96,3514.35,0
LP0000013347,LN00000841,5,2022-07-03,3055.96,3454.27,0
LP0000013348,LN00000841,6,2022-08-03,3055.96,2979.67,0
LP0000013349,LN00000841,7,2022-09-03,3055.96,3123.41,0
LP0000013350,LN00000841,8,2022-10-03,3055.96,3110.64,0
LP0000013351,LN00000841,9,2022-11-03,3055.96,3107.43,0
LP0000013352,LN00000841,10,2022-12-03,3055.96,2714.1,0
LP0000013353,LN00000841,11,2023-01-03,3055.96,3002.7,0
LP0000013354,LN00000841,12,2023-02-03,3055.96,3214.22,0
LP0000013355,LN00000841,13,2023-03-03,3055.96,2951.08,0
LP0000013356,LN00000841,14,2023-04-03,3055.96,2855.47,0
LP0000013357,LN00000841,15,2023-05-03,3055.96,3024.65,0
LP0000013358,LN00000841,16,2023-06-03,3055.96,3514.35,0
LP0000013359,LN00000841,17,2023-07-03,3055.96,2923.78,0
LP0000013360,LN00000841,18,2023-08-03,3055.96,3161.9,0
LP0000013361,LN00000842,1,2020-10-04,1101.05,1119.85,0
LP0000013362,LN00000842,2,2020-11-04,1101.05,1051.55,0
LP0000013363,LN00000842,3,2020-12-04,1101.05,1266.21,0
LP0000013364,LN00000842,4,2021-01-04,1101.05,896.24,0
LP0000013365,LN00000842,5,2021-02-04,1101.05,1035.02,0
LP0000013366,LN00000842,6,2021-03-04,1101.05,1040.97,0
LP0000013367,LN00000842,7,2021-04-04,1101.05,1073.21,0
LP0000013368,LN00000842,8,2021-05-04,1101.05,1253.26,0
LP0000013369,LN00000842,9,2021-06-04,1101.05,1023.75,0
LP0000013370,LN00000842,10,2021-07-04,1101.05,1121.8,0
LP0000013371,LN00000842,11,2021-08-04,1101.05,1221.09,0
LP0000013372,LN00000842,12,2021-09-04,1101.05,1093.65,0
LP0000013373,LN00000842,13,2021-10-04,1101.05,1266.21,0
LP0000013374,LN00000842,14,2021-11-04,1101.05,1192.86,0
LP0000013375,LN00000842,15,2021-12-04,1101.05,1017.92,0
LP0000013376,LN00000842,16,2022-01-04,1101.05,1147.05,0
LP0000013377,LN00000842,17,2022-02-04,1101.05,986.85,0
LP0000013378,LN00000842,18,2022-03-04,1101.05,1074.47,0
LP0000013379,LN00000843,1,2022-02-12,2824.9,2750.14,0
LP0000013380,LN00000843,2,2022-03-12,2824.9,2564.76,0
LP0000013381,LN00000843,3,2022-04-12,2824.9,2729.65,0
LP0000013382,LN00000843,4,2022-05-12,2824.9,2885.84,0
LP0000013383,LN00000843,5,2022-06-12,2824.9,2560.88,0
LP0000013384,LN00000843,6,2022-07-12,2824.9,3072.99,0
LP0000013385,LN00000843,7,2022-08-12,2824.9,3160.18,0
LP0000013386,LN00000843,8,2022-09-12,2824.9,2952.86,0
LP0000013387,LN00000843,9,2022-10-12,2824.9,2859.89,0
LP0000013388,LN00000843,10,2022-11-12,2824.9,2709.2,0
LP0000013389,LN00000843,11,2022-12-12,2824.9,2738.57,0
LP0000013390,LN00000843,12,2023-01-12,2824.9,3071.17,0
LP0000013391,LN00000843,13,2023-02-12,2824.9,2609.81,0
LP0000013392,LN00000843,14,2023-03-12,2824.9,2685.47,0
LP0000013393,LN00000843,15,2023-04-12,2824.9,2792.56,0
LP0000013394,LN00000843,16,2023-05-12,2824.9,2909.93,0
LP0000013395,LN00000843,17,2023-06-12,2824.9,2988.09,0
LP0000013396,LN00000843,18,2023-07-12,2824.9,2870.81,0
LP0000013397,LN00000844,1,2021-06-06,21620.37,19632.58,0
LP0000013398,LN00000844,2,2021-07-06,21620.37,20491.11,0
LP0000013399,LN00000844,3,2021-08-06,21620.37,24291.37,0
LP0000013400,LN00000844,4,2021-09-06,21620.37,19683.01,0
LP0000013401,LN00000844,5,2021-10-06,21620.37,19016.22,0
LP0000013402,LN00000844,6,2021-11-06,21620.37,18370.83,0
LP0000013403,LN00000844,7,2021-12-06,21620.37,21457.95,0
LP0000013404,LN00000844,8,2022-01-06,21620.37,19891.74,0
LP0000013405,LN00000844,9,2022-02-06,21620.37,20554.2,0
LP0000013406,LN00000844,10,2022-03-06,21620.37,19712.73,0
LP0000013407,LN00000844,11,2022-04-06,21620.37,20655.71,0
LP0000013408,LN00000844,12,2022-05-06,21620.37,20014.55,0
LP0000013409,LN00000844,13,2022-06-06,21620.37,20490.95,0
LP0000013410,LN00000844,14,2022-07-06,21620.37,22233.66,0
LP0000013411,LN00000844,15,2022-08-06,21620.37,21563.48,0
LP0000013412,LN00000844,16,2022-09-06,21620.37,19605.26,0
LP0000013413,LN00000844,17,2022-10-06,21620.37,24863.43,0
LP0000013414,LN00000844,18,2022-11-06,21620.37,21375.35,0
LP0000013415,LN00000845,1,2026-04-04,277.78,261.14,0
LP0000013416,LN00000845,2,2026-05-04,277.78,311.15,0
LP0000013417,LN00000845,3,2026-06-04,277.78,296.19,0
LP0000013418,LN00000845,4,2026-07-04,277.78,276.52,0
LP0000013419,LN00000845,5,2026-08-04,277.78,279.46,0
LP0000013420,LN00000845,6,2026-09-04,277.78,271.97,0
LP0000013421,LN00000846,1,2024-12-07,4898.93,3737.65,1
LP0000013422,LN00000846,2,2025-01-07,4898.93,2804.22,1
LP0000013423,LN00000846,3,2025-02-07,4898.93,2888.36,1
LP0000013424,LN00000846,4,2025-03-07,4898.93,2189.83,1
LP0000013425,LN00000846,5,2025-04-07,4898.93,2990.01,1
LP0000013426,LN00000846,6,2025-05-07,4898.93,3046.57,1
LP0000013427,LN00000846,7,2025-06-07,4898.93,3633.7,1
LP0000013428,LN00000846,8,2025-07-07,4898.93,3076.75,1
LP0000013429,LN00000846,9,2025-08-07,4898.93,3022.03,1
LP0000013430,LN00000846,10,2025-09-07,4898.93,3264.35,1
LP0000013431,LN00000846,11,2025-10-07,4898.93,3038.92,1
LP0000013432,LN00000846,12,2025-11-07,4898.93,3582.84,1
LP0000013433,LN00000846,13,2025-12-07,4898.93,2516.03,0
LP0000013434,LN00000846,14,2026-01-07,4898.93,3170.44,1
LP0000013435,LN00000846,15,2026-02-07,4898.93,3485.29,0
LP0000013436,LN00000846,16,2026-03-07,4898.93,3511.97,1
LP0000013437,LN00000846,17,2026-04-07,4898.93,3447.15,1
LP0000013438,LN00000846,18,2026-05-07,4898.93,2809.55,1
LP0000013439,LN00000847,1,2023-07-07,81549.61,80150.5,0
LP0000013440,LN00000847,2,2023-08-07,81549.61,79168.42,0
LP0000013441,LN00000847,3,2023-09-07,81549.61,86036.93,0
LP0000013442,LN00000847,4,2023-10-07,81549.61,84229.61,0
LP0000013443,LN00000847,5,2023-11-07,81549.61,80265.67,0
LP0000013444,LN00000847,6,2023-12-07,81549.61,78022.75,0
LP0000013445,LN00000847,7,2024-01-07,81549.61,74842.99,0
LP0000013446,LN00000847,8,2024-02-07,81549.61,81351.44,0
LP0000013447,LN00000847,9,2024-03-07,81549.61,72934.55,0
LP0000013448,LN00000847,10,2024-04-07,81549.61,87111.42,0
LP0000013449,LN00000847,11,2024-05-07,81549.61,75664.68,0
LP0000013450,LN00000847,12,2024-06-07,81549.61,72892.7,0
LP0000013451,LN00000847,13,2024-07-07,81549.61,86370.24,0
LP0000013452,LN00000847,14,2024-08-07,81549.61,82170.5,0
LP0000013453,LN00000847,15,2024-09-07,81549.61,76960.67,0
LP0000013454,LN00000847,16,2024-10-07,81549.61,80615.14,0
LP0000013455,LN00000847,17,2024-11-07,81549.61,78559.98,0
LP0000013456,LN00000847,18,2024-12-07,81549.61,90018.88,0
LP0000013457,LN00000848,1,2021-06-30,521.46,430.82,0
LP0000013458,LN00000848,2,2021-07-30,521.46,533.0,0
LP0000013459,LN00000848,3,2021-08-30,521.46,501.52,0
LP0000013460,LN00000848,4,2021-09-30,521.46,539.61,0
LP0000013461,LN00000848,5,2021-10-30,521.46,531.54,0
LP0000013462,LN00000848,6,2021-11-30,521.46,485.84,0
LP0000013463,LN00000848,7,2021-12-30,521.46,520.0,0
LP0000013464,LN00000848,8,2022-01-30,521.46,536.5,0
LP0000013465,LN00000848,9,2022-02-28,521.46,451.79,0
LP0000013466,LN00000848,10,2022-03-30,521.46,517.33,0
LP0000013467,LN00000848,11,2022-04-30,521.46,549.73,0
LP0000013468,LN00000848,12,2022-05-30,521.46,580.43,0
LP0000013469,LN00000848,13,2022-06-30,521.46,566.29,0
LP0000013470,LN00000848,14,2022-07-30,521.46,599.68,0
LP0000013471,LN00000848,15,2022-08-30,521.46,555.03,0
LP0000013472,LN00000848,16,2022-09-30,521.46,460.09,0
LP0000013473,LN00000848,17,2022-10-30,521.46,552.42,0
LP0000013474,LN00000848,18,2022-11-30,521.46,563.49,0
LP0000013475,LN00000849,1,2022-08-28,13381.13,12737.64,0
LP0000013476,LN00000849,2,2022-09-28,13381.13,14726.44,0
LP0000013477,LN00000849,3,2022-10-28,13381.13,13133.07,0
LP0000013478,LN00000849,4,2022-11-28,13381.13,13361.5,0
LP0000013479,LN00000849,5,2022-12-28,13381.13,12665.62,0
LP0000013480,LN00000849,6,2023-01-28,13381.13,12385.52,0
LP0000013481,LN00000849,7,2023-02-28,13381.13,12282.77,0
LP0000013482,LN00000849,8,2023-03-28,13381.13,13626.51,0
LP0000013483,LN00000849,9,2023-04-28,13381.13,15340.26,0
LP0000013484,LN00000849,10,2023-05-28,13381.13,14399.26,0
LP0000013485,LN00000849,11,2023-06-28,13381.13,15388.3,0
LP0000013486,LN00000849,12,2023-07-28,13381.13,12384.94,0
LP0000013487,LN00000849,13,2023-08-28,13381.13,12752.75,0
LP0000013488,LN00000849,14,2023-09-28,13381.13,14127.45,0
LP0000013489,LN00000849,15,2023-10-28,13381.13,12219.43,0
LP0000013490,LN00000849,16,2023-11-28,13381.13,14743.66,0
LP0000013491,LN00000849,17,2023-12-28,13381.13,11968.31,0
LP0000013492,LN00000849,18,2024-01-28,13381.13,12723.07,0
LP0000013493,LN00000850,1,2024-08-01,4396.52,4058.43,0
LP0000013494,LN00000850,2,2024-09-01,4396.52,4259.4,0
LP0000013495,LN00000850,3,2024-10-01,4396.52,3948.22,0
LP0000013496,LN00000850,4,2024-11-01,4396.52,3938.15,0
LP0000013497,LN00000850,5,2024-12-01,4396.52,4533.2,0
