account_id,customer_id,branch_id,account_type,open_date,status,current_balance,interest_rate
AC00003264,CU00001978,BR021,Savings,2021-08-11,Active,24029.51,2.7
AC00003265,CU00004446,BR007,Savings,2021-12-14,Active,20217.21,2.7
AC00003266,CU00003215,BR003,Salary,2022-09-14,Active,25878.76,2.5
AC00003267,CU00003327,BR005,Salary,2026-03-31,Closed,41735.85,2.5
AC00003268,CU00003137,BR011,Savings,2026-05-01,Active,68043.77,2.7
AC00003269,CU00001671,BR024,Fixed Deposit,2021-04-24,Active,156277.85,7.1
AC00003270,CU00001454,BR016,Savings,2019-12-29,Dormant,5101.98,2.7
AC00003271,CU00001957,BR020,Salary,2022-03-13,Active,20412.83,2.5
AC00003272,CU00001386,BR009,Salary,2021-07-17,Active,26259.71,2.5
AC00003273,CU00000476,BR005,Savings,2020-11-13,Active,24351.63,2.7
AC00003274,CU00004486,BR014,Savings,2023-06-10,Active,44468.47,2.7
AC00003275,CU00000775,BR001,Salary,2019-09-03,Closed,18251.02,2.5
AC00003276,CU00000388,BR004,Savings,2021-03-24,Active,35073.57,2.7
AC00003277,CU00001676,BR018,Fixed Deposit,2025-07-01,Active,433913.01,7.1
AC00003278,CU00001744,BR009,Savings,2023-01-11,Active,237004.16,2.7
AC00003279,CU00001728,BR020,Salary,2024-09-05,Active,18678.35,2.5
AC00003280,CU00000547,BR001,Savings,2019-03-30,Active,10421.31,2.7
AC00003281,CU00000695,BR022,Salary,2018-12-05,Active,12356.54,2.5
AC00003282,CU00002814,BR024,Fixed Deposit,2018-09-03,Active,190631.17,7.1
AC00003283,CU00000001,BR019,Salary,2022-05-04,Active,39934.92,2.5
AC00003284,CU00001923,BR009,Savings,2024-06-20,Active,48515.66,2.7
AC00003285,CU00002132,BR017,Savings,2018-10-06,Active,7974.08,2.7
AC00003286,CU00002404,BR009,Current,2021-01-26,Active,10699.53,0.0
AC00003287,CU00003330,BR020,Fixed Deposit,2021-03-16,Active,214720.48,7.1
AC00003288,CU00001712,BR001,Savings,2019-05-26,Active,57055.68,2.7
AC00003289,CU00001701,BR018,Salary,2024-05-02,Dormant,6254.29,2.5
AC00003290,CU00002942,BR010,Savings,2024-07-18,Active,24078.66,2.7
AC00003291,CU00001821,BR019,Savings,2025-02-12,Active,46938.31,2.7
AC00003292,CU00003101,BR001,Salary,2020-06-08,Active,15766.61,2.5
AC00003293,CU00003319,BR005,Salary,2020-04-16,Dormant,94997.25,2.5
AC00003294,CU00004178,BR016,Fixed Deposit,2019-05-04,Active,33019.49,7.1
AC00003295,CU00003577,BR021,Savings,2020-10-06,Active,45636.83,2.7
AC00003296,CU00002660,BR012,Savings,2026-07-29,Active,5963.43,2.7
AC00003297,CU00004020,BR001,Salary,2019-05-19,Active,35415.53,2.5
AC00003298,CU00000843,BR023,Savings,2025-01-02,Active,261666.82,2.7
AC00003299,CU00001515,BR001,Salary,2023-11-02,Active,103254.48,2.5
AC00003300,CU00003078,BR014,Savings,2024-11-17,Active,12418.76,2.7
AC00003301,CU00001773,BR012,Savings,2022-08-04,Active,25712.88,2.7
AC00003302,CU00001592,BR011,Salary,2020-04-23,Active,32731.12,2.5
AC00003303,CU00002889,BR017,Salary,2024-02-19,Active,13304.14,2.5
AC00003304,CU00001388,BR010,Current,2023-10-25,Active,2408.27,0.0
AC00003305,CU00004728,BR002,Savings,2022-10-07,Active,30759.12,2.7
AC00003306,CU00000123,BR003,Salary,2023-07-22,Active,12851.04,2.5
AC00003307,CU00004877,BR023,Salary,2022-04-21,Active,62343.91,2.5
AC00003308,CU00003594,BR022,Current,2020-10-23,Active,12343.33,0.0
AC00003309,CU00001345,BR014,Current,2020-05-11,Active,11669.62,0.0
AC00003310,CU00000478,BR009,Savings,2023-08-03,Active,25280.33,2.7
AC00003311,CU00004742,BR016,Savings,2021-07-23,Active,18570.74,2.7
AC00003312,CU00004436,BR002,Salary,2025-01-24,Active,55625.27,2.5
AC00003313,CU00001544,BR023,Current,2025-11-09,Active,15794.06,0.0
AC00003314,CU00001701,BR018,Salary,2024-12-02,Active,41666.18,2.5
AC00003315,CU00001758,BR024,Fixed Deposit,2019-10-12,Active,717878.92,7.1
AC00003316,CU00004461,BR019,Salary,2022-03-27,Active,164416.56,2.5
AC00003317,CU00001184,BR012,Savings,2024-09-09,Closed,19508.93,2.7
AC00003318,CU00003446,BR005,Salary,2025-12-30,Active,452566.43,2.5
AC00003319,CU00002380,BR024,Current,2025-05-04,Active,21272.84,0.0
AC00003320,CU00004953,BR001,Savings,2021-02-01,Active,194253.99,2.7
AC00003321,CU00002860,BR006,Fixed Deposit,2021-09-18,Active,219492.28,7.1
AC00003322,CU00003073,BR009,Savings,2019-07-15,Active,66413.45,2.7
AC00003323,CU00000913,BR022,Salary,2020-08-09,Active,33903.32,2.5
AC00003324,CU00001227,BR019,Fixed Deposit,2018-10-22,Active,583188.21,7.1
AC00003325,CU00004234,BR008,Fixed Deposit,2018-08-09,Active,504127.21,7.1
AC00003326,CU00002612,BR010,Fixed Deposit,2024-02-13,Active,1428374.77,7.1
AC00003327,CU00003046,BR011,Savings,2021-12-13,Active,8357.63,2.7
AC00003328,CU00001470,BR020,Current,2020-08-30,Active,12470.16,0.0
AC00003329,CU00003103,BR012,Savings,2019-05-09,Active,6349.98,2.7
AC00003330,CU00002779,BR008,Savings,2023-03-25,Active,14282.8,2.7
AC00003331,CU00002068,BR005,Current,2024-03-21,Active,63140.62,0.0
AC00003332,CU00001308,BR023,Savings,2022-01-18,Active,17602.1,2.7
AC00003333,CU00003071,BR022,Fixed Deposit,2020-02-11,Active,131832.08,7.1
AC00003334,CU00004727,BR012,Savings,2018-08-05,Active,24552.77,2.7
AC00003335,CU00002966,BR005,Current,2021-10-18,Closed,78088.39,0.0
AC00003336,CU00004375,BR024,Current,2020-09-19,Active,20944.47,0.0
AC00003337,CU00002823,BR011,Savings,2021-12-27,Active,48757.11,2.7
AC00003338,CU00004042,BR019,Salary,2023-11-29,Active,46175.78,2.5
AC00003339,CU00001067,BR008,Salary,2020-11-06,Active,28501.27,2.5
AC00003340,CU00000366,BR008,Savings,2020-02-29,Active,49113.12,2.7
AC00003341,CU00004957,BR019,Savings,2020-10-01,Active,57103.55,2.7
AC00003342,CU00000417,BR015,Savings,2026-05-30,Active,37947.71,2.7
AC00003343,CU00000468,BR010,Salary,2026-05-06,Active,29807.59,2.5
AC00003344,CU00001084,BR001,Savings,2021-06-02,Active,15792.96,2.7
AC00003345,CU00001212,BR015,Savings,2020-06-23,Active,4903.15,2.7
AC00003346,CU00002777,BR006,Savings,2022-02-05,Active,1052411.34,2.7
AC00003347,CU00004748,BR021,Fixed Deposit,2021-06-16,Active,311586.54,7.1
AC00003348,CU00000697,BR006,Fixed Deposit,2022-12-13,Active,219914.52,7.1
AC00003349,CU00004713,BR007,Savings,2023-11-07,Active,7489.42,2.7
AC00003350,CU00003189,BR022,Savings,2021-12-26,Active,46885.16,2.7
AC00003351,CU00000435,BR007,Current,2019-10-25,Active,17935.87,0.0
AC00003352,CU00001885,BR018,Savings,2025-09-07,Active,77295.22,2.7
AC00003353,CU00002058,BR020,Current,2026-02-04,Active,20199.13,0.0
AC00003354,CU00001761,BR024,Savings,2020-01-06,Active,12577.11,2.7
AC00003355,CU00003323,BR005,Savings,2024-09-06,Active,13713.9,2.7
AC00003356,CU00000356,BR007,Current,2025-08-28,Active,64481.87,0.0
AC00003357,CU00004779,BR010,Savings,2026-07-06,Dormant,13235.59,2.7
AC00003358,CU00004255,BR024,Salary,2023-01-09,Active,27636.0,2.5
AC00003359,CU00003091,BR019,Salary,2019-06-28,Active,51569.93,2.5
AC00003360,CU00003851,BR021,Fixed Deposit,2025-12-16,Active,549907.78,7.1
AC00003361,CU00004672,BR021,Salary,2023-04-15,Dormant,33023.98,2.5
AC00003362,CU00004679,BR015,Current,2023-06-13,Active,8715.36,0.0
AC00003363,CU00000124,BR016,Savings,2020-02-01,Active,7937.15,2.7
AC00003364,CU00003531,BR013,Fixed Deposit,2019-09-16,Active,566068.03,7.1
AC00003365,CU00001914,BR018,Fixed Deposit,2019-06-02,Closed,123022.55,7.1
AC00003366,CU00003365,BR013,Fixed Deposit,2019-04-10,Active,88962.33,7.1
AC00003367,CU00000445,BR014,Savings,2024-11-11,Dormant,26414.63,2.7
AC00003368,CU00000876,BR003,Savings,2020-03-12,Active,62025.56,2.7
AC00003369,CU00003649,BR013,Salary,2022-04-01,Closed,7246.35,2.5
AC00003370,CU00004682,BR021,Savings,2018-06-22,Active,83524.39,2.7
AC00003371,CU00002061,BR007,Savings,2025-11-01,Active,15228.3,2.7
AC00003372,CU00003992,BR003,Current,2025-09-04,Active,7560.03,0.0
AC00003373,CU00003728,BR011,Fixed Deposit,2020-04-18,Active,669860.73,7.1
AC00003374,CU00003426,BR023,Savings,2019-04-14,Active,7100.79,2.7
AC00003375,CU00001898,BR019,Savings,2022-05-09,Active,54282.44,2.7
AC00003376,CU00003871,BR006,Savings,2024-01-18,Active,113888.42,2.7
AC00003377,CU00003627,BR007,Salary,2024-11-24,Active,8329.59,2.5
AC00003378,CU00001489,BR004,Fixed Deposit,2022-10-09,Active,78062.19,7.1
AC00003379,CU00003140,BR016,Savings,2023-03-14,Active,37415.79,2.7
AC00003380,CU00000580,BR009,Current,2021-07-09,Active,20056.16,0.0
AC00003381,CU00002716,BR001,Salary,2024-04-29,Active,21971.4,2.5
AC00003382,CU00003989,BR008,Salary,2020-04-28,Closed,25616.24,2.5
AC00003383,CU00004670,BR021,Fixed Deposit,2021-01-28,Active,208376.48,7.1
AC00003384,CU00000015,BR007,Salary,2023-04-24,Active,45943.73,2.5
AC00003385,CU00001666,BR001,Savings,2026-07-30,Active,30287.31,2.7
AC00003386,CU00004958,BR014,Salary,2025-12-06,Active,19247.58,2.5
AC00003387,CU00003173,BR022,Savings,2019-04-10,Active,23254.79,2.7
AC00003388,CU00002221,BR002,Salary,2026-08-11,Active,10277.49,2.5
AC00003389,CU00000911,BR007,Salary,2025-06-29,Active,58260.61,2.5
AC00003390,CU00000802,BR018,Savings,2023-07-01,Active,760607.38,2.7
AC00003391,CU00001942,BR003,Savings,2018-10-09,Active,26312.82,2.7
AC00003392,CU00001161,BR021,Savings,2024-02-08,Active,29292.96,2.7
AC00003393,CU00004247,BR010,Current,2025-05-28,Active,87385.87,0.0
AC00003394,CU00000093,BR019,Salary,2019-07-29,Active,20749.79,2.5
AC00003395,CU00003794,BR001,Fixed Deposit,2020-08-13,Active,195463.49,7.1
AC00003396,CU00001894,BR005,Savings,2025-07-17,Active,6331.47,2.7
AC00003397,CU00001315,BR001,Salary,2020-05-17,Dormant,5413.45,2.5
AC00003398,CU00001731,BR017,Savings,2023-04-15,Active,25895.65,2.7
AC00003399,CU00001016,BR011,Fixed Deposit,2021-04-13,Active,64599.53,7.1
AC00003400,CU00000372,BR001,Current,2020-08-16,Active,18118.9,0.0
AC00003401,CU00004490,BR002,Savings,2018-09-04,Active,8455.41,2.7
AC00003402,CU00003923,BR006,Fixed Deposit,2025-12-14,Active,193794.61,7.1
AC00003403,CU00002114,BR022,Savings,2025-08-02,Active,6563.87,2.7
AC00003404,CU00000460,BR016,Savings,2021-09-15,Active,18926.97,2.7
AC00003405,CU00001254,BR003,Savings,2020-12-31,Closed,16648.94,2.7
AC00003406,CU00003545,BR015,Savings,2018-09-13,Active,4077.77,2.7
AC00003407,CU00000593,BR020,Salary,2021-03-10,Active,64527.6,2.5
AC00003408,CU00000884,BR004,Salary,2024-02-26,Closed,32350.05,2.5
AC00003409,CU00004341,BR020,Salary,2020-04-26,Active,26885.49,2.5
AC00003410,CU00002695,BR023,Savings,2024-06-18,Active,89813.87,2.7
AC00003411,CU00003633,BR015,Fixed Deposit,2022-03-09,Closed,100419.36,7.1
AC00003412,CU00001917,BR017,Savings,2025-10-14,Active,5326.04,2.7
AC00003413,CU00001488,BR005,Savings,2024-07-30,Active,104000.62,2.7
AC00003414,CU00002635,BR012,Savings,2018-10-23,Dormant,29156.65,2.7
AC00003415,CU00004849,BR017,Salary,2026-04-14,Active,10723.93,2.5
AC00003416,CU00002363,BR019,Savings,2021-08-16,Active,14685.26,2.7
AC00003417,CU00004380,BR004,Fixed Deposit,2025-02-19,Active,481006.27,7.1
AC00003418,CU00000305,BR008,Savings,2025-06-21,Active,75431.09,2.7
AC00003419,CU00000984,BR001,Fixed Deposit,2021-07-29,Active,651502.89,7.1
AC00003420,CU00000847,BR018,Savings,2021-08-29,Active,7055.05,2.7
AC00003421,CU00004928,BR023,Salary,2025-10-07,Active,272850.85,2.5
AC00003422,CU00002400,BR022,Current,2018-09-05,Active,32560.49,0.0
AC00003423,CU00004080,BR002,Savings,2020-01-17,Active,18287.22,2.7
AC00003424,CU00000691,BR020,Savings,2024-12-06,Active,124853.34,2.7
AC00003425,CU00003044,BR022,Savings,2020-12-03,Active,3832.14,2.7
AC00003426,CU00000246,BR006,Savings,2024-12-16,Active,116368.83,2.7
AC00003427,CU00000786,BR016,Salary,2026-06-30,Active,151329.97,2.5
AC00003428,CU00001709,BR007,Salary,2020-02-10,Active,8559.37,2.5
AC00003429,CU00001981,BR011,Salary,2021-01-28,Active,91889.93,2.5
AC00003430,CU00000687,BR023,Salary,2019-06-06,Active,98447.87,2.5
AC00003431,CU00002886,BR013,Savings,2021-01-13,Active,26483.77,2.7
AC00003432,CU00003561,BR020,Savings,2022-10-25,Active,12980.27,2.7
AC00003433,CU00003693,BR018,Savings,2026-03-24,Active,12313.64,2.7
AC00003434,CU00002994,BR005,Salary,2020-10-24,Active,256099.21,2.5
AC00003435,CU00003299,BR012,Current,2021-05-09,Active,16020.12,0.0
AC00003436,CU00000376,BR021,Savings,2019-01-07,Dormant,203936.55,2.7
AC00003437,CU00004951,BR005,Fixed Deposit,2023-03-11,Active,43958.2,7.1
AC00003438,CU00001365,BR020,Salary,2019-01-08,Active,73691.54,2.5
AC00003439,CU00001164,BR014,Current,2019-04-28,Active,29191.39,0.0
AC00003440,CU00004011,BR020,Savings,2024-02-23,Active,259841.05,2.7
AC00003441,CU00000618,BR009,Savings,2021-02-12,Active,43434.35,2.7
AC00003442,CU00004112,BR002,Savings,2022-03-28,Active,6037.42,2.7
AC00003443,CU00004881,BR017,Savings,2026-03-27,Active,13903.63,2.7
AC00003444,CU00000861,BR007,Savings,2019-10-06,Active,53709.49,2.7
AC00003445,CU00003211,BR024,Current,2018-09-30,Active,27789.83,0.0
AC00003446,CU00000599,BR023,Savings,2026-04-16,Active,15937.75,2.7
AC00003447,CU00001608,BR004,Current,2018-11-24,Dormant,15519.18,0.0
AC00003448,CU00002966,BR023,Savings,2020-11-02,Active,27295.57,2.7
AC00003449,CU00003164,BR019,Salary,2025-04-06,Active,18465.69,2.5
AC00003450,CU00000706,BR009,Savings,2020-12-13,Active,15268.88,2.7
AC00003451,CU00004358,BR023,Savings,2021-04-12,Active,93074.91,2.7
AC00003452,CU00001773,BR012,Salary,2021-10-23,Active,29446.91,2.5
AC00003453,CU00004670,BR017,Fixed Deposit,2024-05-16,Active,750217.06,7.1
AC00003454,CU00000663,BR014,Savings,2019-11-15,Active,36966.73,2.7
AC00003455,CU00002914,BR006,Savings,2023-12-26,Active,17728.21,2.7
AC00003456,CU00001404,BR001,Salary,2025-09-05,Active,64777.1,2.5
AC00003457,CU00003442,BR011,Savings,2023-05-26,Active,38036.43,2.7
AC00003458,CU00001018,BR023,Savings,2019-12-23,Active,38965.31,2.7
AC00003459,CU00002371,BR009,Current,2019-12-16,Active,10623.93,0.0
AC00003460,CU00003071,BR008,Savings,2019-05-27,Active,9863.52,2.7
AC00003461,CU00003135,BR003,Salary,2025-05-19,Active,83256.17,2.5
AC00003462,CU00002511,BR017,Salary,2020-06-16,Active,5373.37,2.5
AC00003463,CU00004965,BR024,Savings,2026-03-09,Active,24063.2,2.7
AC00003464,CU00000310,BR003,Savings,2024-09-28,Active,294137.39,2.7
AC00003465,CU00004524,BR011,Current,2021-09-27,Active,6607.32,0.0
AC00003466,CU00002843,BR001,Salary,2023-09-02,Active,10510.57,2.5
AC00003467,CU00001059,BR021,Savings,2025-10-17,Active,3070.13,2.7
AC00003468,CU00002314,BR008,Current,2023-06-27,Active,21906.22,0.0
AC00003469,CU00001135,BR019,Salary,2026-06-16,Active,64102.17,2.5
AC00003470,CU00003260,BR011,Savings,2022-02-09,Active,29543.24,2.7
AC00003471,CU00003507,BR016,Fixed Deposit,2023-09-17,Active,136214.81,7.1
AC00003472,CU00002156,BR005,Salary,2020-08-17,Active,17323.2,2.5
AC00003473,CU00002767,BR007,Fixed Deposit,2019-05-20,Active,56224.38,7.1
AC00003474,CU00002350,BR023,Savings,2026-03-29,Active,16979.81,2.7
AC00003475,CU00001664,BR024,Salary,2019-01-27,Active,13624.73,2.5
AC00003476,CU00004252,BR009,Savings,2020-06-19,Active,10800.03,2.7
AC00003477,CU00004440,BR002,Savings,2022-05-16,Active,7983.48,2.7
AC00003478,CU00004518,BR024,Savings,2023-02-17,Closed,19497.16,2.7
AC00003479,CU00002023,BR014,Current,2020-07-03,Active,120081.35,0.0
AC00003480,CU00003826,BR012,Savings,2024-07-31,Active,21527.54,2.7
AC00003481,CU00000150,BR006,Salary,2020-06-30,Active,160734.24,2.5
AC00003482,CU00002379,BR021,Current,2021-08-01,Active,44660.56,0.0
AC00003483,CU00003208,BR007,Savings,2024-01-12,Active,89209.5,2.7
AC00003484,CU00000801,BR006,Savings,2024-11-18,Active,49765.94,2.7
AC00003485,CU00000165,BR007,Savings,2026-05-29,Active,31347.54,2.7
AC00003486,CU00003923,BR015,Savings,2024-12-27,Active,23333.3,2.7
AC00003487,CU00003259,BR023,Savings,2024-08-13,Dormant,10585.87,2.7
AC00003488,CU00000106,BR002,Current,2022-06-18,Active,19226.67,0.0
AC00003489,CU00002245,BR004,Salary,2026-04-01,Active,39800.8,2.5
AC00003490,CU00004647,BR014,Salary,2021-05-31,Active,9503.33,2.5
AC00003491,CU00000434,BR011,Salary,2024-02-08,Active,33007.03,2.5
AC00003492,CU00004835,BR006,Savings,2021-01-14,Active,30604.1,2.7
AC00003493,CU00001529,BR008,Savings,2021-10-28,Active,23635.99,2.7
AC00003494,CU00001072,BR008,Current,2020-09-16,Active,4830.43,0.0
AC00003495,CU00004679,BR012,Salary,2020-04-18,Closed,6466.25,2.5
AC00003496,CU00003811,BR009,Savings,2022-03-09,Dormant,194873.36,2.7
AC00003497,CU00000771,BR018,Savings,2018-07-31,Active,310063.37,2.7
AC00003498,CU00000923,BR016,Salary,2023-10-13,Active,40493.88,2.5
AC00003499,CU00002121,BR011,Savings,2025-01-23,Active,61777.79,2.7
AC00003500,CU00003497,BR011,Salary,2022-04-08,Active,16152.95,2.5
AC00003501,CU00002015,BR005,Savings,2019-04-20,Active,25362.74,2.7
AC00003502,CU00002507,BR019,Salary,2020-05-17,Active,2801.74,2.5
AC00003503,CU00002294,BR013,Salary,2018-07-28,Active,24845.66,2.5
AC00003504,CU00003414,BR023,Salary,2022-01-09,Active,5070.55,2.5
AC00003505,CU00003363,BR001,Savings,2026-05-12,Active,4405.23,2.7
AC00003506,CU00004528,BR015,Current,2022-01-26,Active,18430.64,0.0
AC00003507,CU00003898,BR009,Savings,2023-11-19,Closed,31798.43,2.7
AC00003508,CU00003164,BR010,Savings,2020-03-05,Active,19969.44,2.7
AC00003509,CU00003066,BR014,Savings,2026-03-29,Active,20334.01,2.7
AC00003510,CU00000188,BR005,Savings,2020-10-18,Active,25096.18,2.7
AC00003511,CU00001049,BR024,Savings,2022-10-02,Active,28097.88,2.7
AC00003512,CU00003625,BR022,Salary,2020-06-07,Active,30265.05,2.5
AC00003513,CU00000192,BR005,Savings,2020-01-02,Active,39083.7,2.7
AC00003514,CU00002465,BR019,Savings,2019-11-09,Active,20323.98,2.7
AC00003515,CU00002136,BR023,Savings,2021-09-13,Active,30484.31,2.7
AC00003516,CU00002356,BR021,Salary,2019-04-06,Active,51311.67,2.5
AC00003517,CU00000269,BR006,Salary,2026-01-26,Active,39052.54,2.5
AC00003518,CU00000156,BR005,Salary,2022-04-26,Active,16043.03,2.5
AC00003519,CU00002566,BR009,Savings,2018-08-12,Active,10114.92,2.7
AC00003520,CU00003417,BR013,Salary,2025-03-28,Active,24085.09,2.5
AC00003521,CU00001221,BR003,Current,2022-02-18,Active,87818.51,0.0
AC00003522,CU00000557,BR021,Current,2024-03-06,Active,33538.38,0.0
AC00003523,CU00001729,BR003,Savings,2022-08-08,Active,85106.18,2.7
AC00003524,CU00004104,BR015,Savings,2023-11-01,Active,38826.05,2.7
AC00003525,CU00003688,BR001,Savings,2021-10-16,Active,63437.12,2.7
AC00003526,CU00001611,BR013,Current,2023-11-12,Active,265788.1,0.0
AC00003527,CU00004921,BR007,Savings,2021-12-11,Active,97340.98,2.7
AC00003528,CU00004124,BR007,Savings,2024-12-19,Active,86123.39,2.7
AC00003529,CU00001054,BR002,Savings,2022-08-19,Active,3812.02,2.7
AC00003530,CU00001954,BR020,Current,2022-09-29,Active,25494.79,0.0
AC00003531,CU00004506,BR013,Salary,2025-04-15,Closed,116176.87,2.5
AC00003532,CU00004563,BR013,Savings,2022-05-16,Active,12304.69,2.7
AC00003533,CU00002038,BR018,Savings,2024-10-01,Active,112384.41,2.7
AC00003534,CU00002396,BR016,Current,2025-09-26,Active,34920.04,0.0
AC00003535,CU00002954,BR015,Savings,2022-03-11,Closed,46638.03,2.7
AC00003536,CU00001694,BR003,Savings,2024-08-05,Active,57579.62,2.7
AC00003537,CU00002152,BR002,Savings,2025-01-08,Active,32898.09,2.7
AC00003538,CU00003191,BR014,Fixed Deposit,2020-01-03,Closed,80090.6,7.1
AC00003539,CU00000844,BR024,Salary,2022-08-31,Active,138176.62,2.5
AC00003540,CU00001763,BR004,Current,2018-09-20,Active,19191.7,0.0
AC00003541,CU00003497,BR003,Current,2020-11-27,Active,10961.43,0.0
AC00003542,CU00003434,BR019,Savings,2022-06-14,Active,154063.05,2.7
AC00003543,CU00002912,BR024,Savings,2020-10-31,Dormant,21992.67,2.7
AC00003544,CU00000160,BR007,Savings,2018-11-07,Active,10881.27,2.7
AC00003545,CU00002401,BR015,Salary,2019-10-02,Active,52269.4,2.5
AC00003546,CU00003293,BR023,Savings,2025-08-25,Active,71987.59,2.7
AC00003547,CU00002544,BR011,Savings,2020-06-25,Active,81143.47,2.7
AC00003548,CU00002534,BR023,Savings,2021-04-05,Active,12795.8,2.7
AC00003549,CU00000383,BR016,Savings,2023-05-26,Closed,28993.74,2.7
AC00003550,CU00004671,BR022,Savings,2024-12-02,Active,13423.39,2.7
AC00003551,CU00004359,BR013,Savings,2025-06-29,Active,184191.9,2.7
AC00003552,CU00003171,BR017,Salary,2021-04-27,Active,9525.66,2.5
AC00003553,CU00003830,BR012,Savings,2024-11-26,Active,70616.52,2.7
AC00003554,CU00003731,BR003,Savings,2019-03-23,Active,30011.48,2.7
AC00003555,CU00000132,BR022,Salary,2020-03-02,Active,7464.03,2.5
AC00003556,CU00000389,BR006,Fixed Deposit,2018-12-17,Active,279224.64,7.1
AC00003557,CU00002442,BR003,Salary,2022-06-19,Active,28901.02,2.5
AC00003558,CU00000436,BR018,Savings,2024-06-25,Active,25570.79,2.7
AC00003559,CU00000402,BR015,Savings,2021-09-21,Active,104094.14,2.7
AC00003560,CU00000031,BR022,Salary,2025-05-12,Active,44822.69,2.5
AC00003561,CU00002682,BR011,Salary,2020-09-10,Active,10808.52,2.5
AC00003562,CU00000284,BR002,Current,2025-06-19,Active,5204.79,0.0
AC00003563,CU00000199,BR016,Salary,2025-11-13,Active,8995.92,2.5
AC00003564,CU00002437,BR003,Salary,2026-03-16,Closed,77261.72,2.5
AC00003565,CU00004569,BR014,Salary,2024-06-28,Active,85603.39,2.5
AC00003566,CU00004305,BR012,Current,2022-12-16,Active,24438.34,0.0
AC00003567,CU00003458,BR005,Salary,2020-08-28,Active,10687.02,2.5
AC00003568,CU00000496,BR010,Salary,2020-09-19,Active,35664.33,2.5
AC00003569,CU00000012,BR011,Savings,2020-08-20,Active,8434.5,2.7
AC00003570,CU00004868,BR020,Salary,2024-01-07,Active,8532.12,2.5
AC00003571,CU00004712,BR010,Savings,2022-01-10,Active,22909.97,2.7
AC00003572,CU00003703,BR010,Savings,2025-07-31,Dormant,56999.21,2.7
AC00003573,CU00000731,BR023,Savings,2021-03-31,Active,2860.01,2.7
AC00003574,CU00001118,BR004,Savings,2023-05-04,Active,37380.08,2.7
AC00003575,CU00001638,BR019,Salary,2021-12-02,Active,73798.98,2.5
AC00003576,CU00004206,BR010,Savings,2025-09-13,Dormant,37222.43,2.7
AC00003577,CU00003088,BR016,Current,2022-08-18,Active,24710.02,0.0
AC00003578,CU00001169,BR018,Savings,2021-04-26,Active,59351.58,2.7
AC00003579,CU00003448,BR002,Fixed Deposit,2025-05-08,Active,200262.06,7.1
AC00003580,CU00003926,BR004,Salary,2019-01-17,Active,96075.81,2.5
AC00003581,CU00001756,BR007,Savings,2024-02-11,Active,47261.51,2.7
AC00003582,CU00002298,BR019,Fixed Deposit,2025-11-20,Active,475294.72,7.1
AC00003583,CU00000082,BR013,Fixed Deposit,2025-08-21,Active,514796.9,7.1
AC00003584,CU00004975,BR001,Savings,2022-02-25,Active,7301.13,2.7
AC00003585,CU00001609,BR023,Salary,2020-05-13,Active,23056.27,2.5
AC00003586,CU00002189,BR007,Fixed Deposit,2019-05-31,Active,464745.87,7.1
AC00003587,CU00000179,BR024,Current,2026-06-10,Active,18393.62,0.0
AC00003588,CU00000798,BR017,Salary,2018-06-30,Active,23082.75,2.5
AC00003589,CU00001831,BR009,Savings,2025-12-02,Active,32315.9,2.7
AC00003590,CU00000975,BR012,Savings,2025-04-27,Active,88094.64,2.7
AC00003591,CU00002296,BR019,Salary,2019-05-18,Active,24375.28,2.5
AC00003592,CU00002710,BR021,Salary,2025-02-26,Active,20761.14,2.5
AC00003593,CU00004931,BR014,Savings,2024-02-02,Active,3594.1,2.7
AC00003594,CU00001239,BR019,Current,2020-07-03,Active,24606.01,0.0
AC00003595,CU00004897,BR017,Savings,2020-12-28,Active,73044.21,2.7
AC00003596,CU00004644,BR024,Current,2026-08-06,Active,26370.62,0.0
AC00003597,CU00002950,BR008,Savings,2022-11-12,Active,2739.0,2.7
AC00003598,CU00004976,BR010,Fixed Deposit,2021-05-29,Dormant,124001.78,7.1
AC00003599,CU00002865,BR015,Savings,2019-05-04,Dormant,7425.15,2.7
AC00003600,CU00004006,BR016,Current,2026-07-23,Active,6826.24,0.0
AC00003601,CU00004432,BR009,Savings,2024-02-13,Active,11264.52,2.7
AC00003602,CU00001737,BR020,Current,2020-05-25,Active,58116.23,0.0
AC00003603,CU00003613,BR019,Current,2021-05-03,Active,21705.24,0.0
AC00003604,CU00002535,BR012,Salary,2022-09-27,Dormant,51278.02,2.5
AC00003605,CU00004002,BR022,Savings,2024-05-30,Active,97346.22,2.7
AC00003606,CU00002926,BR021,Salary,2023-10-14,Active,37966.17,2.5
AC00003607,CU00003972,BR016,Current,2021-05-05,Active,62861.48,0.0
AC00003608,CU00003866,BR001,Savings,2019-10-06,Active,31057.99,2.7
AC00003609,CU00000493,BR002,Current,2020-11-03,Active,9994.88,0.0
AC00003610,CU00004488,BR021,Savings,2019-03-16,Active,25290.82,2.7
AC00003611,CU00000393,BR023,Savings,2018-07-28,Active,20775.12,2.7
AC00003612,CU00001601,BR018,Salary,2024-10-11,Active,138644.79,2.5
AC00003613,CU00000940,BR004,Savings,2025-02-04,Active,56566.45,2.7
AC00003614,CU00001024,BR012,Savings,2022-08-04,Active,27471.32,2.7
AC00003615,CU00001009,BR006,Savings,2025-11-08,Active,359890.28,2.7
AC00003616,CU00000448,BR006,Savings,2023-06-24,Active,91612.36,2.7
