interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00002137,CU00003387,2025-07-09,Email,Complaint,4.08,4
IN00002138,CU00001877,2026-06-18,App,KYC,15.6,3
IN00002139,CU00002537,2025-09-22,Branch,Complaint,29.06,4
IN00002140,CU00000899,2025-02-14,Call Centre,Service request,15.28,5
IN00002141,CU00004315,2025-03-19,App,Card issue,0.74,5
IN00002142,CU00000902,2025-06-03,Chat,Service request,15.83,4
IN00002143,CU00000094,2025-03-24,Branch,Service request,8.73,5
IN00002144,CU00004021,2025-12-21,Call Centre,Complaint,24.96,5
IN00002145,CU00004455,2024-12-26,Email,Card issue,1.78,1
IN00002146,CU00002887,2026-01-26,Branch,Service request,9.3,4
IN00002147,CU00003523,2025-02-14,Email,Loan enquiry,19.53,3
IN00002148,CU00004158,2025-09-05,Branch,Complaint,87.63,5
IN00002149,CU00004068,2026-04-21,Email,Loan enquiry,30.5,3
IN00002150,CU00001989,2024-12-02,Call Centre,Card issue,18.24,4
IN00002151,CU00001914,2024-09-20,Chat,Complaint,5.86,5
IN00002152,CU00000968,2025-03-12,Branch,Digital help,6.16,5
IN00002153,CU00001168,2026-05-06,Branch,KYC,30.77,5
IN00002154,CU00004077,2025-12-03,App,KYC,18.34,3
IN00002155,CU00000528,2026-04-19,Chat,KYC,10.89,5
IN00002156,CU00002310,2025-12-24,Chat,Digital help,6.43,5
IN00002157,CU00004082,2025-12-08,Email,Complaint,15.8,3
IN00002158,CU00004628,2024-10-16,Email,Service request,11.64,2
IN00002159,CU00003366,2025-08-24,Chat,Loan enquiry,20.58,4
IN00002160,CU00002604,2026-05-07,Call Centre,KYC,15.47,5
IN00002161,CU00000002,2026-06-28,Email,Complaint,16.34,4
IN00002162,CU00003151,2025-04-17,Chat,Card issue,11.16,5
IN00002163,CU00000804,2024-10-18,Branch,Service request,22.78,4
IN00002164,CU00002354,2026-05-31,Branch,KYC,17.45,5
IN00002165,CU00002373,2025-05-12,Chat,Loan enquiry,36.42,5
IN00002166,CU00002469,2025-04-12,Email,Service request,12.61,4
IN00002167,CU00004091,2025-05-23,Call Centre,Digital help,4.16,5
IN00002168,CU00003667,2026-06-23,App,Card issue,26.09,2
IN00002169,CU00001035,2026-04-06,Branch,Service request,9.01,3
IN00002170,CU00004521,2025-07-05,Call Centre,Card issue,30.25,4
IN00002171,CU00004490,2025-03-07,Branch,Card issue,8.86,4
IN00002172,CU00000498,2024-10-14,Branch,Digital help,30.98,4
IN00002173,CU00003440,2024-10-16,Email,Loan enquiry,7.21,5
IN00002174,CU00000445,2024-10-25,App,Digital help,8.03,3
IN00002175,CU00000563,2024-09-13,Branch,Card issue,14.14,4
IN00002176,CU00003127,2026-07-06,Branch,Card issue,36.93,4
IN00002177,CU00001280,2024-12-24,App,Service request,7.34,5
IN00002178,CU00001317,2026-06-21,Email,Service request,12.24,4
IN00002179,CU00004885,2024-12-09,App,Digital help,27.16,4
IN00002180,CU00001515,2025-12-18,Chat,Loan enquiry,17.35,3
IN00002181,CU00000755,2025-08-26,App,KYC,5.7,5
IN00002182,CU00004584,2025-07-11,Branch,Complaint,19.5,4
IN00002183,CU00003704,2024-11-06,Branch,Card issue,21.53,4
IN00002184,CU00001850,2026-06-26,Branch,KYC,6.71,4
IN00002185,CU00004829,2025-10-11,Chat,Loan enquiry,9.45,4
IN00002186,CU00001651,2026-06-02,Email,Digital help,29.86,4
IN00002187,CU00001573,2025-08-17,Email,Digital help,1.13,5
IN00002188,CU00000016,2025-05-04,Email,KYC,35.68,5
IN00002189,CU00001456,2025-01-14,Branch,Complaint,18.48,4
IN00002190,CU00000487,2024-12-21,Email,Digital help,27.76,5
IN00002191,CU00000960,2026-03-06,Chat,KYC,46.46,3
IN00002192,CU00002931,2025-04-02,App,KYC,17.27,3
IN00002193,CU00000876,2026-02-18,Email,Service request,1.54,5
IN00002194,CU00003868,2025-05-20,Call Centre,Digital help,30.01,4
IN00002195,CU00000938,2025-01-08,Chat,Digital help,10.11,3
IN00002196,CU00003133,2025-10-31,Chat,Digital help,10.66,4
IN00002197,CU00004914,2026-08-27,Chat,Digital help,12.68,2
IN00002198,CU00002949,2025-06-12,Email,Digital help,25.56,5
IN00002199,CU00003214,2024-09-26,Chat,Complaint,8.98,4
IN00002200,CU00004118,2026-05-27,Email,Digital help,33.8,5
IN00002201,CU00001334,2026-02-09,Email,Card issue,7.13,5
IN00002202,CU00000810,2026-01-31,Call Centre,Digital help,14.48,5
IN00002203,CU00000192,2025-05-14,Email,Loan enquiry,8.13,5
IN00002204,CU00003745,2026-03-28,Call Centre,Service request,37.27,4
IN00002205,CU00001424,2026-07-17,App,Service request,32.69,3
IN00002206,CU00002806,2024-09-20,Branch,Complaint,25.12,3
IN00002207,CU00004934,2025-11-27,App,Service request,8.29,4
IN00002208,CU00003303,2025-02-01,Chat,Loan enquiry,9.39,2
IN00002209,CU00001505,2025-03-05,Chat,Card issue,18.37,5
IN00002210,CU00002762,2025-10-19,Call Centre,Digital help,19.53,5
IN00002211,CU00002679,2025-04-29,Call Centre,Card issue,21.93,5
IN00002212,CU00002182,2024-12-19,App,KYC,6.14,2
IN00002213,CU00002922,2025-04-04,Call Centre,Digital help,18.34,5
IN00002214,CU00002299,2025-07-06,Call Centre,KYC,39.6,3
IN00002215,CU00002872,2025-09-25,Call Centre,Complaint,3.99,3
IN00002216,CU00003688,2026-05-04,Email,Loan enquiry,12.03,3
IN00002217,CU00002074,2025-06-24,Chat,Loan enquiry,5.06,2
IN00002218,CU00003272,2024-09-22,Branch,Digital help,4.55,4
IN00002219,CU00001306,2025-05-14,Email,Loan enquiry,8.16,4
IN00002220,CU00001747,2025-07-05,Branch,Loan enquiry,3.99,1
IN00002221,CU00004433,2026-01-22,Chat,Loan enquiry,8.31,3
IN00002222,CU00004505,2026-07-25,Branch,Complaint,14.69,5
IN00002223,CU00000482,2025-09-18,Call Centre,Service request,19.33,4
IN00002224,CU00002538,2026-03-24,App,Card issue,21.09,3
IN00002225,CU00004281,2025-05-02,Call Centre,Loan enquiry,14.84,4
IN00002226,CU00001623,2025-05-22,Branch,Service request,10.51,4
IN00002227,CU00004118,2025-06-08,Call Centre,Digital help,1.92,1
IN00002228,CU00001347,2026-06-20,Email,Digital help,11.59,4
IN00002229,CU00000359,2024-10-17,Call Centre,KYC,4.45,4
IN00002230,CU00000572,2025-07-31,Branch,Service request,39.35,2
IN00002231,CU00003605,2025-09-26,Branch,Digital help,11.95,4
IN00002232,CU00000912,2025-02-11,Chat,KYC,15.29,4
IN00002233,CU00004517,2025-06-16,Email,KYC,7.01,3
IN00002234,CU00000410,2026-02-15,Chat,KYC,41.97,5
IN00002235,CU00000414,2024-12-17,App,KYC,29.15,4
IN00002236,CU00003970,2025-09-07,App,Service request,19.53,5
IN00002237,CU00001691,2024-10-18,Branch,Loan enquiry,2.26,4
IN00002238,CU00004135,2025-10-24,App,Digital help,15.61,3
IN00002239,CU00001343,2025-02-28,Email,Loan enquiry,18.21,5
IN00002240,CU00004647,2025-12-19,App,Digital help,34.53,4
IN00002241,CU00001668,2025-12-10,Branch,Card issue,40.14,4
IN00002242,CU00003665,2025-02-09,Call Centre,Service request,4.45,4
IN00002243,CU00000873,2026-01-16,App,Card issue,14.5,5
IN00002244,CU00002658,2025-12-18,Branch,Complaint,30.54,3
IN00002245,CU00002924,2025-10-23,Branch,Complaint,12.05,1
IN00002246,CU00000341,2025-02-02,App,Digital help,20.22,2
IN00002247,CU00000361,2026-07-31,Call Centre,Card issue,16.1,5
IN00002248,CU00000866,2025-03-07,Email,Loan enquiry,9.18,4
IN00002249,CU00004914,2025-05-07,Call Centre,Digital help,34.39,5
IN00002250,CU00001213,2025-07-20,Chat,KYC,0.84,5
IN00002251,CU00003485,2026-08-13,Email,Service request,20.82,5
IN00002252,CU00001953,2026-07-19,Call Centre,Service request,11.51,2
IN00002253,CU00001040,2026-04-19,Chat,Complaint,2.99,4
IN00002254,CU00003244,2025-04-17,App,Complaint,21.19,3
IN00002255,CU00004817,2025-01-01,Branch,Service request,31.12,4
IN00002256,CU00004965,2025-02-16,App,Digital help,3.92,4
IN00002257,CU00004587,2026-08-10,Email,Complaint,12.84,5
IN00002258,CU00001350,2026-02-09,Branch,Service request,13.32,5
IN00002259,CU00003551,2025-11-26,Email,Card issue,10.73,2
IN00002260,CU00004105,2025-02-27,App,Digital help,7.64,5
IN00002261,CU00001362,2026-04-11,Branch,Service request,10.94,4
IN00002262,CU00003266,2024-12-18,Email,KYC,26.73,5
IN00002263,CU00002197,2025-03-24,Chat,Card issue,5.63,4
IN00002264,CU00001708,2026-06-13,Chat,Loan enquiry,20.44,2
IN00002265,CU00003784,2025-10-01,Branch,Loan enquiry,21.04,2
IN00002266,CU00002040,2025-07-23,Chat,Service request,8.01,4
IN00002267,CU00001096,2025-07-16,Call Centre,Complaint,6.38,4
IN00002268,CU00001221,2026-05-12,Call Centre,Card issue,16.16,4
IN00002269,CU00003708,2025-07-28,Email,Loan enquiry,12.65,3
IN00002270,CU00004030,2024-11-06,Branch,Complaint,8.63,5
IN00002271,CU00003483,2025-07-24,App,Digital help,57.3,1
IN00002272,CU00003234,2026-06-03,Call Centre,Service request,24.27,3
IN00002273,CU00003358,2025-07-05,Email,KYC,29.9,4
IN00002274,CU00001404,2025-08-17,Call Centre,Card issue,10.49,5
IN00002275,CU00004344,2026-05-19,Call Centre,KYC,15.59,2
IN00002276,CU00003193,2024-09-07,Branch,Complaint,1.93,5
IN00002277,CU00001433,2024-10-15,App,Complaint,37.59,5
IN00002278,CU00000906,2024-09-12,Email,Card issue,18.25,5
IN00002279,CU00000700,2026-06-24,Email,Service request,8.8,4
IN00002280,CU00001253,2025-08-28,Chat,Complaint,24.54,4
IN00002281,CU00002520,2024-09-22,Email,Loan enquiry,26.99,3
IN00002282,CU00004879,2026-07-15,Branch,KYC,11.97,4
IN00002283,CU00000187,2025-09-21,Email,Complaint,7.75,4
IN00002284,CU00003640,2024-10-01,Branch,Complaint,4.43,4
IN00002285,CU00004946,2025-05-10,Call Centre,Digital help,43.54,3
IN00002286,CU00002304,2025-01-17,Email,Digital help,13.33,2
IN00002287,CU00003611,2025-01-26,Chat,Service request,22.15,5
IN00002288,CU00003101,2025-02-20,Branch,Card issue,21.32,5
IN00002289,CU00003440,2026-05-12,Call Centre,KYC,2.11,5
IN00002290,CU00004066,2025-04-21,App,Digital help,18.12,2
IN00002291,CU00004339,2024-09-03,Email,KYC,18.58,4
IN00002292,CU00004374,2026-04-09,Email,KYC,3.5,1
IN00002293,CU00004116,2025-09-27,Chat,Loan enquiry,21.73,5
IN00002294,CU00002605,2025-01-31,Chat,Card issue,2.5,5
IN00002295,CU00001358,2026-04-28,Email,Service request,5.9,3
IN00002296,CU00003856,2025-04-21,Branch,Service request,4.31,4
IN00002297,CU00002102,2025-06-18,Email,Service request,22.9,4
IN00002298,CU00000771,2024-12-23,Branch,Card issue,43.08,4
IN00002299,CU00001555,2024-11-06,Branch,Service request,25.89,5
IN00002300,CU00001684,2025-06-18,Chat,Complaint,15.48,4
IN00002301,CU00003769,2025-09-22,Email,Service request,26.56,5
IN00002302,CU00000172,2025-10-30,Chat,KYC,8.7,5
IN00002303,CU00003747,2026-04-04,Chat,KYC,25.33,5
IN00002304,CU00001930,2024-11-19,App,Loan enquiry,23.97,5
IN00002305,CU00003593,2026-01-13,App,Service request,4.53,4
IN00002306,CU00002987,2024-10-11,Chat,Digital help,16.28,5
IN00002307,CU00004611,2025-06-13,App,Service request,44.82,4
IN00002308,CU00000545,2025-09-25,Call Centre,Loan enquiry,7.85,4
IN00002309,CU00002894,2026-05-03,Chat,KYC,20.07,5
IN00002310,CU00002153,2025-01-08,App,Card issue,13.35,4
IN00002311,CU00004588,2025-06-01,Call Centre,KYC,12.94,5
IN00002312,CU00001543,2026-01-11,Email,Loan enquiry,7.96,5
IN00002313,CU00001445,2024-09-24,Branch,Loan enquiry,37.39,4
IN00002314,CU00003871,2025-07-11,Chat,Digital help,21.53,4
IN00002315,CU00001942,2024-10-19,Call Centre,Service request,17.81,4
IN00002316,CU00002272,2024-12-01,Email,KYC,23.11,4
IN00002317,CU00000924,2026-04-17,App,Complaint,22.4,5
IN00002318,CU00004754,2025-04-03,App,KYC,24.18,3
IN00002319,CU00004796,2026-05-16,App,Digital help,40.99,4
IN00002320,CU00000502,2026-04-24,App,Service request,14.57,5
IN00002321,CU00001926,2026-06-09,Email,Digital help,41.33,2
IN00002322,CU00002487,2025-06-25,Chat,Digital help,42.63,4
IN00002323,CU00004410,2026-02-13,Branch,Loan enquiry,15.61,5
IN00002324,CU00004551,2024-11-02,Email,Card issue,24.91,3
IN00002325,CU00003054,2026-01-27,Chat,Complaint,27.57,5
IN00002326,CU00002880,2026-01-20,Branch,KYC,5.98,4
IN00002327,CU00000212,2025-07-15,Email,KYC,23.9,5
IN00002328,CU00004157,2024-11-26,App,KYC,27.5,5
IN00002329,CU00000477,2026-06-05,App,Loan enquiry,14.58,5
IN00002330,CU00003535,2026-04-03,Call Centre,Service request,33.45,5
IN00002331,CU00004291,2025-05-27,Email,Card issue,38.65,3
IN00002332,CU00000963,2024-09-29,App,Complaint,28.64,4
IN00002333,CU00004018,2025-06-09,Branch,Complaint,12.7,4
IN00002334,CU00001217,2025-01-09,Chat,KYC,13.64,4
IN00002335,CU00000516,2025-07-29,Chat,Service request,3.83,5
IN00002336,CU00002481,2025-04-29,Call Centre,Card issue,8.63,4
IN00002337,CU00003637,2025-04-02,App,Digital help,24.14,4
IN00002338,CU00002841,2025-05-03,Branch,Service request,13.82,4
IN00002339,CU00000227,2025-07-12,App,Loan enquiry,7.87,2
IN00002340,CU00003794,2026-04-07,Call Centre,KYC,25.1,5
IN00002341,CU00000501,2026-03-03,Call Centre,Card issue,12.25,5
IN00002342,CU00001767,2025-04-21,Email,Loan enquiry,10.29,4
IN00002343,CU00004165,2025-10-01,Email,Complaint,38.77,4
IN00002344,CU00001912,2026-06-26,Call Centre,KYC,3.81,5
IN00002345,CU00000407,2025-06-09,App,Service request,42.46,5
IN00002346,CU00004354,2025-06-07,Email,Loan enquiry,10.93,4
IN00002347,CU00003112,2026-08-27,Call Centre,Digital help,17.82,4
IN00002348,CU00001681,2026-05-18,App,Digital help,25.75,4
IN00002349,CU00003293,2025-06-13,Email,Service request,16.3,5
IN00002350,CU00001048,2024-12-07,Branch,Service request,14.35,4
IN00002351,CU00003503,2025-11-06,App,Loan enquiry,13.24,5
IN00002352,CU00003491,2026-06-09,Call Centre,Loan enquiry,6.65,5
IN00002353,CU00000256,2025-04-22,Chat,Digital help,22.32,5
IN00002354,CU00001889,2026-08-20,Call Centre,Complaint,20.39,5
IN00002355,CU00003682,2026-04-13,Call Centre,Complaint,3.8,2
IN00002356,CU00001211,2025-08-12,Email,KYC,38.61,5
IN00002357,CU00003061,2025-03-08,Chat,Complaint,11.03,2
IN00002358,CU00004777,2025-12-25,App,Card issue,14.07,3
IN00002359,CU00004755,2026-04-27,Email,KYC,18.48,4
IN00002360,CU00001618,2025-06-27,Branch,Digital help,56.25,4
IN00002361,CU00002233,2026-01-23,Branch,Digital help,22.24,2
IN00002362,CU00002662,2026-08-11,Email,KYC,33.91,4
IN00002363,CU00001422,2025-04-16,Branch,Card issue,6.31,4
IN00002364,CU00003091,2025-01-20,Email,Service request,28.56,3
IN00002365,CU00003191,2025-05-30,Chat,Digital help,24.0,4
IN00002366,CU00003565,2026-05-19,Chat,KYC,39.62,4
IN00002367,CU00004107,2026-04-12,Chat,Complaint,11.97,4
IN00002368,CU00000994,2026-08-13,App,KYC,9.38,1
IN00002369,CU00002730,2025-12-14,App,Loan enquiry,37.04,5
IN00002370,CU00003040,2026-05-03,Call Centre,Card issue,34.63,4
IN00002371,CU00001034,2026-04-22,App,Digital help,8.72,5
IN00002372,CU00001474,2024-09-12,Call Centre,KYC,27.14,5
IN00002373,CU00004858,2026-06-27,Call Centre,Loan enquiry,9.64,5
IN00002374,CU00003359,2025-05-22,Chat,Digital help,3.17,4
IN00002375,CU00000296,2025-01-05,Email,Complaint,12.11,5
IN00002376,CU00004770,2026-04-09,Branch,Digital help,11.72,3
IN00002377,CU00000328,2026-07-10,Email,Complaint,2.58,4
IN00002378,CU00003042,2024-09-08,Chat,Card issue,11.45,4
IN00002379,CU00001983,2025-11-17,Chat,Complaint,17.52,5
IN00002380,CU00001534,2024-11-28,Chat,Complaint,24.63,5
IN00002381,CU00000283,2025-11-30,Chat,Loan enquiry,13.46,2
IN00002382,CU00003009,2024-10-11,Branch,KYC,5.17,5
IN00002383,CU00000047,2024-12-01,Branch,Card issue,5.34,4
IN00002384,CU00004653,2025-08-07,Call Centre,KYC,20.06,4
IN00002385,CU00004388,2025-03-14,Email,Digital help,11.11,4
IN00002386,CU00003195,2024-09-16,Chat,Digital help,18.93,4
IN00002387,CU00001581,2025-08-17,Chat,Service request,59.41,4
IN00002388,CU00004930,2026-03-23,Branch,KYC,17.95,5
IN00002389,CU00003619,2025-12-17,App,Service request,35.62,4
IN00002390,CU00000747,2025-08-15,Chat,KYC,7.08,3
IN00002391,CU00002122,2026-08-08,Call Centre,KYC,7.24,1
IN00002392,CU00000261,2026-02-13,Chat,Card issue,7.56,3
IN00002393,CU00002663,2025-02-08,Email,Complaint,24.18,4
IN00002394,CU00000399,2025-11-05,Chat,KYC,25.19,5
IN00002395,CU00000434,2026-04-09,Branch,KYC,10.33,4
IN00002396,CU00001821,2025-08-16,App,Digital help,18.44,4
IN00002397,CU00001569,2026-05-02,Branch,Service request,21.05,2
IN00002398,CU00000056,2025-11-18,Call Centre,Service request,7.38,2
IN00002399,CU00001476,2025-09-21,Call Centre,Loan enquiry,16.8,5
IN00002400,CU00001651,2025-02-25,Call Centre,Digital help,6.84,4
IN00002401,CU00003469,2024-10-06,App,KYC,30.74,4
IN00002402,CU00001033,2026-08-14,Call Centre,Service request,12.14,3
IN00002403,CU00002104,2025-07-14,Call Centre,Loan enquiry,27.15,4
IN00002404,CU00000974,2026-06-05,App,Complaint,26.29,4
IN00002405,CU00000987,2026-02-21,App,Service request,30.51,3
IN00002406,CU00002773,2024-12-27,Email,Complaint,44.25,4
IN00002407,CU00003302,2026-05-18,Branch,KYC,14.82,4
IN00002408,CU00000304,2026-07-07,Email,Complaint,12.57,2
IN00002409,CU00004732,2025-02-20,Email,Service request,21.92,4
IN00002410,CU00003189,2025-06-17,App,Card issue,8.27,4
IN00002411,CU00004129,2026-07-04,App,Digital help,12.55,5
IN00002412,CU00002294,2024-12-23,Branch,Digital help,52.47,4
IN00002413,CU00002492,2024-11-12,Call Centre,Digital help,46.24,2
IN00002414,CU00003052,2025-03-07,Email,Loan enquiry,3.74,3
IN00002415,CU00004999,2026-04-08,Chat,Card issue,3.07,5
IN00002416,CU00000546,2024-10-31,Email,Digital help,18.38,2
IN00002417,CU00003625,2025-06-28,App,Card issue,17.91,4
IN00002418,CU00003722,2025-03-01,Call Centre,Digital help,14.4,4
IN00002419,CU00002380,2024-12-21,Chat,Service request,18.78,4
IN00002420,CU00003306,2025-11-28,Call Centre,Digital help,10.93,4
IN00002421,CU00002877,2026-01-17,Call Centre,Service request,36.1,3
IN00002422,CU00001568,2025-03-11,Branch,Loan enquiry,10.83,5
IN00002423,CU00001585,2026-01-12,Call Centre,Card issue,2.79,4
IN00002424,CU00003214,2025-01-25,Call Centre,Complaint,19.78,4
IN00002425,CU00004643,2026-05-28,Branch,Service request,14.5,5
IN00002426,CU00002079,2025-06-09,Email,Card issue,19.9,5
IN00002427,CU00003680,2025-09-15,Chat,Service request,8.31,4
IN00002428,CU00003725,2024-12-09,Branch,Card issue,8.68,5
IN00002429,CU00000740,2025-10-31,App,Card issue,6.92,5
IN00002430,CU00003991,2025-05-13,Call Centre,KYC,29.99,3
IN00002431,CU00001051,2024-10-19,Chat,Card issue,24.87,1
IN00002432,CU00002517,2024-10-07,Email,Card issue,10.67,4
IN00002433,CU00002032,2026-06-01,Email,Loan enquiry,8.33,5
IN00002434,CU00002698,2026-05-01,App,KYC,32.6,4
IN00002435,CU00004009,2025-06-08,Chat,Digital help,10.19,4
IN00002436,CU00003231,2025-06-02,App,KYC,19.65,2
IN00002437,CU00002472,2026-08-18,Email,Card issue,27.82,3
IN00002438,CU00003388,2025-11-25,Email,KYC,15.8,4
IN00002439,CU00001332,2025-10-25,App,Complaint,16.37,5
IN00002440,CU00003075,2024-12-27,Call Centre,Digital help,22.62,5
IN00002441,CU00004843,2025-04-24,Call Centre,KYC,43.13,4
IN00002442,CU00002920,2025-08-19,Chat,KYC,5.99,5
IN00002443,CU00003313,2026-02-03,App,Service request,10.41,5
IN00002444,CU00003570,2025-07-27,Email,Service request,14.73,4
IN00002445,CU00004061,2024-12-20,Call Centre,Digital help,17.69,5
IN00002446,CU00003913,2026-03-31,Email,Loan enquiry,15.34,4
IN00002447,CU00002392,2026-02-09,Chat,Complaint,13.08,5
IN00002448,CU00000962,2025-11-11,App,Complaint,25.12,4
IN00002449,CU00003872,2025-06-27,Email,KYC,13.86,2
IN00002450,CU00003774,2025-08-28,App,Complaint,9.04,4
IN00002451,CU00004479,2026-07-11,Email,KYC,57.29,5
IN00002452,CU00002372,2025-05-01,Chat,Complaint,14.15,3
IN00002453,CU00004637,2026-01-11,Call Centre,Complaint,9.66,4
IN00002454,CU00002351,2025-03-21,Call Centre,Loan enquiry,23.58,5
IN00002455,CU00001366,2025-03-01,Chat,Loan enquiry,45.65,5
IN00002456,CU00004167,2025-03-11,Chat,Service request,18.71,5
IN00002457,CU00004807,2024-12-04,Branch,Digital help,41.61,5
IN00002458,CU00003674,2025-01-09,App,KYC,25.62,5
IN00002459,CU00002479,2026-02-14,Chat,Service request,1.46,5
IN00002460,CU00004606,2026-04-03,Call Centre,Digital help,26.57,5
IN00002461,CU00004696,2026-03-10,Call Centre,Card issue,9.4,4
IN00002462,CU00001579,2025-08-10,Email,Card issue,16.41,3
IN00002463,CU00002545,2024-10-19,Email,Digital help,2.32,4
IN00002464,CU00002434,2026-05-06,Chat,Card issue,9.77,5
IN00002465,CU00004468,2025-06-20,Branch,Service request,51.85,2
IN00002466,CU00003016,2026-01-28,Email,Card issue,27.35,2
IN00002467,CU00000261,2025-02-06,Email,Complaint,5.42,4
IN00002468,CU00003018,2024-09-02,Chat,Loan enquiry,24.98,5
IN00002469,CU00000301,2026-08-15,App,Complaint,12.73,2
IN00002470,CU00004940,2025-07-02,Call Centre,Loan enquiry,3.02,1
IN00002471,CU00000278,2025-12-07,Chat,Complaint,17.19,4
IN00002472,CU00002836,2025-10-01,Branch,Digital help,6.58,1
IN00002473,CU00001619,2026-05-13,Branch,Card issue,24.21,2
IN00002474,CU00004110,2025-09-27,Chat,Complaint,10.34,4
IN00002475,CU00004781,2026-06-23,Branch,KYC,37.11,4
IN00002476,CU00003952,2025-11-04,Branch,Card issue,35.13,5
IN00002477,CU00003385,2026-06-01,App,Card issue,10.86,4
IN00002478,CU00004720,2026-03-29,Call Centre,Complaint,32.85,4
IN00002479,CU00003046,2025-10-28,App,Digital help,6.15,4
IN00002480,CU00001774,2026-05-14,Call Centre,KYC,19.02,4
IN00002481,CU00003286,2025-04-16,Chat,Digital help,4.12,4
IN00002482,CU00003291,2024-11-04,Chat,KYC,14.02,5
IN00002483,CU00000339,2026-08-15,Chat,Loan enquiry,14.09,4
IN00002484,CU00002126,2025-10-03,Chat,Card issue,21.1,4
IN00002485,CU00004264,2024-12-10,Chat,Service request,6.22,5
IN00002486,CU00002441,2025-04-28,Branch,Card issue,9.62,4
IN00002487,CU00001340,2024-10-28,Email,Complaint,38.08,3
IN00002488,CU00002405,2024-12-06,Email,Loan enquiry,71.7,1
IN00002489,CU00003366,2026-05-09,Chat,KYC,2.82,4
IN00002490,CU00004146,2025-05-13,Branch,Service request,16.83,4
IN00002491,CU00004146,2026-04-15,Chat,Loan enquiry,7.43,2
IN00002492,CU00000151,2025-03-25,Call Centre,Service request,8.55,5
IN00002493,CU00003880,2025-11-02,Branch,Loan enquiry,4.16,5
IN00002494,CU00001003,2025-06-17,Chat,Digital help,4.88,4
IN00002495,CU00003415,2025-08-29,Branch,Service request,1.26,1
IN00002496,CU00004492,2025-10-31,Chat,Loan enquiry,5.55,5
IN00002497,CU00001969,2025-11-22,Branch,Card issue,22.28,4
IN00002498,CU00004659,2025-08-08,Branch,KYC,24.51,4
IN00002499,CU00002744,2025-09-21,Email,Card issue,9.07,3
IN00002500,CU00000586,2026-02-28,Branch,Loan enquiry,21.39,3
IN00002501,CU00004334,2026-06-25,Chat,Service request,9.04,4
IN00002502,CU00000331,2025-07-28,Call Centre,Card issue,51.91,5
IN00002503,CU00004772,2026-02-26,Branch,Complaint,16.27,2
IN00002504,CU00000624,2025-09-05,Chat,KYC,25.0,4
IN00002505,CU00001661,2026-05-20,Call Centre,Loan enquiry,3.54,3
IN00002506,CU00000095,2025-08-17,Branch,Complaint,19.08,3
IN00002507,CU00002479,2025-02-11,Chat,Complaint,10.16,2
IN00002508,CU00002172,2025-04-12,Chat,Card issue,24.57,5
IN00002509,CU00003772,2025-07-08,Email,KYC,19.36,5
IN00002510,CU00003912,2026-05-28,Branch,Digital help,11.5,4
IN00002511,CU00000555,2026-01-27,Chat,KYC,18.9,4
IN00002512,CU00004091,2026-08-05,Call Centre,Complaint,23.98,3
IN00002513,CU00003198,2026-02-16,Chat,Loan enquiry,17.16,5
IN00002514,CU00002262,2025-10-06,Branch,Loan enquiry,8.76,5
IN00002515,CU00001667,2024-11-08,App,Complaint,6.51,5
IN00002516,CU00001245,2025-10-04,App,Card issue,17.53,5
IN00002517,CU00002397,2024-09-12,Branch,Loan enquiry,26.2,4
IN00002518,CU00004689,2025-10-15,Branch,Loan enquiry,8.58,3
IN00002519,CU00003669,2025-11-26,Chat,Card issue,28.9,4
IN00002520,CU00000145,2025-03-13,Branch,Digital help,15.95,4
IN00002521,CU00004737,2025-05-28,Branch,Card issue,10.4,4
IN00002522,CU00004836,2025-01-01,Email,Complaint,52.3,4
IN00002523,CU00004028,2025-04-25,Email,Loan enquiry,24.47,5
IN00002524,CU00004071,2025-03-14,Email,KYC,34.84,3
IN00002525,CU00001230,2024-09-16,Branch,Complaint,13.54,4
IN00002526,CU00003456,2026-03-13,Branch,Digital help,20.94,3
IN00002527,CU00000462,2025-08-22,Email,Complaint,25.31,5
IN00002528,CU00000522,2026-06-22,Call Centre,Service request,7.32,3
IN00002529,CU00004275,2025-02-28,Branch,Loan enquiry,16.57,5
IN00002530,CU00001787,2025-03-23,Branch,KYC,18.64,5
IN00002531,CU00002685,2026-06-11,Branch,Loan enquiry,16.63,1
IN00002532,CU00003939,2025-07-26,Call Centre,KYC,12.95,3
IN00002533,CU00004080,2025-01-27,Chat,Complaint,3.4,5
IN00002534,CU00004295,2024-12-30,Email,Loan enquiry,5.88,5
IN00002535,CU00003559,2025-02-08,Email,Loan enquiry,31.69,3
IN00002536,CU00001324,2025-08-01,Call Centre,Service request,34.94,5
IN00002537,CU00000768,2025-07-13,Email,Digital help,11.59,4
IN00002538,CU00003121,2024-11-25,Chat,Loan enquiry,4.38,2
IN00002539,CU00003293,2024-11-06,Email,Digital help,9.25,5
IN00002540,CU00002442,2025-11-15,Chat,Complaint,16.33,5
IN00002541,CU00004840,2025-07-24,App,Card issue,20.63,4
IN00002542,CU00001394,2025-08-22,Call Centre,Card issue,22.38,3
IN00002543,CU00001935,2024-10-02,App,Service request,10.86,5
IN00002544,CU00003988,2025-10-23,Chat,KYC,4.17,5
IN00002545,CU00004009,2025-01-26,Chat,Card issue,27.06,4
IN00002546,CU00003837,2025-09-19,Chat,Complaint,16.28,5
IN00002547,CU00001796,2024-11-09,Chat,Card issue,45.67,2
