transaction_id,account_id,transaction_ts,transaction_type,channel,merchant_category,amount,status,risk_score,is_high_risk
TX0000052068,AC00006820,2025-01-10 02:11:44,Debit,Internet Banking,Education,846.92,Completed,0.0531,0
TX0000052069,AC00000900,2024-11-14 21:24:28,Debit,UPI,Utilities,3055.97,Completed,0.0223,0
TX0000052070,AC00003879,2025-05-30 01:05:51,Debit,UPI,Transfer,4234.81,Completed,0.082,0
TX0000052071,AC00001897,2026-08-24 15:49:39,Debit,POS,Fuel,1968.47,Completed,0.2197,0
TX0000052072,AC00006738,2025-11-26 14:54:39,Debit,UPI,E-commerce,954.27,Completed,0.0373,0
TX0000052073,AC00005884,2026-05-09 21:17:28,Debit,UPI,Utilities,857.52,Completed,0.1861,0
TX0000052074,AC00000432,2026-05-24 20:01:28,Debit,UPI,Travel,3462.4,Completed,0.1875,0
TX0000052075,AC00002345,2025-08-01 00:10:17,Credit,Branch,Transfer,32699.25,Completed,0.0109,0
TX0000052076,AC00006529,2026-01-24 12:48:13,Debit,Mobile Banking,Fuel,3315.53,Completed,0.0158,0
TX0000052077,AC00006645,2026-06-17 11:19:24,Debit,ATM,Utilities,1212.26,Completed,0.3426,0
TX0000052078,AC00002127,2026-05-10 09:20:29,Debit,Mobile Banking,Fuel,4110.7,Completed,0.0135,0
TX0000052079,AC00000549,2026-02-20 21:25:40,Debit,POS,Education,7549.55,Completed,0.1208,0
TX0000052080,AC00003092,2024-12-11 09:24:44,Debit,Mobile Banking,Travel,3993.86,Completed,0.0688,0
TX0000052081,AC00004883,2026-07-29 21:03:48,Debit,UPI,Utilities,4991.72,Completed,0.0002,0
TX0000052082,AC00000577,2025-07-11 19:33:32,Credit,UPI,Transfer,136.58,Failed,0.0048,0
TX0000052083,AC00004220,2025-09-07 00:28:19,Debit,UPI,Grocery,3059.73,Completed,0.0166,0
TX0000052084,AC00003897,2025-09-27 19:33:34,Credit,Internet Banking,Transfer,4384.92,Completed,0.005,0
TX0000052085,AC00000044,2026-01-14 05:39:51,Credit,Internet Banking,Fuel,1373.88,Completed,0.0917,0
TX0000052086,AC00001459,2025-04-23 23:41:11,Debit,UPI,Utilities,534.49,Completed,0.3114,0
TX0000052087,AC00003797,2025-11-17 23:28:30,Debit,Internet Banking,Healthcare,97288.81,Completed,0.0293,0
TX0000052088,AC00001751,2025-01-29 04:52:12,Debit,Branch,Fuel,1589.85,Completed,0.032,0
TX0000052089,AC00000911,2025-12-26 01:45:22,Credit,Internet Banking,Fuel,10410.84,Completed,0.0088,0
TX0000052090,AC00006603,2025-06-17 12:42:38,Debit,UPI,Utilities,1436.82,Completed,0.3292,0
TX0000052091,AC00006371,2025-12-21 04:20:45,Credit,UPI,Travel,4179.67,Completed,0.0649,0
TX0000052092,AC00002012,2025-11-22 18:46:55,Credit,UPI,Healthcare,1418.81,Completed,0.0107,0
TX0000052093,AC00004689,2026-03-17 18:09:53,Credit,ATM,Utilities,8239.52,Completed,0.1917,0
TX0000052094,AC00000818,2025-07-02 21:26:55,Debit,Branch,Utilities,2026.55,Completed,0.0381,0
TX0000052095,AC00000045,2024-10-06 11:00:44,Debit,POS,Education,1367.68,Completed,0.0397,0
TX0000052096,AC00004307,2025-06-16 19:57:50,Credit,POS,Travel,571.38,Completed,0.186,0
TX0000052097,AC00001617,2026-07-29 09:53:29,Credit,POS,Grocery,4256.69,Completed,0.0048,0
TX0000052098,AC00004120,2025-11-20 05:25:06,Debit,POS,Grocery,3070.4,Completed,0.2851,0
TX0000052099,AC00002869,2026-02-03 04:33:12,Credit,Internet Banking,E-commerce,3523.09,Completed,0.0694,0
TX0000052100,AC00005077,2025-06-29 11:54:29,Debit,UPI,Transfer,538.78,Completed,0.2717,0
TX0000052101,AC00005164,2025-12-08 19:17:57,Credit,Internet Banking,Grocery,2323.85,Completed,0.0091,0
TX0000052102,AC00002296,2025-05-04 15:22:23,Debit,UPI,Travel,187.46,Completed,0.0382,0
TX0000052103,AC00004450,2025-03-26 05:51:35,Credit,ATM,Education,2624.18,Completed,0.0416,0
TX0000052104,AC00000983,2025-05-08 02:11:09,Debit,Branch,Grocery,821.96,Completed,0.1674,0
TX0000052105,AC00000452,2025-10-12 04:53:41,Debit,Branch,Travel,5892.59,Completed,0.0183,0
TX0000052106,AC00003508,2026-04-10 06:57:28,Debit,POS,Travel,482.64,Reversed,0.0097,0
TX0000052107,AC00000517,2025-09-30 07:15:53,Debit,UPI,Travel,4277.17,Completed,0.0149,0
TX0000052108,AC00000904,2024-09-14 23:32:26,Debit,POS,Utilities,4839.55,Completed,0.1393,0
TX0000052109,AC00000540,2025-01-05 12:34:34,Credit,Mobile Banking,Fuel,9462.31,Completed,0.0749,0
TX0000052110,AC00003004,2025-08-26 15:59:55,Debit,Mobile Banking,E-commerce,2572.98,Completed,0.0662,0
TX0000052111,AC00000775,2025-04-25 07:43:11,Credit,ATM,Utilities,557.04,Completed,0.0573,0
TX0000052112,AC00005232,2024-09-24 16:02:53,Debit,UPI,Grocery,1592.74,Completed,0.349,0
TX0000052113,AC00000713,2025-12-03 10:18:57,Credit,ATM,Transfer,20328.52,Completed,0.0348,0
TX0000052114,AC00005631,2025-03-30 14:55:55,Debit,UPI,Utilities,1300.14,Completed,0.1973,0
TX0000052115,AC00004168,2025-03-25 03:14:19,Credit,ATM,Travel,2060.07,Completed,0.1973,0
TX0000052116,AC00003002,2025-01-28 02:41:39,Debit,POS,Grocery,3837.72,Completed,0.0556,0
TX0000052117,AC00004193,2026-07-04 12:05:00,Credit,POS,Utilities,2940.81,Completed,0.1655,0
TX0000052118,AC00000135,2025-11-05 04:02:34,Debit,UPI,E-commerce,632.0,Completed,0.0197,0
TX0000052119,AC00000139,2025-06-28 10:14:34,Debit,UPI,Healthcare,876.4,Completed,0.2057,0
TX0000052120,AC00001771,2024-10-22 10:15:21,Credit,Mobile Banking,Education,984.91,Completed,0.0091,0
TX0000052121,AC00004439,2026-08-25 13:02:28,Credit,POS,Transfer,12214.38,Completed,0.1426,0
TX0000052122,AC00006879,2026-01-24 00:34:00,Credit,UPI,E-commerce,4760.19,Completed,0.0296,0
TX0000052123,AC00004218,2025-01-31 12:28:57,Debit,ATM,Fuel,4604.91,Completed,0.0892,0
TX0000052124,AC00002288,2025-08-15 10:33:55,Debit,ATM,Education,1000.96,Completed,0.2284,0
TX0000052125,AC00004552,2025-10-05 09:36:25,Debit,Mobile Banking,Travel,279.7,Completed,0.118,0
TX0000052126,AC00003948,2025-02-19 02:04:39,Debit,Internet Banking,Healthcare,2979.56,Completed,0.1997,0
TX0000052127,AC00002277,2024-11-20 10:07:51,Debit,UPI,Grocery,2834.99,Completed,0.1899,0
TX0000052128,AC00000352,2026-06-21 11:08:37,Credit,ATM,Grocery,7409.84,Completed,0.2508,0
TX0000052129,AC00005384,2024-11-19 21:24:33,Debit,UPI,E-commerce,850.47,Completed,0.078,0
TX0000052130,AC00006314,2025-04-25 17:47:37,Credit,POS,Healthcare,1964.6,Completed,0.0582,0
TX0000052131,AC00000029,2026-07-02 20:26:36,Debit,UPI,Travel,2739.93,Completed,0.1443,0
TX0000052132,AC00002599,2024-10-05 00:47:45,Debit,Branch,Fuel,21222.21,Completed,0.1028,0
TX0000052133,AC00004490,2025-03-25 02:34:15,Credit,Internet Banking,Fuel,700.43,Completed,0.1277,0
TX0000052134,AC00002409,2025-01-21 05:50:20,Debit,Mobile Banking,E-commerce,7103.87,Failed,0.0461,0
TX0000052135,AC00001725,2024-11-04 05:23:44,Debit,POS,E-commerce,3046.97,Completed,0.0647,0
TX0000052136,AC00006122,2025-05-18 17:56:35,Debit,POS,Transfer,11652.59,Completed,0.0104,0
TX0000052137,AC00006676,2026-04-15 05:26:03,Debit,UPI,Fuel,1201.09,Completed,0.1259,0
TX0000052138,AC00005770,2025-03-22 21:36:24,Debit,UPI,Education,336.44,Completed,0.153,0
TX0000052139,AC00000569,2025-06-14 13:45:00,Debit,Mobile Banking,Education,906.91,Completed,0.3528,0
TX0000052140,AC00002779,2025-06-06 20:15:03,Debit,POS,Fuel,859.29,Completed,0.0311,0
TX0000052141,AC00004920,2025-01-07 22:46:21,Debit,Internet Banking,E-commerce,2007.4,Completed,0.1002,0
TX0000052142,AC00000702,2025-02-06 09:45:54,Debit,Mobile Banking,Grocery,6734.57,Completed,0.0095,0
TX0000052143,AC00001650,2026-05-10 03:08:36,Debit,Mobile Banking,Grocery,858.52,Completed,0.0464,0
TX0000052144,AC00005233,2025-04-27 21:39:15,Debit,UPI,Utilities,2568.23,Completed,0.0554,0
TX0000052145,AC00004600,2025-11-03 07:51:51,Credit,Branch,Utilities,5081.21,Completed,0.1412,0
TX0000052146,AC00002520,2025-08-26 16:31:29,Credit,POS,Travel,747.7,Completed,0.1129,0
TX0000052147,AC00002424,2025-04-07 02:22:21,Debit,POS,Travel,4757.5,Completed,0.0023,0
TX0000052148,AC00002738,2025-10-22 14:09:31,Credit,ATM,Fuel,679.28,Completed,0.317,0
TX0000052149,AC00001008,2025-08-14 06:06:21,Debit,UPI,Grocery,10511.09,Completed,0.0069,0
TX0000052150,AC00002901,2025-07-06 06:41:44,Credit,UPI,Fuel,6425.72,Completed,0.0068,0
TX0000052151,AC00005081,2024-09-10 23:16:51,Credit,Mobile Banking,Utilities,3895.84,Completed,0.0094,0
TX0000052152,AC00001910,2024-09-15 09:38:33,Credit,POS,Fuel,10118.71,Completed,0.4305,0
TX0000052153,AC00003184,2025-08-03 13:48:00,Credit,UPI,Travel,1043.1,Completed,0.1324,0
TX0000052154,AC00000965,2025-03-28 13:56:05,Debit,POS,Healthcare,196.02,Completed,0.0027,0
TX0000052155,AC00001052,2024-11-11 16:56:16,Debit,POS,Utilities,5392.91,Completed,0.0093,0
TX0000052156,AC00003013,2026-08-31 11:46:53,Debit,Mobile Banking,Utilities,9951.93,Reversed,0.063,0
TX0000052157,AC00000268,2025-05-19 22:11:45,Debit,UPI,Utilities,512.25,Completed,0.0382,0
TX0000052158,AC00006124,2024-09-04 06:17:32,Debit,Mobile Banking,Healthcare,239.7,Failed,0.1042,0
TX0000052159,AC00005071,2025-12-03 04:06:20,Credit,POS,E-commerce,16896.75,Completed,0.3282,0
TX0000052160,AC00000142,2026-07-14 06:08:33,Debit,POS,Transfer,2822.35,Completed,0.1311,0
TX0000052161,AC00000884,2024-11-11 01:34:35,Debit,POS,Healthcare,1566.93,Completed,0.0051,0
TX0000052162,AC00004008,2026-08-07 05:26:20,Debit,UPI,Grocery,25710.23,Completed,0.0177,0
TX0000052163,AC00001668,2025-06-26 12:50:42,Debit,Branch,Transfer,15200.61,Completed,0.156,0
TX0000052164,AC00005909,2025-10-18 16:47:42,Credit,POS,Travel,2256.9,Completed,0.048,0
TX0000052165,AC00004206,2026-04-20 03:36:23,Debit,UPI,Fuel,7701.7,Completed,0.3141,0
TX0000052166,AC00006668,2025-10-15 02:21:12,Debit,ATM,Utilities,8200.12,Completed,0.0942,0
TX0000052167,AC00006801,2025-07-31 21:17:38,Debit,UPI,Healthcare,2081.28,Completed,0.1584,0
TX0000052168,AC00002242,2025-12-08 18:26:58,Credit,ATM,Transfer,413.98,Completed,0.2278,0
TX0000052169,AC00003357,2025-03-18 21:15:30,Credit,Branch,Grocery,2132.75,Completed,0.1842,0
TX0000052170,AC00004105,2024-11-26 13:47:17,Debit,Internet Banking,Grocery,9087.93,Completed,0.0148,0
TX0000052171,AC00006419,2025-11-11 03:34:12,Credit,Mobile Banking,Transfer,30237.52,Completed,0.2334,0
TX0000052172,AC00001407,2024-09-21 07:25:06,Debit,POS,Education,7720.78,Completed,0.3038,0
TX0000052173,AC00000861,2025-12-15 01:03:49,Debit,ATM,Transfer,12154.49,Completed,0.0508,0
TX0000052174,AC00005969,2025-06-10 04:03:26,Debit,Branch,Fuel,2125.32,Completed,0.0117,0
TX0000052175,AC00001811,2024-10-07 19:20:04,Debit,UPI,Utilities,564.3,Completed,0.0591,0
TX0000052176,AC00001859,2026-06-21 18:22:40,Debit,UPI,E-commerce,4084.62,Completed,0.0167,0
TX0000052177,AC00004548,2024-11-30 17:15:14,Credit,UPI,Grocery,1006.92,Completed,0.2139,0
TX0000052178,AC00003155,2025-05-29 16:50:48,Credit,Mobile Banking,E-commerce,1182.81,Completed,0.0391,0
TX0000052179,AC00003626,2025-08-17 15:57:36,Credit,ATM,Fuel,7985.82,Failed,0.142,0
TX0000052180,AC00004173,2026-03-08 21:02:03,Credit,ATM,Healthcare,36567.14,Completed,0.0386,0
TX0000052181,AC00005644,2025-01-30 02:25:03,Debit,Mobile Banking,Utilities,1071.79,Completed,0.0138,0
TX0000052182,AC00004587,2025-01-04 20:02:41,Debit,ATM,Travel,1554.01,Completed,0.033,0
TX0000052183,AC00005629,2025-12-17 10:02:36,Debit,Internet Banking,Transfer,2231.88,Completed,0.2061,0
TX0000052184,AC00001286,2025-04-30 20:42:20,Credit,POS,E-commerce,635.64,Completed,0.0551,0
TX0000052185,AC00001402,2026-04-05 11:20:09,Debit,UPI,Healthcare,1349.3,Completed,0.0572,0
TX0000052186,AC00004889,2024-12-18 17:01:13,Credit,Mobile Banking,Travel,628.54,Completed,0.1907,0
TX0000052187,AC00003905,2025-03-11 02:41:56,Debit,UPI,Healthcare,5437.3,Completed,0.0123,0
TX0000052188,AC00000064,2026-05-10 03:03:47,Debit,POS,E-commerce,5652.05,Completed,0.0888,0
TX0000052189,AC00002594,2025-03-23 09:35:51,Debit,POS,Fuel,234.5,Completed,0.4764,0
TX0000052190,AC00000805,2025-10-02 17:36:18,Credit,UPI,Travel,182.67,Completed,0.1811,0
TX0000052191,AC00005716,2025-09-25 18:40:08,Debit,Internet Banking,E-commerce,3074.82,Completed,0.0364,0
TX0000052192,AC00004426,2026-04-10 12:48:50,Debit,UPI,Fuel,844.38,Completed,0.0348,0
TX0000052193,AC00004545,2024-10-03 11:19:36,Credit,UPI,Travel,1103.67,Completed,0.0026,0
TX0000052194,AC00003241,2025-04-02 10:45:14,Debit,Branch,Utilities,5665.23,Completed,0.0694,0
TX0000052195,AC00003199,2025-05-01 22:40:11,Debit,POS,Utilities,158.48,Completed,0.0055,0
TX0000052196,AC00003419,2025-02-09 20:05:33,Debit,UPI,Utilities,3643.7,Completed,0.3846,0
TX0000052197,AC00000986,2026-04-18 23:25:51,Credit,UPI,Travel,387.04,Completed,0.0005,0
TX0000052198,AC00005091,2026-07-10 07:56:31,Debit,POS,E-commerce,3644.73,Completed,0.0199,0
TX0000052199,AC00001562,2026-02-10 17:52:33,Debit,UPI,Fuel,5194.01,Completed,0.0021,0
TX0000052200,AC00001909,2026-01-28 22:38:53,Debit,POS,Healthcare,1538.31,Completed,0.2113,0
TX0000052201,AC00000858,2025-07-04 19:24:13,Debit,POS,Fuel,7824.57,Completed,0.1358,0
TX0000052202,AC00005388,2026-03-22 14:50:56,Debit,Mobile Banking,Transfer,9840.07,Completed,0.0812,0
TX0000052203,AC00000270,2026-05-03 10:15:56,Debit,UPI,E-commerce,262.36,Completed,0.0637,0
TX0000052204,AC00003268,2025-03-29 04:19:09,Credit,UPI,Healthcare,2371.49,Completed,0.2659,0
TX0000052205,AC00002912,2026-04-20 07:32:41,Credit,POS,Healthcare,19047.35,Completed,0.0002,0
TX0000052206,AC00004998,2024-09-17 00:10:01,Credit,Mobile Banking,Fuel,4642.02,Completed,0.1824,0
TX0000052207,AC00006763,2026-03-18 10:33:39,Debit,UPI,Education,27594.96,Completed,0.1997,0
TX0000052208,AC00001394,2025-08-20 17:07:06,Debit,ATM,Fuel,7106.38,Completed,0.0417,0
TX0000052209,AC00002381,2025-06-10 23:05:51,Debit,POS,Grocery,133.03,Completed,0.2465,0
TX0000052210,AC00002815,2026-04-25 17:31:23,Credit,UPI,Utilities,6921.74,Completed,0.0085,0
TX0000052211,AC00000365,2026-02-19 20:29:07,Credit,UPI,E-commerce,331.66,Completed,0.2301,0
TX0000052212,AC00002473,2026-07-12 09:13:10,Credit,UPI,Education,3505.08,Completed,0.1232,0
TX0000052213,AC00004915,2026-06-20 17:18:14,Credit,POS,Fuel,4300.14,Completed,0.0313,0
TX0000052214,AC00006088,2026-07-04 09:28:14,Debit,POS,Grocery,1238.35,Completed,0.0057,0
TX0000052215,AC00005285,2025-08-16 23:47:40,Debit,Internet Banking,Transfer,3227.91,Completed,0.0153,0
TX0000052216,AC00001408,2025-06-12 10:02:31,Debit,Mobile Banking,Healthcare,367.94,Completed,0.163,0
TX0000052217,AC00004806,2025-04-08 08:53:34,Credit,Branch,Education,21664.59,Completed,0.0001,0
TX0000052218,AC00005499,2024-12-11 12:47:18,Debit,Mobile Banking,E-commerce,5885.51,Completed,0.0488,0
TX0000052219,AC00005113,2024-10-27 01:03:23,Debit,Internet Banking,Education,6164.2,Completed,0.0884,0
TX0000052220,AC00004229,2025-01-26 14:27:55,Debit,UPI,Education,2197.25,Completed,0.3645,0
TX0000052221,AC00001409,2026-03-15 06:02:05,Credit,UPI,Grocery,8460.17,Completed,0.1411,0
TX0000052222,AC00004702,2025-04-16 22:17:06,Credit,UPI,Fuel,231.27,Completed,0.191,0
TX0000052223,AC00000724,2025-01-28 22:37:18,Credit,UPI,Travel,605.0,Completed,0.1011,0
TX0000052224,AC00003732,2026-07-26 17:44:30,Credit,Internet Banking,Travel,2688.71,Completed,0.2622,0
TX0000052225,AC00001475,2026-07-22 12:36:33,Debit,Branch,Healthcare,470.55,Completed,0.2212,0
TX0000052226,AC00006168,2024-10-12 05:07:31,Debit,ATM,Education,570.75,Completed,0.0399,0
TX0000052227,AC00001733,2025-06-14 09:05:49,Debit,POS,Utilities,5027.88,Completed,0.1175,0
TX0000052228,AC00004111,2025-02-07 11:33:41,Credit,POS,Education,3467.2,Completed,0.0,0
TX0000052229,AC00003135,2026-02-21 05:13:35,Debit,POS,Travel,5740.07,Completed,0.1005,0
TX0000052230,AC00003243,2025-11-23 21:49:35,Credit,POS,Fuel,2099.26,Completed,0.1035,0
TX0000052231,AC00004658,2025-01-27 16:57:34,Debit,Internet Banking,Utilities,2354.04,Reversed,0.0899,0
TX0000052232,AC00006406,2024-11-14 01:59:59,Credit,POS,Fuel,508.39,Reversed,0.1777,0
TX0000052233,AC00005837,2025-01-29 01:49:18,Debit,POS,E-commerce,9092.14,Completed,0.0409,0
TX0000052234,AC00002417,2024-09-29 02:06:54,Debit,UPI,Utilities,2224.38,Completed,0.0631,0
TX0000052235,AC00000178,2024-12-05 20:16:07,Credit,UPI,Transfer,31818.84,Completed,0.0235,0
TX0000052236,AC00001762,2025-02-09 09:29:04,Debit,Internet Banking,Fuel,962.02,Completed,0.0488,0
TX0000052237,AC00003891,2026-08-05 20:53:08,Debit,Internet Banking,Travel,2917.49,Failed,0.0529,0
TX0000052238,AC00004499,2025-03-31 06:31:02,Debit,UPI,Travel,4107.86,Completed,0.0916,0
TX0000052239,AC00005776,2025-10-25 14:41:44,Credit,UPI,Transfer,36698.22,Completed,0.0262,0
TX0000052240,AC00003422,2025-08-28 03:04:23,Debit,POS,Grocery,5146.73,Completed,0.0288,0
TX0000052241,AC00006867,2026-05-21 05:14:46,Debit,Internet Banking,Education,12283.89,Completed,0.0827,0
TX0000052242,AC00001693,2026-05-21 14:52:42,Debit,UPI,Utilities,1104.65,Completed,0.0212,0
TX0000052243,AC00002416,2026-05-31 15:34:36,Credit,UPI,Healthcare,701.47,Completed,0.1914,0
TX0000052244,AC00002806,2025-10-09 22:30:23,Credit,UPI,Travel,1421.64,Completed,0.1368,0
TX0000052245,AC00006752,2025-01-14 18:20:22,Debit,Internet Banking,Grocery,1918.26,Completed,0.2341,0
TX0000052246,AC00001588,2025-05-18 20:24:52,Credit,POS,Transfer,1554.59,Completed,0.0129,0
TX0000052247,AC00003301,2025-03-29 03:40:40,Credit,Mobile Banking,Travel,1043.64,Completed,0.1945,0
TX0000052248,AC00003309,2025-07-08 17:23:21,Credit,Internet Banking,Utilities,600.38,Completed,0.0607,0
TX0000052249,AC00003794,2024-10-10 11:18:12,Credit,ATM,Education,16898.75,Completed,0.1875,0
TX0000052250,AC00001438,2024-09-06 10:27:13,Debit,Branch,Transfer,10095.4,Completed,0.028,0
TX0000052251,AC00001293,2025-09-15 21:22:49,Debit,UPI,Fuel,6830.78,Completed,0.0495,0
TX0000052252,AC00004576,2025-10-09 19:24:52,Debit,ATM,Utilities,1786.58,Completed,0.1375,0
TX0000052253,AC00004910,2026-07-02 04:18:44,Debit,UPI,Healthcare,1704.32,Completed,0.0198,0
TX0000052254,AC00003127,2026-08-08 09:44:42,Debit,UPI,Grocery,5346.18,Completed,0.1108,0
TX0000052255,AC00006739,2025-03-16 09:50:29,Debit,UPI,E-commerce,572.47,Completed,0.028,0
TX0000052256,AC00002138,2025-07-24 21:14:45,Debit,UPI,Fuel,4523.92,Completed,0.0562,0
TX0000052257,AC00006691,2025-11-12 03:18:28,Credit,Internet Banking,Grocery,3296.19,Completed,0.0127,0
TX0000052258,AC00001166,2026-01-20 14:36:55,Credit,Mobile Banking,Education,3211.41,Completed,0.0089,0
TX0000052259,AC00000022,2025-03-10 23:03:08,Debit,UPI,Education,21749.99,Completed,0.193,0
TX0000052260,AC00003050,2024-10-16 01:37:06,Debit,UPI,Education,1032.21,Completed,0.0239,0
TX0000052261,AC00002977,2025-03-25 06:08:51,Debit,UPI,Transfer,10848.52,Completed,0.012,0
TX0000052262,AC00004486,2024-09-18 06:59:03,Debit,UPI,Utilities,2173.69,Failed,0.24,0
TX0000052263,AC00005759,2026-04-05 21:49:47,Debit,ATM,E-commerce,5134.89,Completed,0.1045,0
TX0000052264,AC00002623,2026-02-11 07:26:47,Debit,Mobile Banking,Travel,5163.44,Completed,0.1573,0
TX0000052265,AC00000759,2024-09-21 11:35:13,Debit,POS,Fuel,4405.36,Completed,0.3407,0
TX0000052266,AC00004835,2024-12-04 11:57:33,Debit,ATM,Transfer,328.88,Completed,0.2491,0
TX0000052267,AC00004368,2025-06-20 08:55:39,Credit,Mobile Banking,Healthcare,2430.9,Completed,0.4688,0
TX0000052268,AC00005368,2026-05-13 19:53:08,Debit,UPI,Healthcare,3015.82,Completed,0.0644,0
TX0000052269,AC00001269,2026-01-19 07:46:43,Credit,POS,Travel,44957.38,Completed,0.2314,0
TX0000052270,AC00000283,2025-10-15 00:33:26,Credit,UPI,Fuel,2397.49,Completed,0.1649,0
TX0000052271,AC00002310,2025-05-19 16:51:32,Debit,POS,Education,1245.17,Completed,0.0685,0
TX0000052272,AC00002778,2025-05-11 18:16:09,Credit,ATM,Grocery,3457.75,Completed,0.0449,0
TX0000052273,AC00006876,2025-05-08 02:21:42,Debit,POS,Healthcare,23772.75,Completed,0.0935,0
TX0000052274,AC00004936,2024-12-12 10:09:44,Debit,POS,Healthcare,4608.12,Completed,0.143,0
TX0000052275,AC00005163,2026-01-15 12:06:25,Debit,UPI,Transfer,11100.49,Completed,0.4069,0
TX0000052276,AC00004969,2025-10-11 15:43:48,Debit,UPI,Transfer,2479.46,Completed,0.0516,0
TX0000052277,AC00000131,2024-09-22 12:18:05,Credit,Mobile Banking,Travel,5569.55,Completed,0.0481,0
TX0000052278,AC00002757,2025-07-28 09:01:37,Debit,UPI,Fuel,328.7,Completed,0.1386,0
TX0000052279,AC00000295,2024-09-17 11:56:23,Credit,POS,Fuel,767.21,Completed,0.0254,0
TX0000052280,AC00002383,2025-09-04 16:08:04,Debit,POS,Transfer,3623.59,Completed,0.1246,0
TX0000052281,AC00002028,2026-01-05 06:26:40,Credit,Internet Banking,Healthcare,1704.54,Reversed,0.0401,0
TX0000052282,AC00001003,2025-05-21 17:20:27,Debit,Internet Banking,Healthcare,5095.66,Completed,0.0113,0
TX0000052283,AC00004933,2026-02-01 00:10:08,Credit,UPI,Transfer,3446.4,Completed,0.0175,0
TX0000052284,AC00000398,2026-05-06 07:53:13,Debit,Internet Banking,E-commerce,576.91,Completed,0.0776,0
TX0000052285,AC00006745,2026-08-23 13:26:00,Debit,Branch,Utilities,16498.03,Completed,0.0434,0
TX0000052286,AC00002301,2026-05-01 16:35:50,Debit,UPI,Fuel,3495.71,Completed,0.1173,0
TX0000052287,AC00003631,2025-11-30 02:42:39,Credit,Branch,Education,3444.56,Completed,0.1126,0
TX0000052288,AC00000760,2024-10-18 08:11:58,Credit,POS,E-commerce,5395.01,Completed,0.1623,0
TX0000052289,AC00000252,2024-09-24 14:11:52,Debit,UPI,Transfer,10045.31,Completed,0.0376,0
TX0000052290,AC00004431,2025-06-20 22:55:10,Credit,UPI,Transfer,18291.38,Completed,0.3815,0
TX0000052291,AC00004000,2026-08-23 13:57:18,Debit,Branch,Education,5429.56,Completed,0.2422,0
TX0000052292,AC00001244,2025-11-19 10:53:03,Debit,POS,Education,6111.21,Completed,0.0001,0
TX0000052293,AC00004277,2024-12-09 08:01:26,Credit,UPI,Transfer,9572.17,Completed,0.0005,0
TX0000052294,AC00005103,2025-02-17 12:36:57,Credit,POS,Utilities,3700.28,Completed,0.1765,0
TX0000052295,AC00002566,2025-06-04 20:07:37,Credit,UPI,Utilities,3025.57,Completed,0.1239,0
TX0000052296,AC00003467,2026-06-09 16:39:08,Debit,UPI,Fuel,981.37,Completed,0.0493,0
TX0000052297,AC00000596,2025-11-19 03:23:47,Debit,Internet Banking,Healthcare,2877.75,Completed,0.3909,0
TX0000052298,AC00003309,2025-05-30 22:53:34,Debit,Mobile Banking,Healthcare,6835.72,Completed,0.0463,0
TX0000052299,AC00000615,2025-12-17 04:05:29,Credit,POS,Fuel,3854.44,Completed,0.1246,0
TX0000052300,AC00006002,2025-05-31 16:28:46,Credit,UPI,Fuel,1933.52,Completed,0.0125,0
TX0000052301,AC00006768,2026-02-26 19:33:19,Debit,UPI,E-commerce,387.22,Completed,0.1585,0
TX0000052302,AC00003750,2024-12-18 21:56:10,Debit,POS,E-commerce,6403.71,Completed,0.0159,0
TX0000052303,AC00003659,2025-06-30 22:01:22,Credit,UPI,Education,5614.89,Completed,0.0412,0
TX0000052304,AC00003643,2024-09-02 11:34:31,Debit,UPI,Grocery,4266.96,Completed,0.1733,0
TX0000052305,AC00005437,2025-01-04 12:29:06,Debit,Mobile Banking,E-commerce,1429.82,Completed,0.0432,0
TX0000052306,AC00002379,2025-02-05 23:05:28,Debit,Mobile Banking,Grocery,12996.42,Completed,0.0099,0
TX0000052307,AC00001098,2024-11-27 13:40:28,Credit,POS,Travel,5857.76,Completed,0.0115,0
TX0000052308,AC00006835,2025-11-18 06:36:18,Debit,Internet Banking,Grocery,3921.18,Completed,0.0278,0
TX0000052309,AC00003422,2026-03-06 19:52:14,Credit,Internet Banking,Travel,1412.48,Completed,0.1997,0
TX0000052310,AC00002181,2025-10-17 18:02:59,Debit,Internet Banking,Utilities,1504.49,Completed,0.0004,0
TX0000052311,AC00004393,2024-10-08 22:07:15,Debit,Internet Banking,Travel,1621.28,Completed,0.0507,0
TX0000052312,AC00006270,2026-05-05 03:47:13,Debit,UPI,Grocery,5758.92,Completed,0.0168,0
TX0000052313,AC00004724,2026-02-15 15:59:00,Debit,Mobile Banking,Healthcare,759.89,Completed,0.0245,0
TX0000052314,AC00003941,2024-11-24 20:30:18,Debit,UPI,Fuel,9389.0,Completed,0.0788,0
TX0000052315,AC00006429,2026-06-22 04:13:51,Credit,UPI,Transfer,6647.6,Completed,0.0052,0
TX0000052316,AC00000186,2024-10-13 10:30:17,Credit,UPI,Fuel,1394.66,Completed,0.0916,0
TX0000052317,AC00001206,2026-04-08 15:27:06,Credit,POS,Healthcare,1410.77,Completed,0.0797,0
TX0000052318,AC00000663,2026-01-11 18:09:06,Debit,UPI,Utilities,401.82,Completed,0.0211,0
TX0000052319,AC00005454,2024-12-19 05:06:05,Debit,POS,Transfer,6838.77,Completed,0.0894,0
