card_id,customer_id,card_type,credit_limit,current_outstanding,status
CD00001027,CU00002473,Classic,350000,6821.79,Active
CD00001028,CU00001559,Platinum,200000,7508.71,Active
CD00001029,CU00000005,Classic,500000,32463.75,Active
CD00001030,CU00004976,Classic,350000,26921.93,Active
CD00001031,CU00002245,Gold,350000,7849.48,Active
CD00001032,CU00002041,Classic,50000,5768.24,Active
CD00001033,CU00000835,Gold,100000,8832.62,Active
CD00001034,CU00003367,Classic,500000,7985.26,Active
CD00001035,CU00003833,Classic,350000,4022.09,Active
CD00001036,CU00001850,Classic,500000,4266.42,Active
CD00001037,CU00002080,Classic,100000,12106.17,Active
CD00001038,CU00002808,Classic,50000,26501.82,Active
CD00001039,CU00004587,Classic,50000,11969.16,Active
CD00001040,CU00001112,Classic,200000,19156.88,Active
CD00001041,CU00002794,Platinum,100000,28558.68,Active
CD00001042,CU00004347,Gold,200000,13865.34,Active
CD00001043,CU00000103,Classic,500000,12192.58,Active
CD00001044,CU00001761,Platinum,350000,5726.78,Active
CD00001045,CU00003694,Platinum,50000,59327.22,Active
CD00001046,CU00003204,Platinum,50000,118237.37,Active
CD00001047,CU00001945,Classic,50000,9640.97,Active
CD00001048,CU00004750,Gold,500000,7097.79,Active
CD00001049,CU00000023,Classic,500000,3572.91,Active
CD00001050,CU00003293,Gold,200000,19270.0,Active
CD00001051,CU00003943,Classic,200000,4135.56,Active
CD00001052,CU00002251,Gold,100000,13088.65,Active
CD00001053,CU00001217,Classic,100000,3028.02,Active
CD00001054,CU00001800,Platinum,500000,38388.63,Active
CD00001055,CU00003756,Gold,50000,22524.86,Active
CD00001056,CU00004954,Classic,350000,14751.05,Active
CD00001057,CU00004421,Gold,50000,112577.35,Active
CD00001058,CU00004849,Classic,200000,5412.51,Active
CD00001059,CU00002684,Gold,100000,11360.82,Active
CD00001060,CU00004942,Classic,100000,4060.63,Active
CD00001061,CU00001179,Business,50000,17998.22,Active
CD00001062,CU00002463,Classic,350000,23301.62,Active
CD00001063,CU00003560,Classic,50000,28118.11,Blocked
CD00001064,CU00003388,Classic,50000,14919.64,Active
CD00001065,CU00003429,Classic,500000,7726.77,Active
CD00001066,CU00003435,Business,350000,7557.55,Active
CD00001067,CU00003026,Classic,350000,45631.34,Active
CD00001068,CU00004157,Gold,100000,3553.46,Active
CD00001069,CU00004724,Gold,350000,33030.79,Active
CD00001070,CU00003717,Platinum,350000,8576.59,Active
CD00001071,CU00002969,Classic,500000,14055.99,Active
CD00001072,CU00000943,Classic,50000,8986.88,Active
CD00001073,CU00003753,Classic,200000,91264.84,Active
CD00001074,CU00002925,Platinum,100000,1844.42,Active
CD00001075,CU00004606,Classic,350000,2234.58,Active
CD00001076,CU00001411,Gold,350000,1751.52,Active
CD00001077,CU00001433,Classic,100000,4073.31,Active
CD00001078,CU00004638,Classic,200000,1309.29,Active
CD00001079,CU00001104,Gold,200000,212853.29,Active
CD00001080,CU00000662,Classic,200000,7094.1,Active
CD00001081,CU00001684,Platinum,350000,1262.21,Active
CD00001082,CU00001760,Platinum,100000,44793.33,Active
CD00001083,CU00001753,Gold,50000,1838.03,Active
CD00001084,CU00001441,Gold,50000,22805.53,Active
CD00001085,CU00001557,Classic,350000,12637.16,Active
CD00001086,CU00003945,Classic,350000,1521.13,Active
CD00001087,CU00003324,Platinum,350000,7021.04,Blocked
CD00001088,CU00000953,Classic,350000,2009.82,Active
CD00001089,CU00001769,Classic,350000,7682.92,Active
CD00001090,CU00000464,Classic,100000,11557.29,Active
CD00001091,CU00002196,Platinum,100000,16487.61,Blocked
CD00001092,CU00003285,Business,500000,11053.36,Active
CD00001093,CU00002633,Classic,500000,1295.28,Active
CD00001094,CU00002747,Classic,50000,2371.14,Active
CD00001095,CU00000406,Platinum,500000,4775.58,Active
CD00001096,CU00000908,Business,350000,1482.05,Active
CD00001097,CU00001788,Classic,50000,40022.48,Active
CD00001098,CU00000418,Classic,500000,2884.12,Active
CD00001099,CU00002324,Platinum,350000,17619.21,Active
CD00001100,CU00004645,Business,350000,10722.9,Active
CD00001101,CU00000039,Platinum,100000,25662.22,Active
CD00001102,CU00001549,Classic,100000,3022.5,Active
CD00001103,CU00001974,Classic,200000,33830.97,Active
CD00001104,CU00000620,Gold,500000,19630.52,Active
CD00001105,CU00004390,Platinum,50000,4288.37,Active
CD00001106,CU00000192,Gold,500000,3035.05,Active
CD00001107,CU00002241,Gold,100000,4175.8,Active
CD00001108,CU00001384,Business,200000,110807.79,Active
CD00001109,CU00004573,Classic,350000,10911.28,Active
CD00001110,CU00000148,Gold,200000,42108.42,Blocked
CD00001111,CU00002063,Classic,500000,3988.77,Active
CD00001112,CU00000912,Classic,100000,13172.0,Active
CD00001113,CU00001427,Classic,50000,5063.57,Active
CD00001114,CU00004952,Classic,100000,7883.94,Active
CD00001115,CU00000715,Platinum,100000,7695.13,Active
CD00001116,CU00003856,Platinum,100000,3167.35,Active
CD00001117,CU00001236,Classic,50000,10968.4,Active
CD00001118,CU00004996,Classic,500000,9059.61,Active
CD00001119,CU00000560,Gold,200000,21198.48,Active
CD00001120,CU00002114,Classic,350000,5630.73,Active
CD00001121,CU00001131,Gold,500000,55550.91,Active
CD00001122,CU00001093,Gold,100000,2476.84,Active
CD00001123,CU00002062,Gold,50000,2783.57,Blocked
CD00001124,CU00001153,Classic,200000,4475.75,Active
CD00001125,CU00000669,Gold,200000,24653.8,Active
CD00001126,CU00003257,Business,350000,1405.08,Active
CD00001127,CU00003923,Platinum,200000,48740.65,Active
CD00001128,CU00002746,Classic,50000,75353.94,Active
CD00001129,CU00002544,Gold,100000,32753.14,Active
CD00001130,CU00004647,Classic,200000,11077.18,Active
CD00001131,CU00000880,Platinum,200000,6447.84,Active
CD00001132,CU00000437,Business,500000,7900.27,Active
CD00001133,CU00001785,Gold,50000,16085.65,Active
CD00001134,CU00002477,Classic,100000,8253.39,Active
CD00001135,CU00000326,Classic,100000,28828.64,Active
CD00001136,CU00004628,Business,100000,7091.11,Active
CD00001137,CU00004179,Gold,350000,4817.09,Active
CD00001138,CU00003193,Platinum,350000,35372.59,Active
CD00001139,CU00003928,Classic,200000,2328.7,Active
CD00001140,CU00001746,Classic,500000,2658.22,Active
CD00001141,CU00001873,Classic,500000,77876.96,Active
CD00001142,CU00002630,Gold,200000,7854.14,Active
CD00001143,CU00001350,Classic,500000,22189.92,Active
CD00001144,CU00002464,Gold,100000,23956.51,Active
CD00001145,CU00000850,Platinum,100000,6186.06,Active
CD00001146,CU00003343,Platinum,100000,1918.14,Active
CD00001147,CU00000823,Classic,200000,5349.29,Active
CD00001148,CU00004393,Platinum,500000,11986.51,Closed
CD00001149,CU00001493,Classic,100000,13995.55,Active
CD00001150,CU00000780,Platinum,200000,7860.14,Active
CD00001151,CU00000754,Business,500000,4309.27,Active
CD00001152,CU00000954,Classic,50000,6751.76,Active
CD00001153,CU00003522,Gold,100000,5780.11,Active
CD00001154,CU00003296,Classic,200000,1049.03,Active
CD00001155,CU00003200,Platinum,500000,21590.1,Active
CD00001156,CU00003399,Classic,50000,6673.1,Active
CD00001157,CU00001665,Platinum,50000,16244.16,Active
CD00001158,CU00002768,Business,200000,29940.14,Active
CD00001159,CU00001748,Classic,50000,11603.18,Active
CD00001160,CU00003148,Platinum,500000,12896.5,Active
CD00001161,CU00004399,Classic,350000,14724.53,Blocked
CD00001162,CU00000186,Gold,350000,7081.94,Active
CD00001163,CU00000254,Classic,200000,39845.76,Active
CD00001164,CU00003213,Platinum,200000,10533.49,Active
CD00001165,CU00001325,Classic,500000,7104.4,Active
CD00001166,CU00000706,Gold,350000,7822.59,Active
CD00001167,CU00003645,Classic,500000,4878.06,Active
CD00001168,CU00000294,Platinum,100000,15455.14,Active
CD00001169,CU00002663,Classic,50000,5377.71,Active
CD00001170,CU00002096,Platinum,500000,38660.85,Active
CD00001171,CU00000273,Gold,50000,4183.48,Active
CD00001172,CU00002352,Classic,100000,14628.22,Active
CD00001173,CU00002734,Platinum,500000,23343.03,Active
CD00001174,CU00004683,Business,100000,15854.98,Active
CD00001175,CU00001146,Gold,350000,6859.56,Active
CD00001176,CU00001465,Classic,100000,6270.69,Active
CD00001177,CU00001550,Gold,100000,54804.48,Active
CD00001178,CU00003232,Platinum,200000,2695.78,Active
CD00001179,CU00000118,Classic,50000,7190.67,Active
CD00001180,CU00001206,Gold,100000,4644.31,Active
CD00001181,CU00000033,Gold,50000,3969.1,Active
CD00001182,CU00004940,Gold,50000,44685.63,Active
CD00001183,CU00003686,Classic,200000,7060.29,Active
CD00001184,CU00004039,Classic,200000,12802.91,Closed
CD00001185,CU00000185,Classic,350000,42825.29,Active
CD00001186,CU00003963,Platinum,500000,9057.1,Active
CD00001187,CU00002456,Classic,500000,7964.77,Active
CD00001188,CU00001950,Gold,500000,15776.47,Active
CD00001189,CU00000816,Classic,50000,10677.05,Active
CD00001190,CU00002141,Platinum,100000,7018.52,Active
CD00001191,CU00000380,Gold,350000,4454.08,Active
CD00001192,CU00002833,Gold,200000,4111.92,Active
CD00001193,CU00004882,Gold,350000,20111.66,Active
CD00001194,CU00000339,Platinum,500000,9956.95,Active
CD00001195,CU00003318,Gold,100000,6279.54,Active
CD00001196,CU00000558,Gold,100000,3751.17,Active
CD00001197,CU00001011,Classic,200000,20477.11,Active
CD00001198,CU00001824,Gold,200000,3667.21,Active
CD00001199,CU00003513,Business,200000,3729.12,Active
CD00001200,CU00004131,Gold,350000,1139.55,Active
CD00001201,CU00003955,Gold,350000,4551.51,Active
CD00001202,CU00004105,Gold,200000,4261.14,Active
CD00001203,CU00001363,Classic,50000,5503.6,Active
CD00001204,CU00000463,Platinum,350000,27008.74,Active
CD00001205,CU00001475,Gold,50000,15444.01,Active
CD00001206,CU00003177,Gold,100000,2418.92,Blocked
CD00001207,CU00003225,Business,500000,7479.27,Active
CD00001208,CU00001899,Gold,100000,6748.58,Active
CD00001209,CU00003984,Gold,200000,2444.11,Active
CD00001210,CU00004448,Classic,50000,13515.53,Active
CD00001211,CU00003224,Platinum,100000,4373.08,Active
CD00001212,CU00000169,Platinum,350000,15087.36,Active
CD00001213,CU00000698,Classic,200000,962.8,Closed
CD00001214,CU00003742,Classic,100000,6058.01,Active
CD00001215,CU00004266,Business,200000,7061.41,Active
CD00001216,CU00000060,Gold,100000,6943.31,Active
CD00001217,CU00002972,Classic,200000,10782.36,Active
CD00001218,CU00004856,Gold,500000,14927.99,Active
CD00001219,CU00000773,Classic,350000,24007.48,Active
CD00001220,CU00003931,Gold,500000,16554.13,Active
CD00001221,CU00003865,Gold,500000,681.0,Active
CD00001222,CU00003491,Gold,350000,57261.43,Active
CD00001223,CU00002320,Classic,350000,19479.31,Active
CD00001224,CU00000166,Platinum,200000,506.06,Active
CD00001225,CU00000184,Classic,500000,17520.79,Active
CD00001226,CU00004589,Classic,350000,2882.8,Active
CD00001227,CU00003991,Classic,200000,18115.15,Active
CD00001228,CU00001863,Platinum,50000,38183.13,Active
CD00001229,CU00000959,Classic,500000,27399.63,Active
CD00001230,CU00003551,Classic,500000,12085.07,Active
CD00001231,CU00002111,Business,350000,7135.55,Active
CD00001232,CU00001890,Classic,200000,13356.14,Active
CD00001233,CU00002592,Classic,50000,1917.86,Active
CD00001234,CU00000554,Gold,500000,5128.26,Closed
CD00001235,CU00001963,Classic,50000,32691.8,Active
CD00001236,CU00004696,Gold,200000,17957.4,Active
CD00001237,CU00001613,Business,350000,14166.55,Active
CD00001238,CU00004956,Gold,100000,6860.84,Active
CD00001239,CU00003240,Platinum,100000,8665.92,Active
CD00001240,CU00004746,Gold,500000,15457.54,Active
CD00001241,CU00000255,Classic,500000,4726.81,Active
CD00001242,CU00003019,Classic,500000,39871.27,Active
CD00001243,CU00004742,Platinum,200000,17725.42,Active
CD00001244,CU00004578,Gold,100000,2623.46,Active
CD00001245,CU00002273,Gold,500000,16513.57,Active
CD00001246,CU00003077,Classic,200000,691.54,Active
CD00001247,CU00000278,Platinum,350000,5078.25,Active
CD00001248,CU00002276,Classic,50000,2328.97,Blocked
CD00001249,CU00000328,Gold,350000,4767.36,Active
CD00001250,CU00000796,Classic,500000,13697.04,Active
CD00001251,CU00004191,Gold,200000,1703.67,Active
CD00001252,CU00001650,Business,500000,6132.52,Active
CD00001253,CU00001542,Business,350000,27249.52,Active
CD00001254,CU00002275,Classic,100000,23171.3,Active
CD00001255,CU00001470,Classic,350000,3564.94,Active
CD00001256,CU00000836,Classic,350000,10920.19,Active
CD00001257,CU00002499,Classic,500000,20832.24,Active
CD00001258,CU00000827,Platinum,500000,54556.95,Active
CD00001259,CU00002552,Classic,350000,9219.22,Active
CD00001260,CU00004032,Classic,500000,13537.63,Active
CD00001261,CU00003739,Business,50000,38702.78,Active
CD00001262,CU00003636,Gold,100000,4663.7,Active
CD00001263,CU00001702,Platinum,350000,7153.03,Active
CD00001264,CU00004897,Classic,200000,10820.63,Active
CD00001265,CU00001975,Business,50000,34239.05,Active
CD00001266,CU00000022,Gold,200000,8147.57,Active
CD00001267,CU00003891,Classic,50000,9835.73,Active
CD00001268,CU00002844,Classic,50000,760.71,Active
CD00001269,CU00003514,Gold,50000,5544.59,Active
CD00001270,CU00000638,Platinum,100000,18350.5,Active
CD00001271,CU00001064,Classic,200000,36295.47,Active
CD00001272,CU00003852,Classic,200000,7359.93,Active
CD00001273,CU00004346,Gold,500000,1307.45,Active
CD00001274,CU00002923,Business,350000,6805.49,Active
CD00001275,CU00000761,Classic,500000,4840.2,Active
CD00001276,CU00003702,Platinum,500000,32138.03,Active
CD00001277,CU00001866,Gold,200000,13112.73,Active
CD00001278,CU00001070,Classic,200000,12950.17,Active
CD00001279,CU00002347,Gold,500000,1749.57,Active
CD00001280,CU00000430,Gold,50000,4385.69,Active
CD00001281,CU00003138,Gold,100000,13954.85,Active
CD00001282,CU00002233,Platinum,200000,57236.05,Active
CD00001283,CU00004410,Gold,200000,23171.38,Active
CD00001284,CU00002788,Platinum,100000,17905.48,Active
CD00001285,CU00002230,Classic,200000,5076.14,Active
CD00001286,CU00000288,Classic,350000,4182.73,Active
CD00001287,CU00001567,Platinum,200000,2866.94,Active
CD00001288,CU00003000,Classic,350000,6609.79,Active
CD00001289,CU00002364,Gold,350000,23401.31,Active
CD00001290,CU00003428,Classic,350000,15544.79,Active
CD00001291,CU00003643,Classic,350000,4624.27,Active
CD00001292,CU00001440,Gold,500000,24240.36,Active
CD00001293,CU00000010,Platinum,50000,14360.85,Active
CD00001294,CU00001737,Classic,100000,19488.56,Active
CD00001295,CU00001171,Classic,350000,11067.23,Active
CD00001296,CU00002105,Gold,500000,9893.93,Active
CD00001297,CU00001823,Gold,350000,106418.61,Active
CD00001298,CU00001851,Classic,200000,12373.82,Active
CD00001299,CU00001689,Gold,350000,48607.85,Active
CD00001300,CU00003692,Classic,100000,1749.96,Active
CD00001301,CU00004432,Platinum,100000,4189.59,Closed
CD00001302,CU00001450,Gold,100000,13290.27,Active
CD00001303,CU00004840,Gold,50000,28408.15,Active
CD00001304,CU00003072,Classic,350000,15709.55,Active
CD00001305,CU00002403,Gold,100000,28410.13,Active
CD00001306,CU00004983,Platinum,350000,49677.09,Active
CD00001307,CU00003359,Business,200000,11870.55,Active
CD00001308,CU00002470,Classic,500000,59054.93,Active
CD00001309,CU00000264,Platinum,350000,8233.05,Active
CD00001310,CU00003610,Gold,350000,4641.18,Active
CD00001311,CU00001109,Business,350000,552.59,Active
CD00001312,CU00004052,Platinum,200000,1581.74,Active
CD00001313,CU00000112,Classic,500000,4213.09,Active
CD00001314,CU00000756,Gold,100000,16584.3,Active
CD00001315,CU00001658,Business,350000,7531.03,Active
CD00001316,CU00004466,Classic,350000,2743.41,Active
CD00001317,CU00003452,Classic,100000,8882.87,Active
CD00001318,CU00002962,Gold,50000,4954.93,Active
CD00001319,CU00003879,Classic,500000,13282.49,Active
CD00001320,CU00000735,Gold,50000,4692.86,Active
CD00001321,CU00004172,Gold,350000,11156.14,Active
CD00001322,CU00002173,Classic,200000,27457.78,Active
CD00001323,CU00003080,Gold,200000,19847.6,Active
CD00001324,CU00003670,Platinum,100000,64733.32,Active
CD00001325,CU00002820,Gold,350000,25307.58,Active
CD00001326,CU00004320,Classic,50000,34637.1,Active
CD00001327,CU00000384,Gold,350000,4553.2,Active
CD00001328,CU00001643,Classic,500000,35474.65,Active
CD00001329,CU00000928,Classic,50000,32031.51,Active
CD00001330,CU00003178,Classic,350000,1676.53,Active
CD00001331,CU00000081,Classic,350000,3513.88,Closed
CD00001332,CU00004759,Gold,100000,10581.2,Active
CD00001333,CU00003635,Classic,500000,2834.65,Active
CD00001334,CU00002915,Gold,100000,11816.45,Active
CD00001335,CU00003777,Business,350000,13993.83,Active
CD00001336,CU00001588,Platinum,200000,3621.96,Active
CD00001337,CU00001473,Classic,200000,34219.84,Active
CD00001338,CU00002234,Classic,100000,2339.96,Active
CD00001339,CU00002000,Classic,350000,2080.03,Closed
CD00001340,CU00002770,Classic,500000,14105.39,Active
CD00001341,CU00002330,Classic,200000,11547.77,Closed
CD00001342,CU00003135,Classic,500000,7075.91,Active
CD00001343,CU00004664,Classic,500000,7568.12,Active
CD00001344,CU00000077,Classic,50000,4218.37,Active
CD00001345,CU00003837,Gold,350000,18018.25,Active
CD00001346,CU00000360,Platinum,100000,19802.25,Active
CD00001347,CU00000123,Platinum,200000,15777.14,Active
CD00001348,CU00001435,Platinum,350000,6695.25,Active
CD00001349,CU00002647,Classic,100000,1879.35,Active
CD00001350,CU00000965,Gold,100000,4555.97,Active
CD00001351,CU00002720,Classic,350000,32613.66,Active
CD00001352,CU00001532,Gold,500000,13045.79,Active
CD00001353,CU00001281,Classic,350000,14188.41,Active
CD00001354,CU00001393,Platinum,100000,20851.1,Active
CD00001355,CU00004114,Classic,200000,25345.55,Blocked
CD00001356,CU00004570,Classic,350000,30919.12,Active
CD00001357,CU00001895,Classic,500000,3775.03,Active
CD00001358,CU00004777,Classic,50000,13831.77,Active
CD00001359,CU00002577,Classic,500000,22964.04,Active
CD00001360,CU00004249,Classic,500000,9501.57,Active
CD00001361,CU00003835,Gold,350000,9352.28,Active
CD00001362,CU00001858,Platinum,500000,5793.61,Closed
CD00001363,CU00004271,Gold,100000,7230.24,Active
CD00001364,CU00004006,Classic,50000,7753.49,Active
CD00001365,CU00003083,Gold,350000,2473.7,Blocked
CD00001366,CU00000945,Classic,50000,1289.38,Active
CD00001367,CU00001876,Classic,100000,3970.54,Active
CD00001368,CU00004560,Platinum,50000,42809.8,Active
CD00001369,CU00001918,Classic,50000,1008.9,Closed
CD00001370,CU00000621,Classic,100000,5624.26,Active
CD00001371,CU00003936,Gold,200000,6746.63,Active
CD00001372,CU00001343,Classic,100000,6344.95,Active
CD00001373,CU00003914,Gold,350000,5362.07,Active
CD00001374,CU00004491,Platinum,100000,2185.59,Active
CD00001375,CU00001061,Gold,200000,11294.82,Active
CD00001376,CU00004379,Classic,100000,6674.81,Active
CD00001377,CU00004877,Classic,500000,42938.41,Active
CD00001378,CU00004038,Platinum,350000,5410.22,Active
CD00001379,CU00003916,Gold,50000,27603.79,Active
CD00001380,CU00003132,Classic,200000,695.54,Active
CD00001381,CU00001259,Classic,500000,1446.34,Active
CD00001382,CU00000476,Classic,200000,10125.67,Active
CD00001383,CU00001128,Gold,200000,3341.35,Active
CD00001384,CU00003176,Classic,350000,100446.91,Active
CD00001385,CU00001037,Classic,500000,48448.87,Active
CD00001386,CU00004309,Classic,350000,19998.62,Active
CD00001387,CU00003508,Business,500000,51252.21,Active
CD00001388,CU00003547,Gold,100000,14689.09,Active
CD00001389,CU00000031,Business,100000,39034.53,Active
CD00001390,CU00000383,Gold,50000,21752.22,Active
CD00001391,CU00002510,Platinum,500000,12865.55,Active
CD00001392,CU00003661,Classic,500000,6007.76,Active
CD00001393,CU00004064,Platinum,50000,8702.2,Active
CD00001394,CU00002415,Platinum,200000,3266.4,Blocked
CD00001395,CU00003451,Platinum,100000,3286.91,Active
CD00001396,CU00003874,Business,50000,296167.16,Active
CD00001397,CU00000362,Classic,100000,9685.71,Active
CD00001398,CU00002879,Classic,100000,4234.32,Active
CD00001399,CU00004376,Gold,50000,9425.75,Active
CD00001400,CU00004793,Gold,50000,25391.55,Active
CD00001401,CU00001548,Classic,350000,6990.58,Active
CD00001402,CU00001403,Classic,100000,31135.73,Active
CD00001403,CU00001519,Platinum,100000,1289.9,Active
CD00001404,CU00000038,Classic,100000,50988.37,Active
CD00001405,CU00002178,Gold,100000,131208.45,Active
CD00001406,CU00001431,Platinum,200000,62614.3,Blocked
CD00001407,CU00000347,Classic,500000,20578.99,Active
CD00001408,CU00002551,Classic,100000,24244.6,Active
CD00001409,CU00004187,Classic,50000,18689.55,Active
CD00001410,CU00004086,Gold,50000,3798.54,Active
CD00001411,CU00000951,Platinum,500000,29843.82,Active
CD00001412,CU00002667,Gold,200000,22146.85,Active
CD00001413,CU00000967,Classic,50000,1323.44,Active
CD00001414,CU00000013,Platinum,350000,26043.05,Active
CD00001415,CU00004022,Gold,350000,43703.89,Active
CD00001416,CU00003839,Classic,50000,20736.6,Active
CD00001417,CU00001585,Gold,500000,5163.97,Active
CD00001418,CU00004907,Classic,350000,2392.2,Active
CD00001419,CU00000993,Platinum,200000,17558.91,Active
CD00001420,CU00000388,Gold,200000,12973.17,Active
CD00001421,CU00002228,Classic,100000,44338.59,Active
CD00001422,CU00003597,Classic,200000,3149.53,Active
CD00001423,CU00002149,Classic,200000,13869.17,Active
CD00001424,CU00004556,Gold,500000,949.85,Active
CD00001425,CU00000271,Classic,200000,4517.55,Active
CD00001426,CU00002598,Classic,500000,4744.41,Active
CD00001427,CU00001399,Business,350000,15516.91,Active
CD00001428,CU00001318,Classic,350000,7282.36,Closed
CD00001429,CU00001467,Gold,50000,38588.94,Active
CD00001430,CU00002294,Gold,350000,2832.84,Active
CD00001431,CU00004718,Gold,500000,29315.88,Active
CD00001432,CU00004755,Classic,100000,18408.42,Active
CD00001433,CU00003165,Gold,50000,102704.44,Active
CD00001434,CU00002795,Business,350000,30050.84,Active
CD00001435,CU00003169,Gold,350000,26020.87,Active
CD00001436,CU00003276,Classic,100000,20214.05,Active
CD00001437,CU00004902,Gold,500000,1871.02,Active
CD00001438,CU00004748,Platinum,100000,5982.92,Active
CD00001439,CU00004853,Gold,200000,37700.99,Active
CD00001440,CU00000331,Gold,200000,6596.94,Active
CD00001441,CU00000425,Classic,200000,23013.51,Active
CD00001442,CU00001614,Platinum,500000,10544.1,Active
CD00001443,CU00003609,Classic,500000,11869.68,Active
CD00001444,CU00003819,Classic,350000,15185.58,Active
CD00001445,CU00003415,Classic,350000,63767.14,Active
CD00001446,CU00000999,Classic,200000,13991.62,Active
CD00001447,CU00002811,Classic,100000,49151.95,Active
CD00001448,CU00004842,Classic,50000,7227.1,Active
CD00001449,CU00004847,Gold,350000,980.68,Active
CD00001450,CU00001796,Classic,50000,2335.99,Active
CD00001451,CU00000172,Business,200000,47445.04,Active
CD00001452,CU00002459,Platinum,350000,10288.47,Active
CD00001453,CU00002819,Gold,200000,91781.23,Active
CD00001454,CU00002987,Classic,350000,6726.6,Active
CD00001455,CU00001506,Classic,50000,12287.34,Active
CD00001456,CU00000905,Classic,200000,29848.23,Active
CD00001457,CU00002290,Gold,200000,24577.82,Active
CD00001458,CU00000806,Classic,100000,6965.83,Active
CD00001459,CU00001885,Gold,100000,7881.49,Active
CD00001460,CU00004377,Gold,50000,57088.64,Active
CD00001461,CU00002559,Classic,500000,5117.94,Active
CD00001462,CU00004706,Gold,500000,18325.2,Active
CD00001463,CU00002866,Gold,50000,7828.6,Active
CD00001464,CU00000618,Classic,500000,18092.82,Active
CD00001465,CU00002596,Classic,350000,2525.43,Active
CD00001466,CU00000793,Platinum,100000,6629.43,Active
CD00001467,CU00003229,Classic,200000,52679.69,Active
CD00001468,CU00000306,Classic,500000,5172.41,Active
CD00001469,CU00004855,Classic,200000,1207.96,Active
CD00001470,CU00002250,Gold,500000,5203.48,Active
CD00001471,CU00001741,Classic,50000,15580.23,Active
CD00001472,CU00003358,Gold,350000,7335.71,Active
CD00001473,CU00003705,Gold,50000,14446.65,Active
CD00001474,CU00002588,Classic,200000,531.27,Active
CD00001475,CU00004763,Platinum,500000,825.33,Blocked
CD00001476,CU00003417,Gold,200000,3208.07,Active
CD00001477,CU00003464,Classic,50000,2081.92,Active
CD00001478,CU00001791,Platinum,100000,7169.74,Active
CD00001479,CU00004867,Classic,200000,12556.73,Active
CD00001480,CU00002503,Platinum,50000,23528.02,Active
CD00001481,CU00003647,Platinum,100000,104925.09,Active
CD00001482,CU00001892,Platinum,100000,3814.15,Active
CD00001483,CU00000488,Classic,350000,25647.93,Active
CD00001484,CU00001291,Gold,50000,1268.94,Active
CD00001485,CU00003375,Gold,50000,5944.17,Active
CD00001486,CU00000154,Classic,500000,6834.06,Active
CD00001487,CU00000663,Business,50000,9496.53,Active
CD00001488,CU00004304,Gold,50000,9372.03,Active
CD00001489,CU00004348,Gold,500000,96473.08,Active
CD00001490,CU00001720,Platinum,350000,28304.22,Active
CD00001491,CU00004963,Platinum,500000,18758.63,Active
CD00001492,CU00003521,Platinum,350000,58412.84,Blocked
CD00001493,CU00004817,Classic,200000,7054.92,Active
CD00001494,CU00003410,Gold,50000,30826.32,Active
CD00001495,CU00004886,Gold,50000,3795.25,Active
CD00001496,CU00002264,Classic,350000,5323.9,Active
CD00001497,CU00002782,Classic,200000,53193.93,Active
CD00001498,CU00003053,Gold,350000,3251.94,Active
CD00001499,CU00000766,Classic,100000,36080.63,Active
CD00001500,CU00002013,Classic,100000,17488.87,Blocked
CD00001501,CU00000990,Gold,50000,1973.11,Active
CD00001502,CU00004851,Classic,500000,387342.83,Active
CD00001503,CU00003280,Classic,350000,11977.47,Active
CD00001504,CU00000108,Classic,500000,5376.07,Active
CD00001505,CU00000387,Classic,200000,13201.74,Active
CD00001506,CU00003223,Classic,100000,12927.67,Active
CD00001507,CU00003319,Platinum,500000,13170.04,Active
CD00001508,CU00001957,Classic,100000,8386.5,Active
CD00001509,CU00002960,Platinum,500000,10795.32,Active
CD00001510,CU00002614,Gold,50000,26839.0,Active
CD00001511,CU00000940,Classic,200000,22969.46,Active
CD00001512,CU00004516,Business,350000,15996.53,Active
CD00001513,CU00004054,Classic,200000,82735.12,Active
CD00001514,CU00002903,Platinum,200000,17349.57,Active
CD00001515,CU00004697,Gold,350000,7985.59,Active
CD00001516,CU00002119,Classic,350000,7837.99,Active
CD00001517,CU00003744,Platinum,350000,15846.39,Active
CD00001518,CU00000357,Platinum,200000,952.77,Active
CD00001519,CU00002350,Platinum,350000,5345.44,Active
CD00001520,CU00003822,Gold,50000,10756.31,Active
CD00001521,CU00001106,Business,200000,27291.03,Active
CD00001522,CU00001132,Gold,50000,4554.78,Active
CD00001523,CU00004553,Gold,200000,7084.0,Active
CD00001524,CU00004142,Gold,500000,43706.49,Active
CD00001525,CU00002497,Classic,500000,23633.46,Active
CD00001526,CU00001804,Gold,500000,5232.94,Active
CD00001527,CU00003174,Gold,350000,9180.12,Active
CD00001528,CU00000163,Platinum,350000,11185.5,Active
CD00001529,CU00000541,Gold,500000,8685.41,Active
CD00001530,CU00002357,Gold,200000,7393.61,Active
CD00001531,CU00000619,Classic,200000,37675.75,Active
CD00001532,CU00002211,Gold,200000,1392.63,Active
CD00001533,CU00004359,Platinum,200000,4085.58,Active
CD00001534,CU00004199,Platinum,500000,5531.15,Active
CD00001535,CU00000220,Business,500000,9895.02,Active
CD00001536,CU00004104,Platinum,100000,6635.65,Active
CD00001537,CU00003208,Gold,200000,25014.67,Active
CD00001538,CU00000037,Classic,100000,9026.67,Active
CD00001539,CU00004011,Gold,350000,15965.59,Active
CD00001540,CU00001561,Classic,350000,34120.2,Active
