loan_id,customer_id,branch_id,loan_type,origination_date,principal_amount,outstanding_amount,interest_rate,term_months,days_past_due,credit_score,loan_status
LN00001056,CU00003881,BR013,Vehicle,2021-03-26,1951919.75,812431.38,8.45,180,0,730,Current
LN00001057,CU00003349,BR010,Personal,2025-09-25,1444009.61,1327228.62,17.96,12,60,779,Delinquent
LN00001058,CU00004399,BR013,Home,2025-07-16,496971.52,415079.45,10.06,240,0,690,Current
LN00001059,CU00003794,BR014,Business,2026-01-28,313502.93,199711.2,14.24,120,0,743,Current
LN00001060,CU00000378,BR005,Personal,2024-02-12,468598.77,334549.53,8.46,180,0,747,Current
LN00001061,CU00000030,BR004,Home,2024-02-05,948465.1,909884.46,13.64,240,0,786,Current
LN00001062,CU00003438,BR024,Personal,2023-06-06,557977.24,519781.44,17.65,240,15,770,Current
LN00001063,CU00003563,BR011,Vehicle,2023-01-12,346467.19,189483.7,17.08,120,0,680,Current
LN00001064,CU00001821,BR004,Home,2020-11-23,658266.51,164295.57,11.35,36,0,828,Current
LN00001065,CU00002219,BR015,Personal,2024-10-03,836345.01,610964.9,12.4,240,0,797,Current
LN00001066,CU00002322,BR013,Home,2025-05-13,2619508.12,746347.54,10.58,12,15,738,Current
LN00001067,CU00000544,BR018,Personal,2020-11-16,2853669.05,548161.48,10.96,60,0,712,Current
LN00001068,CU00001151,BR003,Education,2021-05-05,155015.76,67840.78,10.22,240,0,708,Current
LN00001069,CU00000839,BR024,Personal,2025-04-30,90936.45,52566.51,10.74,240,0,750,Current
LN00001070,CU00004569,BR015,Vehicle,2023-03-27,468894.67,387070.5,17.81,60,0,711,Current
LN00001071,CU00003806,BR007,Vehicle,2024-03-24,886409.03,182410.59,17.42,240,0,599,Current
LN00001072,CU00002791,BR022,Personal,2020-08-30,865864.98,461160.53,16.59,60,0,736,Current
LN00001073,CU00004290,BR017,Personal,2020-11-16,123805.66,55775.73,16.4,12,0,635,Current
LN00001074,CU00000984,BR005,Personal,2023-05-03,1360579.54,993669.32,10.24,36,0,660,Current
LN00001075,CU00000341,BR024,Vehicle,2022-06-08,965322.7,557502.49,15.49,12,30,720,Delinquent
LN00001076,CU00004563,BR006,Personal,2020-10-17,1444710.84,1157242.81,14.91,24,120,706,Non-performing
LN00001077,CU00000310,BR009,Home,2025-03-17,2612283.13,433269.71,13.37,120,0,743,Current
LN00001078,CU00003358,BR018,Home,2025-05-23,185417.31,41872.75,8.97,120,0,698,Current
LN00001079,CU00002104,BR023,Vehicle,2025-01-03,78741.83,41060.48,12.77,240,0,687,Current
LN00001080,CU00000296,BR001,Vehicle,2022-12-24,264924.89,160398.67,15.26,60,0,637,Current
LN00001081,CU00000469,BR015,Home,2023-05-24,373963.87,283109.85,10.5,36,30,707,Delinquent
LN00001082,CU00003416,BR022,Home,2025-03-22,2402506.14,1834467.57,16.71,60,0,572,Current
LN00001083,CU00004572,BR018,Personal,2022-05-29,564205.04,520468.98,8.14,12,0,748,Current
LN00001084,CU00001449,BR005,Home,2024-09-03,1807661.76,309021.59,7.6,180,0,752,Current
LN00001085,CU00000407,BR005,Home,2025-09-30,205946.52,76640.45,12.36,36,0,792,Current
LN00001086,CU00003804,BR007,Home,2021-08-23,333481.39,156918.45,10.68,36,0,723,Current
LN00001087,CU00002980,BR019,Home,2025-12-06,313968.57,271504.36,8.53,60,0,754,Current
LN00001088,CU00002972,BR002,Home,2022-10-26,143427.77,78341.37,14.76,180,0,819,Current
LN00001089,CU00001417,BR021,Vehicle,2021-03-17,790252.78,662064.25,8.45,60,0,676,Current
LN00001090,CU00003342,BR008,Home,2021-01-01,671725.08,373090.45,17.82,120,0,731,Current
LN00001091,CU00004559,BR022,Vehicle,2022-02-18,3172055.65,1533086.75,13.41,24,0,734,Current
LN00001092,CU00004728,BR018,Home,2026-07-16,375446.99,278481.53,17.48,120,90,742,Non-performing
LN00001093,CU00001773,BR023,Vehicle,2022-07-01,1216602.48,432390.66,13.97,36,0,723,Current
LN00001094,CU00000604,BR018,Home,2025-01-26,239098.6,36337.95,10.33,24,0,631,Current
LN00001095,CU00000790,BR009,Personal,2020-10-10,914814.86,843724.69,14.06,24,0,621,Current
LN00001096,CU00003201,BR021,Vehicle,2021-05-27,164785.86,90399.84,13.02,240,0,669,Current
LN00001097,CU00001460,BR019,Vehicle,2021-05-24,63755.88,16402.33,14.05,36,15,728,Current
LN00001098,CU00001079,BR002,Home,2024-07-22,534372.52,209551.07,10.97,120,0,642,Current
LN00001099,CU00001765,BR024,Home,2025-02-10,281380.82,245169.45,13.08,180,0,757,Current
LN00001100,CU00000737,BR019,Home,2026-03-27,1025076.15,705377.45,11.36,12,0,643,Current
LN00001101,CU00004890,BR001,Home,2023-11-18,229805.31,48431.21,11.24,240,0,691,Current
LN00001102,CU00003347,BR007,Business,2025-01-03,266451.72,94625.35,8.64,120,0,772,Current
LN00001103,CU00000619,BR023,Education,2024-12-11,457252.7,220930.8,18.57,120,0,801,Current
LN00001104,CU00001227,BR006,Vehicle,2021-02-26,1105827.66,933510.97,15.19,120,0,730,Current
LN00001105,CU00003663,BR008,Education,2020-11-09,400093.14,200063.05,12.89,12,0,751,Current
LN00001106,CU00002679,BR021,Home,2026-03-11,2114703.72,458898.94,12.57,60,0,850,Current
LN00001107,CU00001693,BR017,Vehicle,2025-11-02,171272.35,115864.47,17.55,180,0,781,Current
LN00001108,CU00001152,BR009,Business,2023-05-31,2053431.62,1640048.05,15.35,12,0,850,Current
LN00001109,CU00001535,BR021,Home,2021-05-24,532535.3,477709.46,15.25,180,0,838,Current
LN00001110,CU00002618,BR016,Home,2021-07-13,385524.63,83712.3,7.65,36,60,744,Delinquent
LN00001111,CU00001063,BR011,Business,2022-12-05,839229.28,186137.97,14.57,60,0,757,Current
LN00001112,CU00001515,BR017,Vehicle,2025-05-06,583950.02,382347.43,15.45,240,0,744,Current
LN00001113,CU00000586,BR006,Home,2023-04-30,2278872.84,1072611.69,15.83,60,0,807,Current
LN00001114,CU00001510,BR024,Home,2021-06-29,954824.47,317690.57,7.67,120,30,655,Delinquent
LN00001115,CU00001048,BR022,Personal,2023-06-12,986049.31,884193.71,19.18,36,0,588,Current
LN00001116,CU00004023,BR020,Home,2020-09-05,120621.56,115198.52,19.3,24,0,642,Current
LN00001117,CU00003714,BR019,Business,2020-09-28,202511.7,39077.05,13.73,240,0,823,Current
LN00001118,CU00001370,BR005,Home,2025-03-23,185968.99,135951.36,17.49,60,0,717,Current
LN00001119,CU00001868,BR022,Home,2025-09-21,222914.28,154587.96,8.6,240,0,622,Current
LN00001120,CU00004049,BR008,Personal,2021-12-21,893005.31,413968.13,16.39,180,0,649,Current
LN00001121,CU00000130,BR023,Vehicle,2021-06-20,930548.13,482498.99,10.19,12,0,756,Current
LN00001122,CU00002675,BR010,Home,2020-11-28,115822.22,46793.16,12.25,240,0,796,Current
LN00001123,CU00000470,BR016,Home,2021-05-05,567527.02,541603.89,18.99,36,90,641,Non-performing
LN00001124,CU00003409,BR018,Personal,2022-09-01,153937.25,90106.72,15.67,24,0,732,Current
LN00001125,CU00004880,BR003,Vehicle,2021-08-27,612530.91,228138.96,9.89,180,0,673,Current
LN00001126,CU00001407,BR014,Vehicle,2021-10-31,703303.39,342746.53,16.24,180,0,751,Current
LN00001127,CU00000192,BR011,Education,2020-11-09,2432681.53,2243377.0,8.28,36,0,722,Current
LN00001128,CU00003622,BR001,Vehicle,2024-05-12,517752.68,333738.8,7.56,24,0,676,Current
LN00001129,CU00001094,BR008,Home,2026-05-01,278216.0,185980.13,16.33,24,0,703,Current
LN00001130,CU00004492,BR019,Vehicle,2021-03-04,207249.87,118446.09,8.17,60,0,733,Current
LN00001131,CU00000405,BR012,Home,2020-10-12,1662196.71,1137581.18,12.38,120,0,777,Current
LN00001132,CU00004776,BR020,Business,2026-05-27,138685.18,91796.44,12.57,240,0,691,Current
LN00001133,CU00000140,BR014,Education,2021-12-03,434550.99,346668.12,16.06,12,15,742,Current
LN00001134,CU00004626,BR009,Personal,2023-07-10,1042337.11,490648.43,17.37,240,30,693,Delinquent
LN00001135,CU00004991,BR004,Home,2023-01-24,244275.53,119983.69,7.5,12,15,638,Current
LN00001136,CU00004192,BR008,Personal,2022-07-22,246654.29,192428.77,10.28,240,0,787,Current
LN00001137,CU00002011,BR023,Vehicle,2021-12-25,215419.94,94974.74,15.91,240,0,748,Current
LN00001138,CU00000610,BR009,Personal,2021-10-10,102853.4,82890.42,11.06,240,30,820,Delinquent
LN00001139,CU00004812,BR006,Vehicle,2025-04-19,334539.84,172720.64,18.65,12,0,701,Current
LN00001140,CU00001446,BR006,Personal,2023-06-04,4199508.17,700691.62,18.52,180,0,746,Current
LN00001141,CU00000731,BR004,Home,2020-09-29,476900.63,207880.56,14.91,36,0,717,Current
LN00001142,CU00003162,BR017,Business,2026-04-28,294133.87,184221.42,14.51,180,60,683,Delinquent
LN00001143,CU00000364,BR013,Education,2023-04-12,2294423.82,1758202.61,11.67,12,90,723,Non-performing
LN00001144,CU00001080,BR007,Business,2023-11-16,50000.0,28339.57,7.81,180,0,682,Current
LN00001145,CU00002485,BR013,Vehicle,2021-08-21,352856.81,96120.77,8.17,12,0,737,Current
LN00001146,CU00002096,BR021,Personal,2023-03-11,50000.0,22734.08,15.52,120,0,712,Current
LN00001147,CU00000518,BR001,Vehicle,2024-10-30,791514.62,513060.96,12.85,120,0,748,Current
LN00001148,CU00002527,BR006,Home,2025-03-16,1781780.15,735278.06,13.67,240,0,591,Current
LN00001149,CU00004392,BR004,Home,2023-06-19,135675.82,20224.24,9.35,180,0,679,Current
LN00001150,CU00004405,BR019,Home,2023-09-25,209778.75,51401.93,15.66,60,0,732,Current
LN00001151,CU00002087,BR021,Business,2020-12-24,1896748.48,987935.16,18.72,240,0,728,Current
LN00001152,CU00002444,BR004,Education,2025-01-01,126987.75,78225.72,7.59,12,0,759,Current
LN00001153,CU00002125,BR018,Education,2023-06-06,209351.62,181449.72,16.44,180,0,703,Current
LN00001154,CU00000932,BR010,Vehicle,2020-09-25,3075686.52,1758240.83,13.68,180,0,788,Current
LN00001155,CU00001856,BR005,Home,2025-01-26,315111.42,250475.6,14.56,12,0,575,Current
LN00001156,CU00004072,BR002,Vehicle,2023-07-06,110952.63,41936.79,16.58,24,0,796,Current
LN00001157,CU00001473,BR023,Vehicle,2025-12-07,1376925.23,313886.15,14.04,12,0,637,Current
LN00001158,CU00001662,BR013,Education,2025-09-16,102316.91,95323.74,13.57,60,0,653,Current
LN00001159,CU00001962,BR020,Education,2023-06-03,1491994.11,709201.48,16.07,24,0,763,Current
LN00001160,CU00000982,BR023,Business,2025-04-24,2038235.52,1743904.71,17.19,240,0,701,Current
LN00001161,CU00001381,BR012,Personal,2021-12-09,110527.19,67206.85,15.33,180,15,850,Current
LN00001162,CU00001735,BR023,Vehicle,2021-01-21,856262.96,573929.34,11.59,180,0,710,Current
LN00001163,CU00004002,BR012,Education,2022-02-15,72111.28,42412.2,16.05,60,0,671,Current
LN00001164,CU00002474,BR022,Home,2023-03-23,671384.43,80952.7,12.1,12,0,706,Current
LN00001165,CU00003597,BR023,Education,2025-02-20,708473.51,275122.22,14.01,36,30,733,Delinquent
LN00001166,CU00002707,BR015,Home,2025-12-07,125883.28,58189.16,12.44,120,0,540,Current
LN00001167,CU00004217,BR014,Business,2022-08-17,134551.09,54639.57,8.43,180,0,760,Current
LN00001168,CU00002944,BR004,Business,2025-04-07,558693.15,237130.0,17.26,12,120,665,Non-performing
LN00001169,CU00004749,BR022,Vehicle,2021-06-30,906976.98,761433.0,15.18,240,0,837,Current
LN00001170,CU00002724,BR001,Business,2021-08-05,1042829.17,394047.34,8.3,180,0,724,Current
LN00001171,CU00002710,BR007,Vehicle,2021-05-28,540926.31,168929.75,12.81,180,0,723,Current
LN00001172,CU00002896,BR010,Business,2020-10-16,2980362.33,978661.64,9.45,240,90,641,Non-performing
LN00001173,CU00003845,BR004,Vehicle,2023-06-24,1927532.31,572499.06,18.7,180,0,772,Current
LN00001174,CU00004445,BR019,Home,2026-05-09,268164.05,211884.21,8.93,24,0,647,Current
LN00001175,CU00002894,BR015,Business,2024-11-28,906959.79,197848.73,10.33,60,0,798,Current
LN00001176,CU00002161,BR015,Vehicle,2023-02-17,732987.13,351425.68,12.99,60,0,743,Current
LN00001177,CU00000711,BR008,Home,2024-06-20,514756.08,433677.04,10.49,24,0,746,Current
LN00001178,CU00000266,BR017,Home,2026-01-21,479456.24,455748.2,10.86,120,0,646,Current
LN00001179,CU00002765,BR016,Personal,2026-07-12,675338.93,419331.8,11.5,24,0,690,Current
LN00001180,CU00004479,BR016,Home,2026-03-09,400506.0,267702.93,11.39,24,30,649,Delinquent
LN00001181,CU00002155,BR013,Personal,2026-05-10,805155.23,302540.83,18.66,24,30,654,Delinquent
LN00001182,CU00001620,BR018,Vehicle,2021-03-12,356498.35,310033.43,13.73,24,0,582,Current
LN00001183,CU00001148,BR008,Personal,2021-04-23,1335991.92,776425.07,11.7,24,0,670,Current
LN00001184,CU00000128,BR012,Business,2022-09-12,762137.68,729161.34,14.47,12,0,687,Current
LN00001185,CU00003251,BR013,Personal,2025-01-14,374778.56,245954.53,8.47,240,30,686,Delinquent
LN00001186,CU00002071,BR016,Business,2023-12-13,2081304.13,1317633.63,18.56,120,0,840,Current
LN00001187,CU00002830,BR009,Home,2025-04-14,491726.9,241613.04,8.81,120,15,850,Current
LN00001188,CU00003326,BR015,Personal,2026-04-26,2271550.78,1962026.66,9.3,12,0,669,Current
LN00001189,CU00003839,BR014,Business,2025-01-24,232273.51,143418.23,19.21,24,0,763,Current
LN00001190,CU00003600,BR010,Personal,2021-12-13,208804.23,132114.7,9.53,240,0,808,Current
LN00001191,CU00004052,BR004,Vehicle,2021-10-29,1454866.49,1364259.73,16.24,120,0,744,Current
LN00001192,CU00001150,BR015,Home,2022-11-02,237402.0,49451.08,11.44,60,0,632,Current
LN00001193,CU00000166,BR019,Personal,2025-10-21,359783.15,324308.76,13.94,180,0,724,Current
LN00001194,CU00001120,BR011,Home,2025-06-08,246138.18,32880.42,12.23,12,0,722,Current
LN00001195,CU00001664,BR008,Personal,2024-08-04,78146.99,11589.68,15.84,36,0,726,Current
LN00001196,CU00004155,BR003,Vehicle,2021-03-06,344818.32,285119.09,17.69,36,0,633,Current
LN00001197,CU00002783,BR021,Personal,2024-08-31,211063.73,85275.29,10.54,12,0,720,Current
LN00001198,CU00000134,BR016,Business,2022-09-14,557297.2,370937.77,10.93,24,90,631,Non-performing
LN00001199,CU00000452,BR014,Personal,2026-03-07,483929.52,241628.93,15.02,60,0,702,Current
LN00001200,CU00001631,BR012,Personal,2022-07-26,360910.53,231382.2,12.89,240,0,652,Current
LN00001201,CU00004243,BR003,Personal,2025-08-31,169277.79,147813.78,17.74,12,0,720,Current
LN00001202,CU00002525,BR010,Personal,2024-12-27,676416.02,642980.51,12.72,120,0,738,Current
LN00001203,CU00002408,BR018,Business,2025-08-20,393850.08,242295.86,12.3,60,0,726,Current
LN00001204,CU00002237,BR021,Home,2021-03-25,446919.93,404317.62,10.25,180,15,757,Current
LN00001205,CU00003174,BR017,Home,2024-12-17,363242.04,88173.91,10.34,36,0,762,Current
LN00001206,CU00002827,BR001,Home,2024-10-31,449301.47,76257.48,14.83,24,0,669,Current
LN00001207,CU00003383,BR015,Business,2023-06-04,386850.76,312366.07,17.0,240,90,675,Non-performing
LN00001208,CU00000259,BR004,Home,2025-02-02,2594259.02,2247018.64,8.4,240,0,752,Current
LN00001209,CU00000343,BR018,Home,2021-06-15,70648.59,33734.52,15.87,180,0,787,Current
LN00001210,CU00000021,BR016,Business,2021-07-31,111754.52,73922.59,14.29,180,0,568,Current
LN00001211,CU00004702,BR021,Personal,2024-11-09,274505.75,129598.36,8.32,120,0,728,Current
LN00001212,CU00001824,BR009,Vehicle,2021-12-14,302609.35,275749.27,10.63,12,0,628,Current
LN00001213,CU00001324,BR022,Home,2022-03-24,110161.81,98555.1,15.73,24,0,736,Current
LN00001214,CU00000622,BR015,Home,2022-05-18,526355.08,500539.06,12.51,12,0,782,Current
LN00001215,CU00000086,BR019,Home,2026-01-26,240127.62,155026.08,17.87,12,0,791,Current
LN00001216,CU00004697,BR019,Personal,2026-07-10,146908.64,140687.1,19.3,180,0,660,Current
LN00001217,CU00002530,BR015,Vehicle,2025-07-09,134700.48,73636.18,10.99,36,0,581,Current
LN00001218,CU00003800,BR009,Education,2021-11-20,163023.73,127435.67,9.71,60,0,676,Current
LN00001219,CU00001786,BR004,Home,2024-11-07,2775333.07,1412226.04,10.49,36,0,656,Current
LN00001220,CU00004248,BR023,Home,2021-05-15,132991.68,94248.81,13.67,12,0,625,Current
LN00001221,CU00004446,BR001,Business,2022-06-11,436543.15,177742.7,11.31,60,0,844,Current
LN00001222,CU00003585,BR023,Business,2022-12-18,434603.04,332321.96,14.58,24,0,701,Current
LN00001223,CU00003407,BR003,Education,2023-06-25,273162.31,224450.5,18.74,180,0,699,Current
LN00001224,CU00003763,BR016,Personal,2025-09-16,1098766.24,288050.11,11.19,120,0,772,Current
LN00001225,CU00003034,BR016,Education,2024-01-05,476609.21,354385.18,8.6,240,0,671,Current
LN00001226,CU00004474,BR005,Education,2024-06-29,460867.17,429085.89,18.95,120,0,726,Current
LN00001227,CU00003854,BR015,Education,2023-03-03,50000.0,45244.14,10.35,60,60,835,Delinquent
LN00001228,CU00003587,BR006,Home,2024-05-09,4953254.58,2225057.99,10.64,12,0,850,Current
LN00001229,CU00000779,BR007,Home,2022-07-09,437706.92,392081.64,10.33,60,0,790,Current
LN00001230,CU00004671,BR018,Education,2021-09-18,970329.26,271655.77,11.42,240,0,812,Current
LN00001231,CU00001607,BR006,Vehicle,2022-10-30,606989.03,117836.85,14.21,12,0,843,Current
LN00001232,CU00000826,BR004,Home,2025-04-11,548347.48,279897.64,15.2,120,60,684,Delinquent
LN00001233,CU00003770,BR012,Vehicle,2021-09-13,797814.65,242372.98,13.31,180,0,738,Current
LN00001234,CU00003638,BR017,Personal,2022-05-11,523659.62,441374.59,10.72,180,0,619,Current
LN00001235,CU00004600,BR016,Vehicle,2021-09-20,146413.04,118106.34,14.31,120,0,595,Current
LN00001236,CU00004958,BR013,Home,2023-12-23,133715.69,126530.45,16.96,24,90,800,Non-performing
LN00001237,CU00000247,BR017,Business,2026-02-09,302423.01,284223.54,13.42,24,30,850,Delinquent
LN00001238,CU00000794,BR008,Home,2021-03-11,291711.07,42261.62,11.65,120,0,717,Current
LN00001239,CU00000320,BR004,Education,2025-02-06,636868.48,562246.31,8.77,60,15,783,Current
LN00001240,CU00002507,BR011,Home,2025-03-19,507563.73,354334.42,16.1,120,0,739,Current
LN00001241,CU00000183,BR021,Home,2023-09-15,804741.08,522162.87,19.18,180,0,803,Current
LN00001242,CU00001384,BR005,Vehicle,2026-05-10,1501416.96,1324289.22,17.69,180,0,634,Current
LN00001243,CU00003248,BR010,Home,2024-09-29,245690.56,215296.43,18.21,60,0,713,Current
LN00001244,CU00004230,BR008,Personal,2022-05-01,81113.71,19012.87,13.63,24,0,726,Current
LN00001245,CU00001128,BR022,Home,2021-11-26,255915.14,182634.8,19.23,240,0,762,Current
LN00001246,CU00004857,BR016,Personal,2023-09-09,3934936.06,2650923.24,8.14,240,0,689,Current
LN00001247,CU00003453,BR017,Home,2022-07-22,3113952.23,1261383.74,12.31,60,0,693,Current
LN00001248,CU00001525,BR008,Education,2021-09-05,501727.18,109479.55,18.3,180,0,685,Current
LN00001249,CU00004544,BR008,Business,2025-02-14,837126.77,247199.04,11.33,60,0,629,Current
LN00001250,CU00000701,BR006,Home,2021-04-24,1027760.47,644361.85,12.51,240,0,774,Current
LN00001251,CU00001896,BR005,Personal,2021-12-09,144053.47,24312.63,7.82,12,0,850,Current
LN00001252,CU00004151,BR024,Education,2020-10-29,185518.71,85323.54,19.26,240,0,836,Current
LN00001253,CU00003059,BR001,Vehicle,2022-04-23,228052.44,208760.45,8.45,180,15,752,Current
LN00001254,CU00004946,BR018,Home,2020-12-01,557304.14,369424.94,8.81,36,0,834,Current
LN00001255,CU00000817,BR020,Personal,2026-06-03,3008537.97,470313.44,10.4,60,90,753,Non-performing
LN00001256,CU00003176,BR005,Vehicle,2024-10-01,843708.4,335462.59,12.95,120,0,710,Current
LN00001257,CU00001032,BR002,Business,2025-03-05,488467.44,221292.45,11.06,120,0,717,Current
LN00001258,CU00000733,BR020,Vehicle,2022-04-08,2382848.66,303088.17,14.23,60,120,809,Non-performing
LN00001259,CU00000211,BR011,Home,2023-09-09,432600.96,402132.69,9.57,180,0,769,Current
LN00001260,CU00003027,BR019,Vehicle,2024-07-04,915330.1,693609.65,15.38,12,0,712,Current
LN00001261,CU00001011,BR021,Personal,2023-02-21,300484.68,279196.48,10.39,60,0,845,Current
LN00001262,CU00001241,BR004,Vehicle,2026-01-07,162985.33,80343.55,8.17,240,0,731,Current
LN00001263,CU00001704,BR018,Business,2023-08-15,195073.26,69082.83,14.97,120,0,741,Current
LN00001264,CU00000688,BR015,Home,2025-06-10,1081442.88,1020930.27,10.18,36,0,733,Current
LN00001265,CU00000677,BR016,Home,2025-12-26,341688.35,290123.58,18.11,60,0,707,Current
LN00001266,CU00001389,BR023,Vehicle,2024-03-12,1831769.13,483107.49,16.89,60,0,718,Current
LN00001267,CU00000917,BR022,Vehicle,2026-07-05,1566709.79,1486108.57,19.35,180,0,762,Current
LN00001268,CU00003486,BR019,Business,2024-01-12,589340.45,268461.89,12.51,120,0,731,Current
LN00001269,CU00003133,BR008,Education,2023-11-06,284388.62,155607.21,18.04,180,0,776,Current
LN00001270,CU00000648,BR018,Home,2021-11-29,56672.67,53457.35,11.4,12,0,687,Current
LN00001271,CU00002758,BR024,Personal,2021-10-29,805571.71,171409.79,11.25,240,0,673,Current
LN00001272,CU00001476,BR009,Personal,2021-06-28,5601613.32,5069278.74,19.25,120,0,690,Current
LN00001273,CU00000825,BR003,Business,2023-08-06,724868.36,494408.06,16.89,36,15,677,Current
LN00001274,CU00003925,BR022,Business,2022-12-30,745991.84,170219.96,14.02,180,90,659,Non-performing
LN00001275,CU00001018,BR005,Business,2022-01-14,521571.08,305948.15,13.92,12,0,792,Current
LN00001276,CU00000861,BR013,Vehicle,2023-04-02,1810374.41,945322.39,11.43,24,0,715,Current
LN00001277,CU00000933,BR003,Home,2022-05-07,126017.04,107929.2,10.21,120,30,741,Delinquent
LN00001278,CU00003797,BR013,Personal,2022-12-24,185310.15,27220.69,14.44,120,15,702,Current
LN00001279,CU00000766,BR014,Vehicle,2025-08-28,823592.77,739365.47,10.87,24,0,711,Current
LN00001280,CU00001665,BR023,Personal,2024-06-01,877163.76,667513.59,9.45,120,15,663,Current
LN00001281,CU00003923,BR023,Personal,2026-03-13,1295643.31,940644.33,14.38,24,0,773,Current
LN00001282,CU00000664,BR002,Vehicle,2024-01-06,826911.35,690396.24,10.35,120,0,615,Current
LN00001283,CU00004029,BR001,Home,2024-02-27,97522.6,23086.81,14.39,180,0,741,Current
LN00001284,CU00004485,BR014,Home,2023-01-02,2252351.95,1976666.49,14.59,240,15,735,Current
LN00001285,CU00002031,BR007,Business,2023-03-04,320637.03,129659.83,17.18,60,15,790,Current
LN00001286,CU00002891,BR021,Home,2024-07-04,248492.56,35106.89,11.57,240,60,701,Delinquent
LN00001287,CU00004789,BR014,Education,2020-08-31,869447.51,442273.6,17.56,120,0,661,Current
LN00001288,CU00000714,BR023,Vehicle,2025-12-14,127738.76,31690.24,8.95,120,0,850,Current
LN00001289,CU00002629,BR001,Home,2020-09-16,1546336.82,1238069.13,10.18,24,0,772,Current
LN00001290,CU00004327,BR003,Personal,2021-01-29,1549609.05,665325.07,12.78,240,0,758,Current
LN00001291,CU00004373,BR017,Home,2023-12-23,764792.2,415488.24,14.46,12,60,822,Delinquent
LN00001292,CU00004679,BR021,Business,2026-01-11,405007.16,319847.18,10.92,180,0,667,Current
LN00001293,CU00001050,BR003,Personal,2025-04-27,1229002.97,166669.96,14.23,12,0,848,Current
LN00001294,CU00002885,BR014,Home,2020-10-09,1001081.31,574778.76,12.25,12,0,739,Current
LN00001295,CU00003295,BR008,Personal,2026-04-05,885116.47,287558.01,12.2,36,0,831,Current
LN00001296,CU00002973,BR018,Home,2025-04-16,891509.71,781374.64,8.52,240,0,684,Current
LN00001297,CU00002775,BR015,Vehicle,2023-03-20,393743.04,78729.02,7.93,24,60,754,Delinquent
LN00001298,CU00004262,BR013,Personal,2021-07-27,723483.61,341706.19,7.74,180,0,590,Current
LN00001299,CU00003758,BR019,Personal,2024-12-25,575313.53,120972.23,15.54,24,0,803,Current
LN00001300,CU00000039,BR010,Personal,2022-03-20,487852.32,211319.97,8.03,180,0,750,Current
LN00001301,CU00000460,BR008,Home,2023-03-29,184943.04,29837.6,9.93,12,0,714,Current
LN00001302,CU00003082,BR016,Personal,2025-08-29,518693.33,403272.34,7.6,24,0,617,Current
LN00001303,CU00000705,BR023,Personal,2021-12-26,113942.41,94511.03,7.62,12,15,789,Current
LN00001304,CU00001286,BR024,Home,2025-08-25,658556.97,583992.71,10.68,36,0,673,Current
LN00001305,CU00003537,BR010,Home,2024-04-18,280964.0,124364.14,18.47,60,0,715,Current
LN00001306,CU00000065,BR005,Home,2021-01-07,1283078.83,1190882.99,15.76,36,0,689,Current
LN00001307,CU00001733,BR001,Business,2020-08-26,288312.07,209765.67,11.54,36,0,850,Current
LN00001308,CU00000061,BR021,Vehicle,2025-01-27,776374.43,133008.3,17.42,24,90,704,Non-performing
LN00001309,CU00000541,BR004,Personal,2024-03-22,253088.18,82288.17,12.37,36,0,740,Current
LN00001310,CU00000060,BR016,Business,2022-10-03,184081.56,28985.42,8.95,60,0,723,Current
LN00001311,CU00001359,BR013,Personal,2022-07-15,368135.87,107368.84,8.38,24,90,847,Non-performing
LN00001312,CU00000026,BR003,Business,2024-11-16,727154.94,520918.17,16.93,180,0,633,Current
LN00001313,CU00004077,BR002,Vehicle,2022-04-04,294243.65,175351.85,14.21,240,0,644,Current
LN00001314,CU00004477,BR018,Home,2026-04-18,3507064.16,2076914.75,12.17,12,0,768,Current
LN00001315,CU00004032,BR022,Personal,2022-10-14,692974.49,437891.81,10.9,120,0,673,Current
LN00001316,CU00004718,BR020,Personal,2022-11-21,549128.62,199827.12,15.89,60,0,656,Current
LN00001317,CU00004670,BR017,Education,2022-12-30,261293.43,218183.21,12.49,60,0,620,Current
LN00001318,CU00004321,BR009,Business,2021-03-03,195342.64,91616.69,10.47,12,0,764,Current
LN00001319,CU00004918,BR005,Education,2021-03-17,240137.23,83025.3,15.48,36,0,709,Current
LN00001320,CU00004480,BR001,Personal,2024-10-21,439753.08,82732.25,8.36,12,0,732,Current
LN00001321,CU00003801,BR020,Personal,2020-10-17,120069.76,71081.24,11.28,24,0,627,Current
LN00001322,CU00004228,BR022,Education,2025-10-18,561263.79,485024.47,13.76,24,30,801,Delinquent
LN00001323,CU00004741,BR005,Vehicle,2023-01-25,1019750.42,686468.42,14.71,12,0,801,Current
LN00001324,CU00004732,BR015,Home,2025-08-09,497542.69,392082.8,15.93,180,0,810,Current
LN00001325,CU00002277,BR013,Home,2025-09-08,739081.64,336694.77,15.21,120,0,699,Current
LN00001326,CU00002952,BR019,Personal,2024-07-10,125545.6,69767.76,7.56,12,0,799,Current
LN00001327,CU00002479,BR023,Vehicle,2022-01-07,514766.86,373177.04,17.47,12,0,774,Current
LN00001328,CU00001355,BR013,Business,2021-03-06,808254.37,740223.36,10.6,180,15,711,Current
LN00001329,CU00002936,BR014,Personal,2025-10-05,67834.43,40889.77,13.52,120,0,833,Current
LN00001330,CU00000554,BR018,Home,2025-10-31,871651.84,487999.91,15.47,60,0,693,Current
