balance_snapshot_id,snapshot_date,account_id,ending_balance
BS0000047471,2026-03-31,AC00006077,15974.85
BS0000047472,2026-03-31,AC00006078,13639.63
BS0000047473,2026-03-31,AC00006079,198219.44
BS0000047474,2026-03-31,AC00006080,35528.44
BS0000047475,2026-03-31,AC00006081,314296.93
BS0000047476,2026-03-31,AC00006082,40340.67
BS0000047477,2026-03-31,AC00006083,148907.63
BS0000047478,2026-03-31,AC00006084,26286.12
BS0000047479,2026-03-31,AC00006085,84635.11
BS0000047480,2026-03-31,AC00006086,45720.24
BS0000047481,2026-03-31,AC00006087,5305.84
BS0000047482,2026-03-31,AC00006088,20610.29
BS0000047483,2026-03-31,AC00006089,19249.38
BS0000047484,2026-03-31,AC00006090,49987.84
BS0000047485,2026-03-31,AC00006091,44808.29
BS0000047486,2026-03-31,AC00006092,92638.73
BS0000047487,2026-03-31,AC00006093,48229.72
BS0000047488,2026-03-31,AC00006094,50460.12
BS0000047489,2026-03-31,AC00006095,15380.87
BS0000047490,2026-03-31,AC00006096,10334.95
BS0000047491,2026-03-31,AC00006097,49556.29
BS0000047492,2026-03-31,AC00006098,9636.8
BS0000047493,2026-03-31,AC00006099,19877.54
BS0000047494,2026-03-31,AC00006100,445644.82
BS0000047495,2026-03-31,AC00006101,31530.37
BS0000047496,2026-03-31,AC00006102,4653.32
BS0000047497,2026-03-31,AC00006103,18673.43
BS0000047498,2026-03-31,AC00006104,119263.78
BS0000047499,2026-03-31,AC00006105,29625.28
BS0000047500,2026-03-31,AC00006106,20225.08
BS0000047501,2026-03-31,AC00006107,5929.29
BS0000047502,2026-03-31,AC00006108,79399.91
BS0000047503,2026-03-31,AC00006109,31644.98
BS0000047504,2026-03-31,AC00006110,150336.02
BS0000047505,2026-03-31,AC00006111,86423.01
BS0000047506,2026-03-31,AC00006112,391999.32
BS0000047507,2026-03-31,AC00006113,21521.97
BS0000047508,2026-03-31,AC00006114,29795.33
BS0000047509,2026-03-31,AC00006115,94491.74
BS0000047510,2026-03-31,AC00006116,7952.85
BS0000047511,2026-03-31,AC00006117,227500.52
BS0000047512,2026-03-31,AC00006118,15422.08
BS0000047513,2026-03-31,AC00006119,10568.16
BS0000047514,2026-03-31,AC00006120,48385.49
BS0000047515,2026-03-31,AC00006121,482689.36
BS0000047516,2026-03-31,AC00006122,18097.44
BS0000047517,2026-03-31,AC00006123,21677.16
BS0000047518,2026-03-31,AC00006124,248023.45
BS0000047519,2026-03-31,AC00006125,48084.85
BS0000047520,2026-03-31,AC00006126,18900.67
BS0000047521,2026-03-31,AC00006127,58013.88
BS0000047522,2026-03-31,AC00006128,58400.66
BS0000047523,2026-03-31,AC00006129,4851.59
BS0000047524,2026-03-31,AC00006130,65736.1
BS0000047525,2026-03-31,AC00006131,48354.41
BS0000047526,2026-03-31,AC00006132,21572.65
BS0000047527,2026-03-31,AC00006133,69173.52
BS0000047528,2026-03-31,AC00006134,20644.94
BS0000047529,2026-03-31,AC00006135,34278.59
BS0000047530,2026-03-31,AC00006136,243576.89
BS0000047531,2026-03-31,AC00006137,103264.01
BS0000047532,2026-03-31,AC00006138,25932.77
BS0000047533,2026-03-31,AC00006139,150019.35
BS0000047534,2026-03-31,AC00006140,157680.99
BS0000047535,2026-03-31,AC00006141,6204.78
BS0000047536,2026-03-31,AC00006142,57569.87
BS0000047537,2026-03-31,AC00006143,20582.07
BS0000047538,2026-03-31,AC00006144,48181.73
BS0000047539,2026-03-31,AC00006145,14315.13
BS0000047540,2026-03-31,AC00006146,56288.61
BS0000047541,2026-03-31,AC00006147,44535.87
BS0000047542,2026-03-31,AC00006148,21677.4
BS0000047543,2026-03-31,AC00006149,3456.6
BS0000047544,2026-03-31,AC00006150,28339.11
BS0000047545,2026-03-31,AC00006151,25162.16
BS0000047546,2026-03-31,AC00006152,62501.44
BS0000047547,2026-03-31,AC00006153,33938.75
BS0000047548,2026-03-31,AC00006154,185613.73
BS0000047549,2026-03-31,AC00006155,64072.47
BS0000047550,2026-03-31,AC00006156,33797.62
BS0000047551,2026-03-31,AC00006157,19084.79
BS0000047552,2026-03-31,AC00006158,102569.17
BS0000047553,2026-03-31,AC00006159,154529.16
BS0000047554,2026-03-31,AC00006160,25475.49
BS0000047555,2026-03-31,AC00006161,188790.7
BS0000047556,2026-03-31,AC00006162,97211.04
BS0000047557,2026-03-31,AC00006163,71720.14
BS0000047558,2026-03-31,AC00006164,684263.51
BS0000047559,2026-03-31,AC00006165,36418.62
BS0000047560,2026-03-31,AC00006166,4842.58
BS0000047561,2026-03-31,AC00006167,28539.92
BS0000047562,2026-03-31,AC00006168,74586.81
BS0000047563,2026-03-31,AC00006169,121010.47
BS0000047564,2026-03-31,AC00006170,162047.22
BS0000047565,2026-03-31,AC00006171,20570.33
BS0000047566,2026-03-31,AC00006172,89226.41
BS0000047567,2026-03-31,AC00006173,10333.0
BS0000047568,2026-03-31,AC00006174,33919.81
BS0000047569,2026-03-31,AC00006175,104220.04
BS0000047570,2026-03-31,AC00006176,9031.79
BS0000047571,2026-03-31,AC00006177,11379.71
BS0000047572,2026-03-31,AC00006178,19022.58
BS0000047573,2026-03-31,AC00006179,487369.99
BS0000047574,2026-03-31,AC00006180,3816.24
BS0000047575,2026-03-31,AC00006181,43515.7
BS0000047576,2026-03-31,AC00006182,874089.04
BS0000047577,2026-03-31,AC00006183,148228.23
BS0000047578,2026-03-31,AC00006184,111420.62
BS0000047579,2026-03-31,AC00006185,9714.14
BS0000047580,2026-03-31,AC00006186,13238.8
BS0000047581,2026-03-31,AC00006187,61420.13
BS0000047582,2026-03-31,AC00006188,65895.19
BS0000047583,2026-03-31,AC00006189,11621.16
BS0000047584,2026-03-31,AC00006190,26932.29
BS0000047585,2026-03-31,AC00006191,27652.72
BS0000047586,2026-03-31,AC00006192,21155.8
BS0000047587,2026-03-31,AC00006193,61213.73
BS0000047588,2026-03-31,AC00006194,61230.61
BS0000047589,2026-03-31,AC00006195,6132.01
BS0000047590,2026-03-31,AC00006196,4434.7
BS0000047591,2026-03-31,AC00006197,3172.24
BS0000047592,2026-03-31,AC00006198,11170.65
BS0000047593,2026-03-31,AC00006199,41557.78
BS0000047594,2026-03-31,AC00006200,24421.76
BS0000047595,2026-03-31,AC00006201,123297.21
BS0000047596,2026-03-31,AC00006202,17142.78
BS0000047597,2026-03-31,AC00006203,53624.5
BS0000047598,2026-03-31,AC00006204,24240.03
BS0000047599,2026-03-31,AC00006205,42384.5
BS0000047600,2026-03-31,AC00006206,52060.26
BS0000047601,2026-03-31,AC00006207,515137.29
BS0000047602,2026-03-31,AC00006208,38202.62
BS0000047603,2026-03-31,AC00006209,466805.18
BS0000047604,2026-03-31,AC00006210,46607.26
BS0000047605,2026-03-31,AC00006211,41991.81
BS0000047606,2026-03-31,AC00006212,196295.22
BS0000047607,2026-03-31,AC00006213,22600.35
BS0000047608,2026-03-31,AC00006214,54982.34
BS0000047609,2026-03-31,AC00006215,20106.78
BS0000047610,2026-03-31,AC00006216,583178.74
BS0000047611,2026-03-31,AC00006217,1904427.46
BS0000047612,2026-03-31,AC00006218,258547.7
BS0000047613,2026-03-31,AC00006219,42878.75
BS0000047614,2026-03-31,AC00006220,12080.88
BS0000047615,2026-03-31,AC00006221,16253.69
BS0000047616,2026-03-31,AC00006222,98884.59
BS0000047617,2026-03-31,AC00006223,4268.06
BS0000047618,2026-03-31,AC00006224,104023.35
BS0000047619,2026-03-31,AC00006225,77752.78
BS0000047620,2026-03-31,AC00006226,5517.0
BS0000047621,2026-03-31,AC00006227,145129.15
BS0000047622,2026-03-31,AC00006228,339970.27
BS0000047623,2026-03-31,AC00006229,25681.05
BS0000047624,2026-03-31,AC00006230,58448.73
BS0000047625,2026-03-31,AC00006231,53497.63
BS0000047626,2026-03-31,AC00006232,65382.57
BS0000047627,2026-03-31,AC00006233,340752.7
BS0000047628,2026-03-31,AC00006234,51386.37
BS0000047629,2026-03-31,AC00006235,69199.57
BS0000047630,2026-03-31,AC00006236,141981.54
BS0000047631,2026-03-31,AC00006237,15673.4
BS0000047632,2026-03-31,AC00006238,66989.28
BS0000047633,2026-03-31,AC00006239,161336.28
BS0000047634,2026-03-31,AC00006240,14671.32
BS0000047635,2026-03-31,AC00006241,29439.44
BS0000047636,2026-03-31,AC00006242,59536.74
BS0000047637,2026-03-31,AC00006243,7743.63
BS0000047638,2026-03-31,AC00006244,17194.08
BS0000047639,2026-03-31,AC00006245,32292.12
BS0000047640,2026-03-31,AC00006246,6477.35
BS0000047641,2026-03-31,AC00006247,10976.06
BS0000047642,2026-03-31,AC00006248,157108.96
BS0000047643,2026-03-31,AC00006249,7381.67
BS0000047644,2026-03-31,AC00006250,15418.68
BS0000047645,2026-03-31,AC00006251,15698.69
BS0000047646,2026-03-31,AC00006252,24594.13
BS0000047647,2026-03-31,AC00006253,19633.26
BS0000047648,2026-03-31,AC00006254,218371.19
BS0000047649,2026-03-31,AC00006255,10824.34
BS0000047650,2026-03-31,AC00006256,8558.02
BS0000047651,2026-03-31,AC00006257,27708.9
BS0000047652,2026-03-31,AC00006258,7146.19
BS0000047653,2026-03-31,AC00006259,168201.62
BS0000047654,2026-03-31,AC00006260,386392.89
BS0000047655,2026-03-31,AC00006261,134095.89
BS0000047656,2026-03-31,AC00006262,13357.71
BS0000047657,2026-03-31,AC00006263,224653.71
BS0000047658,2026-03-31,AC00006264,29979.51
BS0000047659,2026-03-31,AC00006265,35024.57
BS0000047660,2026-03-31,AC00006266,9647.01
BS0000047661,2026-03-31,AC00006267,238074.81
BS0000047662,2026-03-31,AC00006268,18160.03
BS0000047663,2026-03-31,AC00006269,24307.71
BS0000047664,2026-03-31,AC00006270,270042.36
BS0000047665,2026-03-31,AC00006271,4165.36
BS0000047666,2026-03-31,AC00006272,124810.59
BS0000047667,2026-03-31,AC00006273,133168.83
BS0000047668,2026-03-31,AC00006274,16254.33
BS0000047669,2026-03-31,AC00006275,211510.73
BS0000047670,2026-03-31,AC00006276,50234.15
BS0000047671,2026-03-31,AC00006277,62663.9
BS0000047672,2026-03-31,AC00006278,40734.17
BS0000047673,2026-03-31,AC00006279,8504.7
BS0000047674,2026-03-31,AC00006280,98599.61
BS0000047675,2026-03-31,AC00006281,4899.78
BS0000047676,2026-03-31,AC00006282,27229.17
BS0000047677,2026-03-31,AC00006283,66408.51
BS0000047678,2026-03-31,AC00006284,58677.22
BS0000047679,2026-03-31,AC00006285,421891.43
BS0000047680,2026-03-31,AC00006286,9762.73
BS0000047681,2026-03-31,AC00006287,42693.18
BS0000047682,2026-03-31,AC00006288,14853.26
BS0000047683,2026-03-31,AC00006289,233409.44
BS0000047684,2026-03-31,AC00006290,3789.85
BS0000047685,2026-03-31,AC00006291,54288.59
BS0000047686,2026-03-31,AC00006292,9319.87
BS0000047687,2026-03-31,AC00006293,138336.87
BS0000047688,2026-03-31,AC00006294,81988.29
BS0000047689,2026-03-31,AC00006295,321239.28
BS0000047690,2026-03-31,AC00006296,7733.53
BS0000047691,2026-03-31,AC00006297,4436.4
BS0000047692,2026-03-31,AC00006298,206695.11
BS0000047693,2026-03-31,AC00006299,196383.73
BS0000047694,2026-03-31,AC00006300,305260.57
BS0000047695,2026-03-31,AC00006301,61915.48
BS0000047696,2026-03-31,AC00006302,17954.29
BS0000047697,2026-03-31,AC00006303,302966.15
BS0000047698,2026-03-31,AC00006304,11372.06
BS0000047699,2026-03-31,AC00006305,13411.33
BS0000047700,2026-03-31,AC00006306,58675.32
BS0000047701,2026-03-31,AC00006307,388652.81
BS0000047702,2026-03-31,AC00006308,44655.78
BS0000047703,2026-03-31,AC00006309,37208.23
BS0000047704,2026-03-31,AC00006310,96045.67
BS0000047705,2026-03-31,AC00006311,23596.05
BS0000047706,2026-03-31,AC00006312,33486.23
BS0000047707,2026-03-31,AC00006313,47098.03
BS0000047708,2026-03-31,AC00006314,8109.08
BS0000047709,2026-03-31,AC00006315,47656.5
BS0000047710,2026-03-31,AC00006316,29921.37
BS0000047711,2026-03-31,AC00006317,7872.24
BS0000047712,2026-03-31,AC00006318,136478.54
BS0000047713,2026-03-31,AC00006319,28929.07
BS0000047714,2026-03-31,AC00006320,24789.44
BS0000047715,2026-03-31,AC00006321,4608.56
BS0000047716,2026-03-31,AC00006322,16374.66
BS0000047717,2026-03-31,AC00006323,12632.46
BS0000047718,2026-03-31,AC00006324,278981.75
BS0000047719,2026-03-31,AC00006325,34603.08
BS0000047720,2026-03-31,AC00006326,34787.18
BS0000047721,2026-03-31,AC00006327,46059.38
BS0000047722,2026-03-31,AC00006328,419288.8
BS0000047723,2026-03-31,AC00006329,41554.97
BS0000047724,2026-03-31,AC00006330,12679.31
BS0000047725,2026-03-31,AC00006331,11196.36
BS0000047726,2026-03-31,AC00006332,135223.71
BS0000047727,2026-03-31,AC00006333,12081.54
BS0000047728,2026-03-31,AC00006334,75659.34
BS0000047729,2026-03-31,AC00006335,15715.79
BS0000047730,2026-03-31,AC00006336,44888.7
BS0000047731,2026-03-31,AC00006337,158307.19
BS0000047732,2026-03-31,AC00006338,15572.39
BS0000047733,2026-03-31,AC00006339,10737.13
BS0000047734,2026-03-31,AC00006340,182594.29
BS0000047735,2026-03-31,AC00006341,57259.85
BS0000047736,2026-03-31,AC00006342,56231.55
BS0000047737,2026-03-31,AC00006343,70734.91
BS0000047738,2026-03-31,AC00006344,30135.16
BS0000047739,2026-03-31,AC00006345,67272.69
BS0000047740,2026-03-31,AC00006346,64347.01
BS0000047741,2026-03-31,AC00006347,17169.36
BS0000047742,2026-03-31,AC00006348,17980.8
BS0000047743,2026-03-31,AC00006349,146544.29
BS0000047744,2026-03-31,AC00006350,845339.55
BS0000047745,2026-03-31,AC00006351,177573.86
BS0000047746,2026-03-31,AC00006352,27210.6
BS0000047747,2026-03-31,AC00006353,65245.44
BS0000047748,2026-03-31,AC00006354,16781.63
BS0000047749,2026-03-31,AC00006355,24307.74
BS0000047750,2026-03-31,AC00006356,68232.34
BS0000047751,2026-03-31,AC00006357,59998.98
BS0000047752,2026-03-31,AC00006358,43817.36
BS0000047753,2026-03-31,AC00006359,536228.22
BS0000047754,2026-03-31,AC00006360,20470.89
BS0000047755,2026-03-31,AC00006361,32957.27
BS0000047756,2026-03-31,AC00006362,22614.61
BS0000047757,2026-03-31,AC00006363,25710.18
BS0000047758,2026-03-31,AC00006364,22650.39
BS0000047759,2026-03-31,AC00006365,93107.58
BS0000047760,2026-03-31,AC00006366,95150.84
BS0000047761,2026-03-31,AC00006367,52290.15
BS0000047762,2026-03-31,AC00006368,26669.15
BS0000047763,2026-03-31,AC00006369,127290.46
BS0000047764,2026-03-31,AC00006370,7628.5
BS0000047765,2026-03-31,AC00006371,18097.76
BS0000047766,2026-03-31,AC00006372,31745.94
BS0000047767,2026-03-31,AC00006373,17500.76
BS0000047768,2026-03-31,AC00006374,239386.66
BS0000047769,2026-03-31,AC00006375,101549.82
BS0000047770,2026-03-31,AC00006376,6405.55
BS0000047771,2026-03-31,AC00006377,24702.37
BS0000047772,2026-03-31,AC00006378,42209.2
BS0000047773,2026-03-31,AC00006379,128781.61
BS0000047774,2026-03-31,AC00006380,20976.87
BS0000047775,2026-03-31,AC00006381,7650.24
BS0000047776,2026-03-31,AC00006382,86945.05
BS0000047777,2026-03-31,AC00006383,19039.6
BS0000047778,2026-03-31,AC00006384,18182.17
BS0000047779,2026-03-31,AC00006385,113580.0
BS0000047780,2026-03-31,AC00006386,116785.02
BS0000047781,2026-03-31,AC00006387,6941.71
BS0000047782,2026-03-31,AC00006388,12172.82
BS0000047783,2026-03-31,AC00006389,21368.21
BS0000047784,2026-03-31,AC00006390,3116.93
BS0000047785,2026-03-31,AC00006391,4814.63
BS0000047786,2026-03-31,AC00006392,185036.48
BS0000047787,2026-03-31,AC00006393,83241.74
BS0000047788,2026-03-31,AC00006394,26594.78
BS0000047789,2026-03-31,AC00006395,28765.64
BS0000047790,2026-03-31,AC00006396,289203.4
BS0000047791,2026-03-31,AC00006397,311265.63
BS0000047792,2026-03-31,AC00006398,45970.12
BS0000047793,2026-03-31,AC00006399,241871.61
BS0000047794,2026-03-31,AC00006400,43761.77
BS0000047795,2026-03-31,AC00006401,16100.72
BS0000047796,2026-03-31,AC00006402,39848.03
BS0000047797,2026-03-31,AC00006403,22411.56
BS0000047798,2026-03-31,AC00006404,23147.78
BS0000047799,2026-03-31,AC00006405,16763.74
BS0000047800,2026-03-31,AC00006406,70674.38
BS0000047801,2026-03-31,AC00006407,42317.84
BS0000047802,2026-03-31,AC00006408,59435.26
BS0000047803,2026-03-31,AC00006409,29449.93
BS0000047804,2026-03-31,AC00006410,48992.83
BS0000047805,2026-03-31,AC00006411,87916.9
BS0000047806,2026-03-31,AC00006412,474272.14
BS0000047807,2026-03-31,AC00006413,19831.28
BS0000047808,2026-03-31,AC00006414,28716.74
BS0000047809,2026-03-31,AC00006415,132481.69
BS0000047810,2026-03-31,AC00006416,28492.23
BS0000047811,2026-03-31,AC00006417,8213.43
BS0000047812,2026-03-31,AC00006418,618654.28
BS0000047813,2026-03-31,AC00006419,15758.74
BS0000047814,2026-03-31,AC00006420,29369.54
BS0000047815,2026-03-31,AC00006421,4062.7
BS0000047816,2026-03-31,AC00006422,12891.74
BS0000047817,2026-03-31,AC00006423,16745.3
BS0000047818,2026-03-31,AC00006424,23391.01
BS0000047819,2026-03-31,AC00006425,44396.59
BS0000047820,2026-03-31,AC00006426,32208.38
BS0000047821,2026-03-31,AC00006427,7588.5
BS0000047822,2026-03-31,AC00006428,2999.88
BS0000047823,2026-03-31,AC00006429,111662.76
BS0000047824,2026-03-31,AC00006430,31999.08
BS0000047825,2026-03-31,AC00006431,67082.72
BS0000047826,2026-03-31,AC00006432,19677.45
BS0000047827,2026-03-31,AC00006433,19148.31
BS0000047828,2026-03-31,AC00006434,26958.47
BS0000047829,2026-03-31,AC00006435,15825.28
BS0000047830,2026-03-31,AC00006436,41488.19
BS0000047831,2026-03-31,AC00006437,9294.29
BS0000047832,2026-03-31,AC00006438,25915.05
BS0000047833,2026-03-31,AC00006439,12012.49
BS0000047834,2026-03-31,AC00006440,15836.69
BS0000047835,2026-03-31,AC00006441,1024.72
BS0000047836,2026-03-31,AC00006442,12715.47
BS0000047837,2026-03-31,AC00006443,19471.2
BS0000047838,2026-03-31,AC00006444,3097.66
BS0000047839,2026-03-31,AC00006445,22678.12
BS0000047840,2026-03-31,AC00006446,25032.14
BS0000047841,2026-03-31,AC00006447,21484.98
BS0000047842,2026-03-31,AC00006448,6225.27
BS0000047843,2026-03-31,AC00006449,37793.63
BS0000047844,2026-03-31,AC00006450,5844.22
BS0000047845,2026-03-31,AC00006451,49160.22
BS0000047846,2026-03-31,AC00006452,135266.38
BS0000047847,2026-03-31,AC00006453,105344.58
BS0000047848,2026-03-31,AC00006454,49865.57
BS0000047849,2026-03-31,AC00006455,51602.08
BS0000047850,2026-03-31,AC00006456,27410.21
BS0000047851,2026-03-31,AC00006457,23250.35
BS0000047852,2026-03-31,AC00006458,23141.47
BS0000047853,2026-03-31,AC00006459,165951.12
BS0000047854,2026-03-31,AC00006460,8026.08
BS0000047855,2026-03-31,AC00006461,25273.0
BS0000047856,2026-03-31,AC00006462,7758.15
BS0000047857,2026-03-31,AC00006463,242816.39
BS0000047858,2026-03-31,AC00006464,43012.38
BS0000047859,2026-03-31,AC00006465,15220.38
BS0000047860,2026-03-31,AC00006466,30967.84
BS0000047861,2026-03-31,AC00006467,12349.88
BS0000047862,2026-03-31,AC00006468,1446.36
BS0000047863,2026-03-31,AC00006469,2645.06
BS0000047864,2026-03-31,AC00006470,39824.22
BS0000047865,2026-03-31,AC00006471,1249680.42
BS0000047866,2026-03-31,AC00006472,89755.89
BS0000047867,2026-03-31,AC00006473,104684.11
BS0000047868,2026-03-31,AC00006474,13534.52
BS0000047869,2026-03-31,AC00006475,8814.78
BS0000047870,2026-03-31,AC00006476,22908.43
BS0000047871,2026-03-31,AC00006477,67280.06
BS0000047872,2026-03-31,AC00006478,9424.72
BS0000047873,2026-03-31,AC00006479,62743.06
BS0000047874,2026-03-31,AC00006480,44211.44
BS0000047875,2026-03-31,AC00006481,45436.21
BS0000047876,2026-03-31,AC00006482,18602.12
BS0000047877,2026-03-31,AC00006483,45341.43
BS0000047878,2026-03-31,AC00006484,63441.64
BS0000047879,2026-03-31,AC00006485,14648.88
BS0000047880,2026-03-31,AC00006486,76579.64
BS0000047881,2026-03-31,AC00006487,46698.78
BS0000047882,2026-03-31,AC00006488,2810.06
BS0000047883,2026-03-31,AC00006489,59545.32
BS0000047884,2026-03-31,AC00006490,29148.97
BS0000047885,2026-03-31,AC00006491,10592.65
BS0000047886,2026-03-31,AC00006492,315703.04
BS0000047887,2026-03-31,AC00006493,60213.58
BS0000047888,2026-03-31,AC00006494,49980.63
BS0000047889,2026-03-31,AC00006495,3959.04
BS0000047890,2026-03-31,AC00006496,35379.7
BS0000047891,2026-03-31,AC00006497,26937.04
BS0000047892,2026-03-31,AC00006498,7067.64
BS0000047893,2026-03-31,AC00006499,69064.48
BS0000047894,2026-03-31,AC00006500,156499.9
BS0000047895,2026-03-31,AC00006501,14204.59
BS0000047896,2026-03-31,AC00006502,30485.83
BS0000047897,2026-03-31,AC00006503,165277.65
BS0000047898,2026-03-31,AC00006504,190209.39
BS0000047899,2026-03-31,AC00006505,110473.67
BS0000047900,2026-03-31,AC00006506,238725.64
BS0000047901,2026-03-31,AC00006507,16684.76
BS0000047902,2026-03-31,AC00006508,4038.13
BS0000047903,2026-03-31,AC00006509,3329.55
BS0000047904,2026-03-31,AC00006510,60510.88
BS0000047905,2026-03-31,AC00006511,25520.49
BS0000047906,2026-03-31,AC00006512,6431.17
BS0000047907,2026-03-31,AC00006513,15524.85
BS0000047908,2026-03-31,AC00006514,223234.36
BS0000047909,2026-03-31,AC00006515,16444.24
BS0000047910,2026-03-31,AC00006516,593023.36
BS0000047911,2026-03-31,AC00006517,156608.61
BS0000047912,2026-03-31,AC00006518,101059.83
BS0000047913,2026-03-31,AC00006519,876108.13
BS0000047914,2026-03-31,AC00006520,89576.32
BS0000047915,2026-03-31,AC00006521,29427.34
BS0000047916,2026-03-31,AC00006522,21477.29
BS0000047917,2026-03-31,AC00006523,2440.07
BS0000047918,2026-03-31,AC00006524,64309.29
BS0000047919,2026-03-31,AC00006525,52754.28
BS0000047920,2026-03-31,AC00006526,32636.06
BS0000047921,2026-03-31,AC00006527,237054.0
BS0000047922,2026-03-31,AC00006528,40644.32
BS0000047923,2026-03-31,AC00006529,10797.37
BS0000047924,2026-03-31,AC00006530,94013.14
BS0000047925,2026-03-31,AC00006531,18212.0
BS0000047926,2026-03-31,AC00006532,37932.97
BS0000047927,2026-03-31,AC00006533,27798.91
BS0000047928,2026-03-31,AC00006534,55990.67
BS0000047929,2026-03-31,AC00006535,145170.17
BS0000047930,2026-03-31,AC00006536,12691.42
BS0000047931,2026-03-31,AC00006537,31328.08
BS0000047932,2026-03-31,AC00006538,26874.45
BS0000047933,2026-03-31,AC00006539,53305.15
BS0000047934,2026-03-31,AC00006540,254432.78
BS0000047935,2026-03-31,AC00006541,121837.0
BS0000047936,2026-03-31,AC00006542,29240.58
BS0000047937,2026-03-31,AC00006543,40219.66
BS0000047938,2026-03-31,AC00006544,70235.31
BS0000047939,2026-03-31,AC00006545,65522.41
BS0000047940,2026-03-31,AC00006546,57315.93
BS0000047941,2026-03-31,AC00006547,23112.57
BS0000047942,2026-03-31,AC00006548,6729.74
BS0000047943,2026-03-31,AC00006549,9296.47
BS0000047944,2026-03-31,AC00006550,43832.42
BS0000047945,2026-03-31,AC00006551,22469.11
BS0000047946,2026-03-31,AC00006552,267620.38
BS0000047947,2026-03-31,AC00006553,24281.44
BS0000047948,2026-03-31,AC00006554,20545.64
BS0000047949,2026-03-31,AC00006555,65221.18
BS0000047950,2026-03-31,AC00006556,264322.1
BS0000047951,2026-03-31,AC00006557,599802.07
BS0000047952,2026-03-31,AC00006558,25938.26
BS0000047953,2026-03-31,AC00006559,489992.88
BS0000047954,2026-03-31,AC00006560,32273.36
BS0000047955,2026-03-31,AC00006561,14943.85
BS0000047956,2026-03-31,AC00006562,17238.93
BS0000047957,2026-03-31,AC00006563,4420.04
BS0000047958,2026-03-31,AC00006564,88307.89
BS0000047959,2026-03-31,AC00006565,20033.11
BS0000047960,2026-03-31,AC00006566,74918.35
BS0000047961,2026-03-31,AC00006567,13796.67
BS0000047962,2026-03-31,AC00006568,4976.8
BS0000047963,2026-03-31,AC00006569,29696.89
BS0000047964,2026-03-31,AC00006570,983.7
BS0000047965,2026-03-31,AC00006571,17822.5
BS0000047966,2026-03-31,AC00006572,5367.65
BS0000047967,2026-03-31,AC00006573,17119.18
BS0000047968,2026-03-31,AC00006574,135831.79
BS0000047969,2026-03-31,AC00006575,8468.72
BS0000047970,2026-03-31,AC00006576,55704.93
BS0000047971,2026-03-31,AC00006577,94555.52
BS0000047972,2026-03-31,AC00006578,75159.76
BS0000047973,2026-03-31,AC00006579,29834.08
BS0000047974,2026-03-31,AC00006580,44230.46
BS0000047975,2026-03-31,AC00006581,69526.8
BS0000047976,2026-03-31,AC00006582,3160.67
BS0000047977,2026-03-31,AC00006583,37064.86
BS0000047978,2026-03-31,AC00006584,22163.25
BS0000047979,2026-03-31,AC00006585,16637.79
BS0000047980,2026-03-31,AC00006586,27260.59
BS0000047981,2026-03-31,AC00006587,57920.99
BS0000047982,2026-03-31,AC00006588,24361.08
BS0000047983,2026-03-31,AC00006589,26839.79
BS0000047984,2026-03-31,AC00006590,118906.5
BS0000047985,2026-03-31,AC00006591,9442.99
BS0000047986,2026-03-31,AC00006592,112792.71
BS0000047987,2026-03-31,AC00006593,27863.47
BS0000047988,2026-03-31,AC00006594,31178.68
BS0000047989,2026-03-31,AC00006595,25715.91
BS0000047990,2026-03-31,AC00006596,173839.43
BS0000047991,2026-03-31,AC00006597,216203.87
BS0000047992,2026-03-31,AC00006598,12543.29
BS0000047993,2026-03-31,AC00006599,52322.65
BS0000047994,2026-03-31,AC00006600,18037.22
BS0000047995,2026-03-31,AC00006601,26301.52
BS0000047996,2026-03-31,AC00006602,362133.05
BS0000047997,2026-03-31,AC00006603,18621.14
BS0000047998,2026-03-31,AC00006604,45612.58
BS0000047999,2026-03-31,AC00006605,21821.74
BS0000048000,2026-03-31,AC00006606,18505.64
BS0000048001,2026-03-31,AC00006607,20976.65
BS0000048002,2026-03-31,AC00006608,227299.45
BS0000048003,2026-03-31,AC00006609,187348.95
BS0000048004,2026-03-31,AC00006610,19606.13
BS0000048005,2026-03-31,AC00006611,9012.83
BS0000048006,2026-03-31,AC00006612,72757.33
BS0000048007,2026-03-31,AC00006613,41775.37
BS0000048008,2026-03-31,AC00006614,34373.92
BS0000048009,2026-03-31,AC00006615,11260.03
BS0000048010,2026-03-31,AC00006616,57195.41
BS0000048011,2026-03-31,AC00006617,326513.56
BS0000048012,2026-03-31,AC00006618,52806.29
BS0000048013,2026-03-31,AC00006619,6613.56
BS0000048014,2026-03-31,AC00006620,6850.25
BS0000048015,2026-03-31,AC00006621,105555.37
BS0000048016,2026-03-31,AC00006622,24100.61
BS0000048017,2026-03-31,AC00006623,90569.14
BS0000048018,2026-03-31,AC00006624,32460.14
BS0000048019,2026-03-31,AC00006625,25438.55
BS0000048020,2026-03-31,AC00006626,19787.22
BS0000048021,2026-03-31,AC00006627,143528.47
BS0000048022,2026-03-31,AC00006628,126837.79
BS0000048023,2026-03-31,AC00006629,250841.12
BS0000048024,2026-03-31,AC00006630,295697.62
BS0000048025,2026-03-31,AC00006631,6516.66
BS0000048026,2026-03-31,AC00006632,8944.04
BS0000048027,2026-03-31,AC00006633,3434.53
BS0000048028,2026-03-31,AC00006634,367560.29
